Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Notes
Fri Nov 3 2006,7:00 PM,New Orleans/Oklahoma City Hornets,100,Indiana Pacers,91,Box Score,,
Fri Nov 3 2006,7:30 PM,Seattle SuperSonics,112,Los Angeles Lakers,118,Box Score,,
Fri Nov 3 2006,7:00 PM,Charlotte Bobcats,83,Memphis Grizzlies,96,Box Score,,
Fri Nov 3 2006,7:30 PM,New Jersey Nets,85,Miami Heat,91,Box Score,,
Fri Nov 3 2006,7:00 PM,Philadelphia 76ers,105,Orlando Magic,103,Box Score,,
Fri Nov 3 2006,7:00 PM,Utah Jazz,108,Phoenix Suns,104,Box Score,,
Fri Nov 3 2006,7:00 PM,Cleveland Cavaliers,88,San Antonio Spurs,81,Box Score,,
Fri Nov 3 2006,7:00 PM,Milwaukee Bucks,92,Toronto Raptors,109,Box Score,,
Sat Nov 4 2006,7:00 PM,Cleveland Cavaliers,88,Charlotte Bobcats,92,Box Score,,
Sat Nov 4 2006,7:30 PM,Memphis Grizzlies,86,Detroit Pistons,95,Box Score,,
Sat Nov 4 2006,7:30 PM,Dallas Mavericks,76,Houston Rockets,107,Box Score,,
Sat Nov 4 2006,7:30 PM,Phoenix Suns,108,Los Angeles Clippers,114,Box Score,,
Sat Nov 4 2006,7:30 PM,Sacramento Kings,91,Milwaukee Bucks,104,Box Score,,
Sat Nov 4 2006,7:30 PM,Indiana Pacers,109,New York Knicks,95,Box Score,,
Sat Nov 4 2006,7:00 PM,Minnesota Timberwolves,86,Portland Trail Blazers,88,Box Score,,
Sat Nov 4 2006,7:00 PM,Golden State Warriors,82,Utah Jazz,106,Box Score,,
Sat Nov 4 2006,7:00 PM,Boston Celtics,117,Washington Wizards,124,Box Score,,
Sun Nov 5 2006,2:00 PM,Orlando Magic,82,Atlanta Hawks,95,Box Score,,
Sun Nov 5 2006,6:00 PM,Houston Rockets,90,New Orleans/Oklahoma City Hornets,96,Box Score,,at New Orleans LA
Sun Nov 5 2006,2:00 PM,Miami Heat,98,Philadelphia 76ers,107,Box Score,,
Sun Nov 5 2006,6:00 PM,Los Angeles Lakers,101,Seattle SuperSonics,117,Box Score,,
Sun Nov 5 2006,1:00 PM,San Antonio Spurs,103,Toronto Raptors,94,Box Score,,
Mon Nov 6 2006,7:30 PM,Milwaukee Bucks,85,Chicago Bulls,110,Box Score,,
Mon Nov 6 2006,7:30 PM,Golden State Warriors,107,Dallas Mavericks,104,Box Score,,
Mon Nov 6 2006,7:30 PM,Portland Trail Blazers,89,Los Angeles Clippers,102,Box Score,,
Mon Nov 6 2006,7:30 PM,San Antonio Spurs,105,New York Knicks,93,Box Score,,
Mon Nov 6 2006,7:00 PM,Washington Wizards,103,Orlando Magic,106,Box Score,,
Mon Nov 6 2006,7:00 PM,Minnesota Timberwolves,81,Sacramento Kings,93,Box Score,,
Mon Nov 6 2006,7:00 PM,Detroit Pistons,101,Utah Jazz,103,Box Score,,
Tue Nov 7 2006,7:00 PM,Atlanta Hawks,104,Cleveland Cavaliers,95,Box Score,OT,
Tue Nov 7 2006,7:00 PM,Philadelphia 76ers,86,Indiana Pacers,97,Box Score,,
Tue Nov 7 2006,7:30 PM,Minnesota Timberwolves,88,Los Angeles Lakers,95,Box Score,,
Tue Nov 7 2006,7:00 PM,Houston Rockets,86,Memphis Grizzlies,80,Box Score,,
Tue Nov 7 2006,7:30 PM,Seattle SuperSonics,87,Miami Heat,90,Box Score,,
Tue Nov 7 2006,7:00 PM,Golden State Warriors,93,New Orleans/Oklahoma City Hornets,97,Box Score,,
Wed Nov 8 2006,7:30 PM,Charlotte Bobcats,108,Boston Celtics,110,Box Score,OT,
Wed Nov 8 2006,7:00 PM,New York Knicks,109,Denver Nuggets,107,Box Score,,
Wed Nov 8 2006,7:30 PM,Dallas Mavericks,85,Los Angeles Clippers,103,Box Score,,
Wed Nov 8 2006,7:00 PM,Houston Rockets,97,Milwaukee Bucks,93,Box Score,,
Wed Nov 8 2006,7:30 PM,Utah Jazz,89,New Jersey Nets,96,Box Score,,
Wed Nov 8 2006,7:00 PM,Seattle SuperSonics,87,Orlando Magic,88,Box Score,,
Wed Nov 8 2006,7:00 PM,Los Angeles Lakers,90,Portland Trail Blazers,101,Box Score,,
Wed Nov 8 2006,7:30 PM,Detroit Pistons,86,Sacramento Kings,99,Box Score,,
Wed Nov 8 2006,7:00 PM,Phoenix Suns,106,San Antonio Spurs,111,Box Score,OT,
Wed Nov 8 2006,7:00 PM,Philadelphia 76ers,104,Toronto Raptors,106,Box Score,,
Wed Nov 8 2006,7:00 PM,Indiana Pacers,91,Washington Wizards,117,Box Score,,
Thu Nov 9 2006,8:00 PM,Chicago Bulls,94,Cleveland Cavaliers,113,Box Score,,
Thu Nov 9 2006,7:30 PM,New Orleans/Oklahoma City Hornets,116,Golden State Warriors,121,Box Score,,
Thu Nov 9 2006,8:30 PM,Dallas Mavericks,119,Phoenix Suns,112,Box Score,,
Fri Nov 10 2006,7:30 PM,Utah Jazz,107,Boston Celtics,100,Box Score,,
Fri Nov 10 2006,7:00 PM,Seattle SuperSonics,99,Charlotte Bobcats,85,Box Score,,
Fri Nov 10 2006,7:30 PM,New York Knicks,94,Houston Rockets,103,Box Score,,
Fri Nov 10 2006,7:00 PM,Orlando Magic,83,Indiana Pacers,93,Box Score,,
Fri Nov 10 2006,7:30 PM,Detroit Pistons,97,Los Angeles Lakers,83,Box Score,,
Fri Nov 10 2006,8:00 PM,Miami Heat,113,New Jersey Nets,106,Box Score,,
Fri Nov 10 2006,7:00 PM,Denver Nuggets,108,Philadelphia 76ers,101,Box Score,,
Fri Nov 10 2006,7:00 PM,New Orleans/Oklahoma City Hornets,91,Portland Trail Blazers,92,Box Score,,
Fri Nov 10 2006,7:00 PM,Atlanta Hawks,111,Toronto Raptors,102,Box Score,,
Fri Nov 10 2006,7:00 PM,Milwaukee Bucks,111,Washington Wizards,116,Box Score,,
Sat Nov 11 2006,7:00 PM,Seattle SuperSonics,113,Atlanta Hawks,112,Box Score,OT,
Sat Nov 11 2006,7:30 PM,Indiana Pacers,80,Chicago Bulls,89,Box Score,,
Sat Nov 11 2006,7:30 PM,Boston Celtics,93,Cleveland Cavaliers,94,Box Score,,
Sat Nov 11 2006,7:30 PM,Detroit Pistons,79,Golden State Warriors,111,Box Score,,
Sat Nov 11 2006,7:30 PM,Utah Jazz,113,Milwaukee Bucks,111,Box Score,,
Sat Nov 11 2006,7:00 PM,Orlando Magic,109,Minnesota Timberwolves,98,Box Score,,
Sat Nov 11 2006,7:00 PM,Memphis Grizzlies,87,Phoenix Suns,96,Box Score,,
Sat Nov 11 2006,7:00 PM,New York Knicks,92,San Antonio Spurs,100,Box Score,,
Sun Nov 12 2006,6:00 PM,Denver Nuggets,108,Charlotte Bobcats,101,Box Score,,
Sun Nov 12 2006,12:30 PM,New Orleans/Oklahoma City Hornets,76,Los Angeles Clippers,92,Box Score,,
Sun Nov 12 2006,6:30 PM,Memphis Grizzlies,81,Los Angeles Lakers,91,Box Score,,
Sun Nov 12 2006,8:00 PM,Houston Rockets,94,Miami Heat,72,Box Score,,
Sun Nov 12 2006,6:00 PM,Dallas Mavericks,103,Portland Trail Blazers,96,Box Score,,
Sun Nov 12 2006,6:00 PM,Toronto Raptors,92,Sacramento Kings,107,Box Score,,
Sun Nov 12 2006,6:00 PM,New Jersey Nets,105,Washington Wizards,93,Box Score,OT,
Mon Nov 13 2006,7:30 PM,Orlando Magic,92,Boston Celtics,89,Box Score,,
Mon Nov 13 2006,7:30 PM,Seattle SuperSonics,119,New Jersey Nets,113,Box Score,,
Mon Nov 13 2006,7:30 PM,Cleveland Cavaliers,102,New York Knicks,96,Box Score,,
Tue Nov 14 2006,7:00 PM,Milwaukee Bucks,103,Atlanta Hawks,101,Box Score,,
Tue Nov 14 2006,7:30 PM,Chicago Bulls,99,Dallas Mavericks,111,Box Score,,
Tue Nov 14 2006,7:30 PM,Toronto Raptors,99,Golden State Warriors,110,Box Score,,
Tue Nov 14 2006,7:30 PM,San Antonio Spurs,92,Houston Rockets,84,Box Score,,
Tue Nov 14 2006,7:30 PM,Denver Nuggets,112,Miami Heat,105,Box Score,,
Tue Nov 14 2006,7:00 PM,Portland Trail Blazers,89,Minnesota Timberwolves,101,Box Score,,
Tue Nov 14 2006,7:00 PM,Charlotte Bobcats,85,New Orleans/Oklahoma City Hornets,94,Box Score,,
Tue Nov 14 2006,7:00 PM,Los Angeles Clippers,90,Utah Jazz,112,Box Score,,
Wed Nov 15 2006,7:30 PM,Indiana Pacers,88,Boston Celtics,114,Box Score,,
Wed Nov 15 2006,7:00 PM,Portland Trail Blazers,87,Cleveland Cavaliers,100,Box Score,,
Wed Nov 15 2006,7:30 PM,New Orleans/Oklahoma City Hornets,100,Detroit Pistons,99,Box Score,,
Wed Nov 15 2006,7:30 PM,Milwaukee Bucks,87,New Jersey Nets,100,Box Score,,
Wed Nov 15 2006,7:30 PM,Washington Wizards,82,New York Knicks,102,Box Score,,
Wed Nov 15 2006,7:00 PM,Denver Nuggets,99,Orlando Magic,108,Box Score,,
Wed Nov 15 2006,6:00 PM,Memphis Grizzlies,111,Sacramento Kings,115,Box Score,,
Wed Nov 15 2006,7:00 PM,Charlotte Bobcats,95,San Antonio Spurs,92,Box Score,OT,
Wed Nov 15 2006,7:00 PM,Philadelphia 76ers,96,Seattle SuperSonics,90,Box Score,,
Thu Nov 16 2006,7:30 PM,Sacramento Kings,105,Golden State Warriors,117,Box Score,,
Thu Nov 16 2006,7:00 PM,Chicago Bulls,100,Houston Rockets,101,Box Score,,
Fri Nov 17 2006,7:30 PM,Portland Trail Blazers,90,Boston Celtics,118,Box Score,,
Fri Nov 17 2006,7:30 PM,Minnesota Timberwolves,76,Cleveland Cavaliers,92,Box Score,,
Fri Nov 17 2006,8:00 PM,Washington Wizards,91,Detroit Pistons,100,Box Score,,
Fri Nov 17 2006,7:00 PM,New Jersey Nets,100,Indiana Pacers,91,Box Score,,
Fri Nov 17 2006,7:30 PM,Toronto Raptors,100,Los Angeles Lakers,107,Box Score,,
Fri Nov 17 2006,7:00 PM,Dallas Mavericks,115,Memphis Grizzlies,103,Box Score,,
Fri Nov 17 2006,7:30 PM,New York Knicks,100,Miami Heat,76,Box Score,,
Fri Nov 17 2006,8:30 PM,Philadelphia 76ers,94,Phoenix Suns,106,Box Score,,
Fri Nov 17 2006,7:00 PM,Chicago Bulls,83,San Antonio Spurs,100,Box Score,,
Fri Nov 17 2006,7:30 PM,Utah Jazz,118,Seattle SuperSonics,109,Box Score,,
Sat Nov 18 2006,7:00 PM,Miami Heat,93,Atlanta Hawks,88,Box Score,OT,
Sat Nov 18 2006,7:30 PM,Memphis Grizzlies,84,Dallas Mavericks,89,Box Score,,
Sat Nov 18 2006,7:00 PM,Toronto Raptors,109,Denver Nuggets,117,Box Score,,
Sat Nov 18 2006,7:30 PM,Houston Rockets,92,Detroit Pistons,104,Box Score,,
Sat Nov 18 2006,7:30 PM,Seattle SuperSonics,95,Golden State Warriors,107,Box Score,,
Sat Nov 18 2006,7:30 PM,Philadelphia 76ers,97,Los Angeles Clippers,103,Box Score,OT,
Sat Nov 18 2006,7:30 PM,Indiana Pacers,102,Milwaukee Bucks,100,Box Score,,
Sat Nov 18 2006,7:00 PM,New Orleans/Oklahoma City Hornets,99,Minnesota Timberwolves,96,Box Score,,
Sat Nov 18 2006,7:30 PM,Portland Trail Blazers,86,New Jersey Nets,68,Box Score,,
Sat Nov 18 2006,7:30 PM,Boston Celtics,122,New York Knicks,118,Box Score,,
Sat Nov 18 2006,7:00 PM,Charlotte Bobcats,83,Orlando Magic,97,Box Score,,
Sat Nov 18 2006,7:00 PM,Phoenix Suns,117,Utah Jazz,120,Box Score,OT,
Sat Nov 18 2006,7:00 PM,Cleveland Cavaliers,99,Washington Wizards,111,Box Score,,
Sun Nov 19 2006,5:00 PM,Chicago Bulls,72,Los Angeles Lakers,82,Box Score,,
Sun Nov 19 2006,6:00 PM,San Antonio Spurs,108,Sacramento Kings,99,Box Score,,
Mon Nov 20 2006,7:00 PM,Dallas Mavericks,93,Charlotte Bobcats,85,Box Score,,
Mon Nov 20 2006,7:30 PM,Phoenix Suns,113,Golden State Warriors,110,Box Score,,
Mon Nov 20 2006,7:00 PM,Orlando Magic,86,Memphis Grizzlies,95,Box Score,,
Mon Nov 20 2006,7:30 PM,Houston Rockets,97,New York Knicks,90,Box Score,,
Mon Nov 20 2006,7:00 PM,San Antonio Spurs,107,Portland Trail Blazers,98,Box Score,,
Mon Nov 20 2006,7:00 PM,New Jersey Nets,87,Seattle SuperSonics,99,Box Score,,
Mon Nov 20 2006,7:00 PM,Toronto Raptors,96,Utah Jazz,101,Box Score,,
Tue Nov 21 2006,7:00 PM,Memphis Grizzlies,94,Cleveland Cavaliers,97,Box Score,,
Tue Nov 21 2006,7:30 PM,Washington Wizards,80,Dallas Mavericks,107,Box Score,,
Tue Nov 21 2006,7:00 PM,Chicago Bulls,109,Denver Nuggets,113,Box Score,,
Tue Nov 21 2006,7:00 PM,Milwaukee Bucks,88,Indiana Pacers,93,Box Score,,
Tue Nov 21 2006,7:30 PM,Los Angeles Clippers,101,Los Angeles Lakers,105,Box Score,,
Tue Nov 21 2006,7:00 PM,Miami Heat,86,New Orleans/Oklahoma City Hornets,101,Box Score,,
Tue Nov 21 2006,7:00 PM,Detroit Pistons,97,Philadelphia 76ers,87,Box Score,,
Wed Nov 22 2006,7:00 PM,Boston Celtics,83,Charlotte Bobcats,92,Box Score,,
Wed Nov 22 2006,7:30 PM,Atlanta Hawks,98,Detroit Pistons,103,Box Score,,
Wed Nov 22 2006,7:30 PM,Denver Nuggets,115,Golden State Warriors,112,Box Score,,
Wed Nov 22 2006,7:30 PM,Washington Wizards,82,Houston Rockets,86,Box Score,,
Wed Nov 22 2006,7:30 PM,Seattle SuperSonics,95,Los Angeles Clippers,85,Box Score,,
Wed Nov 22 2006,7:00 PM,Philadelphia 76ers,94,Milwaukee Bucks,98,Box Score,,
Wed Nov 22 2006,7:00 PM,New York Knicks,89,Minnesota Timberwolves,107,Box Score,,
Wed Nov 22 2006,7:00 PM,Indiana Pacers,91,Orlando Magic,96,Box Score,,
Wed Nov 22 2006,7:00 PM,New Orleans/Oklahoma City Hornets,83,Phoenix Suns,92,Box Score,,
Wed Nov 22 2006,7:00 PM,New Jersey Nets,97,Portland Trail Blazers,100,Box Score,,
Wed Nov 22 2006,7:00 PM,Utah Jazz,110,Sacramento Kings,101,Box Score,,
Wed Nov 22 2006,6:30 PM,Miami Heat,86,San Antonio Spurs,106,Box Score,,
Wed Nov 22 2006,7:00 PM,Cleveland Cavaliers,87,Toronto Raptors,95,Box Score,,
Fri Nov 24 2006,7:30 PM,Toronto Raptors,93,Atlanta Hawks,97,Box Score,,
Fri Nov 24 2006,7:30 PM,New York Knicks,101,Boston Celtics,77,Box Score,,
Fri Nov 24 2006,7:00 PM,Golden State Warriors,129,Denver Nuggets,140,Box Score,,
Fri Nov 24 2006,8:00 PM,Charlotte Bobcats,95,Detroit Pistons,104,Box Score,,
Fri Nov 24 2006,8:00 PM,Cleveland Cavaliers,87,Indiana Pacers,97,Box Score,,
Fri Nov 24 2006,7:00 PM,Washington Wizards,80,Memphis Grizzlies,95,Box Score,,
Fri Nov 24 2006,7:30 PM,Orlando Magic,107,Miami Heat,104,Box Score,,
Fri Nov 24 2006,7:00 PM,Minnesota Timberwolves,86,New Orleans/Oklahoma City Hornets,79,Box Score,,
Fri Nov 24 2006,7:30 PM,Chicago Bulls,108,Philadelphia 76ers,123,Box Score,,
Fri Nov 24 2006,8:30 PM,New Jersey Nets,93,Phoenix Suns,99,Box Score,,
Fri Nov 24 2006,7:00 PM,Dallas Mavericks,95,San Antonio Spurs,92,Box Score,,
Fri Nov 24 2006,7:30 PM,Sacramento Kings,109,Seattle SuperSonics,100,Box Score,,
Fri Nov 24 2006,7:00 PM,Los Angeles Lakers,108,Utah Jazz,114,Box Score,,
Sat Nov 25 2006,7:00 PM,Miami Heat,102,Charlotte Bobcats,93,Box Score,,
Sat Nov 25 2006,7:30 PM,Philadelphia 76ers,95,Cleveland Cavaliers,108,Box Score,,
Sat Nov 25 2006,7:30 PM,New Orleans/Oklahoma City Hornets,73,Dallas Mavericks,85,Box Score,,
Sat Nov 25 2006,7:30 PM,Utah Jazz,78,Golden State Warriors,91,Box Score,,
Sat Nov 25 2006,7:30 PM,Memphis Grizzlies,76,Houston Rockets,85,Box Score,,
Sat Nov 25 2006,8:00 PM,Boston Celtics,111,Milwaukee Bucks,98,Box Score,,
Sat Nov 25 2006,7:00 PM,Los Angeles Clippers,96,Minnesota Timberwolves,104,Box Score,,
Sat Nov 25 2006,7:30 PM,Chicago Bulls,106,New York Knicks,95,Box Score,,
Sat Nov 25 2006,7:00 PM,Atlanta Hawks,79,Orlando Magic,98,Box Score,,
Sat Nov 25 2006,7:00 PM,Portland Trail Blazers,85,Sacramento Kings,105,Box Score,,
Sat Nov 25 2006,7:00 PM,Detroit Pistons,115,Washington Wizards,111,Box Score,,
Sun Nov 26 2006,6:00 PM,Los Angeles Clippers,88,Denver Nuggets,103,Box Score,,
Sun Nov 26 2006,6:30 PM,New Jersey Nets,93,Los Angeles Lakers,99,Box Score,,
Sun Nov 26 2006,6:00 PM,Phoenix Suns,119,Portland Trail Blazers,101,Box Score,,
Sun Nov 26 2006,6:00 PM,San Antonio Spurs,98,Seattle SuperSonics,78,Box Score,,
Sun Nov 26 2006,1:00 PM,Indiana Pacers,83,Toronto Raptors,92,Box Score,,
Mon Nov 27 2006,7:30 PM,Minnesota Timberwolves,87,Dallas Mavericks,93,Box Score,,
Mon Nov 27 2006,7:30 PM,San Antonio Spurs,102,Golden State Warriors,111,Box Score,,
Mon Nov 27 2006,7:30 PM,Philadelphia 76ers,91,Miami Heat,103,Box Score,,
Mon Nov 27 2006,7:00 PM,Orlando Magic,88,Utah Jazz,75,Box Score,,
Tue Nov 28 2006,7:30 PM,New York Knicks,85,Chicago Bulls,102,Box Score,,
Tue Nov 28 2006,7:00 PM,Memphis Grizzlies,108,Denver Nuggets,96,Box Score,,
Tue Nov 28 2006,7:30 PM,Minnesota Timberwolves,75,Houston Rockets,82,Box Score,,
Tue Nov 28 2006,7:30 PM,Milwaukee Bucks,109,Los Angeles Lakers,105,Box Score,,
Tue Nov 28 2006,7:30 PM,Charlotte Bobcats,96,New Jersey Nets,92,Box Score,,
Tue Nov 28 2006,7:00 PM,Toronto Raptors,94,New Orleans/Oklahoma City Hornets,77,Box Score,,
Tue Nov 28 2006,7:00 PM,Indiana Pacers,105,Portland Trail Blazers,97,Box Score,,
Tue Nov 28 2006,7:00 PM,Los Angeles Clippers,80,Sacramento Kings,93,Box Score,,
Tue Nov 28 2006,7:00 PM,Atlanta Hawks,95,Washington Wizards,96,Box Score,,
Wed Nov 29 2006,7:00 PM,Charlotte Bobcats,90,Atlanta Hawks,99,Box Score,,
Wed Nov 29 2006,7:30 PM,New Jersey Nets,106,Boston Celtics,103,Box Score,,
Wed Nov 29 2006,7:00 PM,New York Knicks,101,Cleveland Cavaliers,98,Box Score,,
Wed Nov 29 2006,7:30 PM,Toronto Raptors,98,Dallas Mavericks,117,Box Score,,
Wed Nov 29 2006,7:30 PM,Indiana Pacers,108,Golden State Warriors,106,Box Score,,
Wed Nov 29 2006,7:30 PM,Memphis Grizzlies,90,Los Angeles Clippers,105,Box Score,,
Wed Nov 29 2006,7:00 PM,Houston Rockets,91,Phoenix Suns,102,Box Score,,
Wed Nov 29 2006,7:00 PM,Orlando Magic,94,Seattle SuperSonics,84,Box Score,,
Wed Nov 29 2006,7:00 PM,San Antonio Spurs,75,Utah Jazz,83,Box Score,,
Thu Nov 30 2006,7:30 PM,Utah Jazz,102,Los Angeles Lakers,132,Box Score,,
Thu Nov 30 2006,8:00 PM,Detroit Pistons,87,Miami Heat,85,Box Score,,
Fri Dec 1 2006,7:30 PM,Cleveland Cavaliers,106,Atlanta Hawks,95,Box Score,,
Fri Dec 1 2006,7:30 PM,Sacramento Kings,90,Dallas Mavericks,109,Box Score,,
Fri Dec 1 2006,8:00 PM,New York Knicks,100,Detroit Pistons,108,Box Score,,
Fri Dec 1 2006,7:00 PM,Denver Nuggets,106,Minnesota Timberwolves,92,Box Score,,
Fri Dec 1 2006,7:00 PM,Chicago Bulls,111,New Orleans/Oklahoma City Hornets,108,Box Score,,
Fri Dec 1 2006,7:00 PM,Milwaukee Bucks,116,Phoenix Suns,122,Box Score,,
Fri Dec 1 2006,7:00 PM,Orlando Magic,91,Portland Trail Blazers,89,Box Score,,
Fri Dec 1 2006,7:30 PM,Indiana Pacers,103,Seattle SuperSonics,105,Box Score,,
Fri Dec 1 2006,7:00 PM,Boston Celtics,102,Toronto Raptors,106,Box Score,,
Fri Dec 1 2006,7:00 PM,Charlotte Bobcats,109,Washington Wizards,121,Box Score,,
Sat Dec 2 2006,7:30 PM,Washington Wizards,94,Chicago Bulls,112,Box Score,,
Sat Dec 2 2006,7:00 PM,Indiana Pacers,101,Denver Nuggets,121,Box Score,,
Sat Dec 2 2006,7:30 PM,Milwaukee Bucks,115,Golden State Warriors,110,Box Score,,
Sat Dec 2 2006,7:30 PM,Cleveland Cavaliers,63,Houston Rockets,81,Box Score,,
Sat Dec 2 2006,7:30 PM,Los Angeles Lakers,97,Los Angeles Clippers,88,Box Score,,
Sat Dec 2 2006,7:00 PM,Miami Heat,98,Memphis Grizzlies,97,Box Score,,
Sat Dec 2 2006,7:30 PM,Philadelphia 76ers,107,New Jersey Nets,112,Box Score,,
Sat Dec 2 2006,8:00 PM,Toronto Raptors,103,New York Knicks,100,Box Score,,
Sat Dec 2 2006,7:00 PM,Sacramento Kings,98,San Antonio Spurs,100,Box Score,,
Sat Dec 2 2006,7:00 PM,Seattle SuperSonics,107,Utah Jazz,109,Box Score,,
Sun Dec 3 2006,6:00 PM,Detroit Pistons,89,Charlotte Bobcats,97,Box Score,,
Sun Dec 3 2006,6:30 PM,Orlando Magic,91,Los Angeles Clippers,116,Box Score,,
Sun Dec 3 2006,6:00 PM,Minnesota Timberwolves,95,Philadelphia 76ers,84,Box Score,,
Sun Dec 3 2006,6:00 PM,Atlanta Hawks,107,Portland Trail Blazers,96,Box Score,,
Mon Dec 4 2006,7:30 PM,Boston Celtics,82,Chicago Bulls,100,Box Score,,
Mon Dec 4 2006,7:30 PM,Indiana Pacers,87,Los Angeles Lakers,101,Box Score,,
Mon Dec 4 2006,7:30 PM,Memphis Grizzlies,90,New York Knicks,98,Box Score,,
Mon Dec 4 2006,7:00 PM,Orlando Magic,92,Sacramento Kings,89,Box Score,,
Mon Dec 4 2006,7:00 PM,Golden State Warriors,89,San Antonio Spurs,129,Box Score,,
Mon Dec 4 2006,7:00 PM,Milwaukee Bucks,88,Utah Jazz,101,Box Score,,
Mon Dec 4 2006,7:00 PM,Dallas Mavericks,97,Washington Wizards,106,Box Score,,
Tue Dec 5 2006,7:30 PM,Portland Trail Blazers,88,Detroit Pistons,85,Box Score,,
Tue Dec 5 2006,7:30 PM,Golden State Warriors,90,Houston Rockets,118,Box Score,,
Tue Dec 5 2006,7:30 PM,Miami Heat,97,Los Angeles Clippers,101,Box Score,,
Tue Dec 5 2006,7:30 PM,Dallas Mavericks,92,New Jersey Nets,75,Box Score,,
Tue Dec 5 2006,7:00 PM,Sacramento Kings,102,Phoenix Suns,127,Box Score,,
Tue Dec 5 2006,7:00 PM,Atlanta Hawks,87,Seattle SuperSonics,102,Box Score,,
Wed Dec 6 2006,7:30 PM,Memphis Grizzlies,98,Boston Celtics,96,Box Score,,
Wed Dec 6 2006,7:00 PM,San Antonio Spurs,96,Charlotte Bobcats,76,Box Score,,
Wed Dec 6 2006,8:00 PM,Philadelphia 76ers,94,Chicago Bulls,121,Box Score,,
Wed Dec 6 2006,7:00 PM,Toronto Raptors,91,Cleveland Cavaliers,95,Box Score,,
Wed Dec 6 2006,7:00 PM,Atlanta Hawks,98,Denver Nuggets,96,Box Score,,
Wed Dec 6 2006,7:00 PM,Orlando Magic,80,Indiana Pacers,94,Box Score,,
Wed Dec 6 2006,7:30 PM,New Orleans/Oklahoma City Hornets,105,Los Angeles Lakers,89,Box Score,,
Wed Dec 6 2006,7:00 PM,Portland Trail Blazers,94,Milwaukee Bucks,102,Box Score,OT,
Wed Dec 6 2006,7:00 PM,Houston Rockets,84,Minnesota Timberwolves,90,Box Score,,
Wed Dec 6 2006,7:30 PM,Washington Wizards,113,New York Knicks,102,Box Score,,
Thu Dec 7 2006,7:00 PM,Detroit Pistons,92,Dallas Mavericks,82,Box Score,,
Thu Dec 7 2006,7:30 PM,Phoenix Suns,161,New Jersey Nets,157,Box Score,2OT,
Thu Dec 7 2006,7:30 PM,Miami Heat,93,Sacramento Kings,91,Box Score,OT,
Fri Dec 8 2006,7:30 PM,Phoenix Suns,116,Boston Celtics,111,Box Score,,
Fri Dec 8 2006,7:00 PM,Houston Rockets,92,Charlotte Bobcats,62,Box Score,,
Fri Dec 8 2006,7:30 PM,Toronto Raptors,90,Chicago Bulls,93,Box Score,,
Fri Dec 8 2006,8:30 PM,Miami Heat,107,Denver Nuggets,123,Box Score,,
Fri Dec 8 2006,7:00 PM,Portland Trail Blazers,95,Indiana Pacers,108,Box Score,,
Fri Dec 8 2006,7:30 PM,Atlanta Hawks,95,Los Angeles Lakers,106,Box Score,,
Fri Dec 8 2006,7:30 PM,Memphis Grizzlies,94,Milwaukee Bucks,100,Box Score,,
