Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Notes
Thu Nov 8 2007,7:30 PM,Dallas Mavericks,120,Golden State Warriors,115,Box Score,,
Thu Nov 8 2007,7:30 PM,Washington Wizards,85,New Jersey Nets,87,Box Score,,
Fri Nov 9 2007,7:30 PM,Atlanta Hawks,83,Boston Celtics,106,Box Score,,
Fri Nov 9 2007,7:00 PM,Indiana Pacers,87,Charlotte Bobcats,96,Box Score,,
Fri Nov 9 2007,8:00 PM,Los Angeles Clippers,79,Detroit Pistons,103,Box Score,,
Fri Nov 9 2007,7:30 PM,Milwaukee Bucks,88,Houston Rockets,104,Box Score,,
Fri Nov 9 2007,7:30 PM,Minnesota Timberwolves,93,Los Angeles Lakers,107,Box Score,,
Fri Nov 9 2007,7:30 PM,Phoenix Suns,106,Miami Heat,101,Box Score,,
Fri Nov 9 2007,7:00 PM,San Antonio Spurs,97,New Orleans Hornets,85,Box Score,,
Fri Nov 9 2007,7:30 PM,Orlando Magic,112,New York Knicks,102,Box Score,,
Fri Nov 9 2007,7:00 PM,Toronto Raptors,105,Philadelphia 76ers,103,Box Score,,
Fri Nov 9 2007,7:00 PM,Memphis Grizzlies,98,Portland Trail Blazers,110,Box Score,,
Fri Nov 9 2007,7:30 PM,Cleveland Cavaliers,93,Sacramento Kings,91,Box Score,,
Fri Nov 9 2007,7:30 PM,Utah Jazz,103,Seattle SuperSonics,101,Box Score,,
Fri Nov 9 2007,8:00 PM,Denver Nuggets,118,Washington Wizards,92,Box Score,,
Sat Nov 10 2007,7:30 PM,Toronto Raptors,101,Chicago Bulls,71,Box Score,,
Sat Nov 10 2007,7:00 PM,Denver Nuggets,113,Indiana Pacers,106,Box Score,,
Sat Nov 10 2007,7:30 PM,Boston Celtics,112,New Jersey Nets,101,Box Score,,
Sat Nov 10 2007,7:00 PM,Phoenix Suns,106,Orlando Magic,96,Box Score,,
Sat Nov 10 2007,7:00 PM,Dallas Mavericks,82,Portland Trail Blazers,91,Box Score,,
Sat Nov 10 2007,7:00 PM,Minnesota Timberwolves,93,Sacramento Kings,100,Box Score,,
Sat Nov 10 2007,7:00 PM,Memphis Grizzlies,94,Utah Jazz,118,Box Score,,
Sun Nov 11 2007,2:00 PM,Washington Wizards,101,Atlanta Hawks,90,Box Score,,
Sun Nov 11 2007,6:00 PM,Houston Rockets,85,Charlotte Bobcats,82,Box Score,,
Sun Nov 11 2007,6:30 PM,Cleveland Cavaliers,103,Los Angeles Clippers,95,Box Score,,
Sun Nov 11 2007,6:00 PM,Miami Heat,75,New York Knicks,72,Box Score,,
Sun Nov 11 2007,6:00 PM,New Orleans Hornets,93,Philadelphia 76ers,72,Box Score,,
Sun Nov 11 2007,7:00 PM,Milwaukee Bucks,88,San Antonio Spurs,113,Box Score,,
Sun Nov 11 2007,6:00 PM,Detroit Pistons,107,Seattle SuperSonics,103,Box Score,,
Mon Nov 12 2007,7:00 PM,Cleveland Cavaliers,100,Denver Nuggets,122,Box Score,,
Mon Nov 12 2007,7:30 PM,New Orleans Hornets,84,New Jersey Nets,82,Box Score,,
Mon Nov 12 2007,7:00 PM,Sacramento Kings,93,Utah Jazz,117,Box Score,,
Tue Nov 13 2007,7:00 PM,Miami Heat,76,Charlotte Bobcats,91,Box Score,,
Tue Nov 13 2007,7:30 PM,Philadelphia 76ers,84,Dallas Mavericks,99,Box Score,,
Tue Nov 13 2007,7:00 PM,Boston Celtics,101,Indiana Pacers,86,Box Score,,
Tue Nov 13 2007,7:00 PM,Houston Rockets,99,Memphis Grizzlies,105,Box Score,,
Tue Nov 13 2007,7:00 PM,Seattle SuperSonics,76,Orlando Magic,103,Box Score,,
Tue Nov 13 2007,7:00 PM,New York Knicks,102,Phoenix Suns,113,Box Score,,
Tue Nov 13 2007,7:00 PM,Detroit Pistons,94,Portland Trail Blazers,102,Box Score,,
Tue Nov 13 2007,7:30 PM,Los Angeles Lakers,92,San Antonio Spurs,107,Box Score,,
Wed Nov 14 2007,7:00 PM,Charlotte Bobcats,109,Atlanta Hawks,117,Box Score,,
Wed Nov 14 2007,7:30 PM,New Jersey Nets,69,Boston Celtics,91,Box Score,,
Wed Nov 14 2007,7:00 PM,Orlando Magic,117,Cleveland Cavaliers,116,Box Score,OT,
Wed Nov 14 2007,7:00 PM,Portland Trail Blazers,93,Denver Nuggets,110,Box Score,,
Wed Nov 14 2007,7:30 PM,Detroit Pistons,111,Golden State Warriors,104,Box Score,,
Wed Nov 14 2007,8:00 PM,Los Angeles Lakers,93,Houston Rockets,90,Box Score,,
Wed Nov 14 2007,7:30 PM,New York Knicks,81,Los Angeles Clippers,84,Box Score,,
Wed Nov 14 2007,7:30 PM,Seattle SuperSonics,104,Miami Heat,95,Box Score,,
Wed Nov 14 2007,7:00 PM,Memphis Grizzlies,99,Milwaukee Bucks,102,Box Score,,
Wed Nov 14 2007,7:00 PM,Sacramento Kings,103,Minnesota Timberwolves,108,Box Score,,
Wed Nov 14 2007,7:00 PM,Philadelphia 76ers,76,New Orleans Hornets,95,Box Score,,
Wed Nov 14 2007,7:00 PM,Utah Jazz,92,Toronto Raptors,88,Box Score,,
Wed Nov 14 2007,7:00 PM,Indiana Pacers,90,Washington Wizards,103,Box Score,,
Thu Nov 15 2007,7:00 PM,San Antonio Spurs,92,Dallas Mavericks,105,Box Score,,
Thu Nov 15 2007,8:30 PM,Chicago Bulls,102,Phoenix Suns,112,Box Score,,
Fri Nov 16 2007,7:30 PM,Seattle SuperSonics,126,Atlanta Hawks,123,Box Score,2OT,
Fri Nov 16 2007,7:30 PM,Miami Heat,91,Boston Celtics,92,Box Score,,
Fri Nov 16 2007,7:30 PM,Utah Jazz,94,Cleveland Cavaliers,99,Box Score,,
Fri Nov 16 2007,7:30 PM,Los Angeles Clippers,105,Golden State Warriors,122,Box Score,,
Fri Nov 16 2007,7:30 PM,Detroit Pistons,91,Los Angeles Lakers,103,Box Score,,
Fri Nov 16 2007,7:00 PM,New Orleans Hornets,120,Memphis Grizzlies,118,Box Score,OT,
Fri Nov 16 2007,7:00 PM,Washington Wizards,105,Minnesota Timberwolves,89,Box Score,,
Fri Nov 16 2007,7:30 PM,Orlando Magic,95,New Jersey Nets,70,Box Score,,
Fri Nov 16 2007,7:00 PM,Portland Trail Blazers,88,Philadelphia 76ers,92,Box Score,,
Fri Nov 16 2007,7:00 PM,New York Knicks,118,Sacramento Kings,123,Box Score,2OT,
Fri Nov 16 2007,7:00 PM,Houston Rockets,84,San Antonio Spurs,90,Box Score,,
Fri Nov 16 2007,7:00 PM,Indiana Pacers,101,Toronto Raptors,110,Box Score,,
Sat Nov 17 2007,7:00 PM,Seattle SuperSonics,84,Charlotte Bobcats,100,Box Score,,
Sat Nov 17 2007,7:30 PM,Memphis Grizzlies,105,Dallas Mavericks,108,Box Score,,
Sat Nov 17 2007,7:00 PM,New York Knicks,83,Denver Nuggets,115,Box Score,,
Sat Nov 17 2007,7:30 PM,Phoenix Suns,115,Houston Rockets,105,Box Score,,
Sat Nov 17 2007,7:00 PM,Utah Jazz,97,Indiana Pacers,117,Box Score,,
Sat Nov 17 2007,7:30 PM,Chicago Bulls,92,Los Angeles Clippers,73,Box Score,,
Sat Nov 17 2007,7:30 PM,Atlanta Hawks,96,Milwaukee Bucks,105,Box Score,,
Sat Nov 17 2007,7:00 PM,New Orleans Hornets,100,Minnesota Timberwolves,82,Box Score,,
Sat Nov 17 2007,7:30 PM,Miami Heat,91,New Jersey Nets,87,Box Score,,
Sat Nov 17 2007,7:00 PM,Portland Trail Blazers,90,Washington Wizards,109,Box Score,,
Sun Nov 18 2007,6:30 PM,Chicago Bulls,78,Los Angeles Lakers,106,Box Score,,
Sun Nov 18 2007,6:00 PM,Boston Celtics,102,Orlando Magic,104,Box Score,,
Sun Nov 18 2007,6:00 PM,Detroit Pistons,95,Sacramento Kings,105,Box Score,,
Sun Nov 18 2007,1:00 PM,Golden State Warriors,106,Toronto Raptors,100,Box Score,,
Mon Nov 19 2007,7:00 PM,Portland Trail Blazers,92,Charlotte Bobcats,101,Box Score,,
Mon Nov 19 2007,7:00 PM,Seattle SuperSonics,108,Memphis Grizzlies,125,Box Score,,
Mon Nov 19 2007,7:00 PM,Orlando Magic,95,New Orleans Hornets,88,Box Score,,
Mon Nov 19 2007,7:00 PM,New Jersey Nets,75,Utah Jazz,102,Box Score,,
Tue Nov 20 2007,7:00 PM,San Antonio Spurs,95,Atlanta Hawks,83,Box Score,,
Tue Nov 20 2007,7:00 PM,Milwaukee Bucks,111,Cleveland Cavaliers,107,Box Score,,
Tue Nov 20 2007,7:30 PM,Toronto Raptors,99,Dallas Mavericks,105,Box Score,,
Tue Nov 20 2007,7:00 PM,Chicago Bulls,91,Denver Nuggets,112,Box Score,,
Tue Nov 20 2007,7:00 PM,Los Angeles Lakers,134,Indiana Pacers,114,Box Score,,
Tue Nov 20 2007,7:30 PM,Golden State Warriors,108,New York Knicks,82,Box Score,,
Tue Nov 20 2007,7:00 PM,Phoenix Suns,100,Sacramento Kings,98,Box Score,,
Tue Nov 20 2007,7:00 PM,Philadelphia 76ers,101,Washington Wizards,116,Box Score,,
Wed Nov 21 2007,7:30 PM,Golden State Warriors,82,Boston Celtics,105,Box Score,,
Wed Nov 21 2007,7:00 PM,Washington Wizards,114,Charlotte Bobcats,111,Box Score,OT,
Wed Nov 21 2007,8:00 PM,New York Knicks,86,Detroit Pistons,98,Box Score,,
Wed Nov 21 2007,6:30 PM,Dallas Mavericks,100,Houston Rockets,94,Box Score,,
Wed Nov 21 2007,7:30 PM,Denver Nuggets,90,Los Angeles Clippers,101,Box Score,,
Wed Nov 21 2007,7:00 PM,Toronto Raptors,95,Memphis Grizzlies,89,Box Score,,
Wed Nov 21 2007,7:30 PM,Atlanta Hawks,82,Miami Heat,79,Box Score,,
Wed Nov 21 2007,7:00 PM,Los Angeles Lakers,103,Milwaukee Bucks,110,Box Score,,
Wed Nov 21 2007,7:00 PM,Cleveland Cavaliers,97,Minnesota Timberwolves,86,Box Score,,
Wed Nov 21 2007,7:00 PM,Indiana Pacers,105,New Orleans Hornets,93,Box Score,,
Wed Nov 21 2007,7:00 PM,Sacramento Kings,111,Phoenix Suns,127,Box Score,,
Wed Nov 21 2007,7:00 PM,New Jersey Nets,106,Portland Trail Blazers,101,Box Score,,
Wed Nov 21 2007,7:30 PM,Orlando Magic,110,San Antonio Spurs,128,Box Score,,
Fri Nov 23 2007,7:30 PM,Los Angeles Lakers,94,Boston Celtics,107,Box Score,,
Fri Nov 23 2007,7:00 PM,Minnesota Timberwolves,93,Denver Nuggets,99,Box Score,,
Fri Nov 23 2007,8:00 PM,Philadelphia 76ers,78,Detroit Pistons,83,Box Score,,
Fri Nov 23 2007,8:00 PM,Dallas Mavericks,107,Indiana Pacers,111,Box Score,,
Fri Nov 23 2007,8:00 PM,Houston Rockets,91,Miami Heat,98,Box Score,,
Fri Nov 23 2007,7:00 PM,Charlotte Bobcats,92,Orlando Magic,105,Box Score,,
Fri Nov 23 2007,7:00 PM,Los Angeles Clippers,94,Phoenix Suns,113,Box Score,,
Fri Nov 23 2007,7:00 PM,Sacramento Kings,84,Portland Trail Blazers,87,Box Score,,
Fri Nov 23 2007,7:30 PM,Memphis Grizzlies,88,San Antonio Spurs,101,Box Score,,
Fri Nov 23 2007,7:30 PM,New Jersey Nets,98,Seattle SuperSonics,93,Box Score,,
Fri Nov 23 2007,7:00 PM,New Orleans Hornets,71,Utah Jazz,99,Box Score,,
Fri Nov 23 2007,7:00 PM,Golden State Warriors,123,Washington Wizards,115,Box Score,,
Sat Nov 24 2007,7:00 PM,Boston Celtics,96,Charlotte Bobcats,95,Box Score,,
Sat Nov 24 2007,1:00 PM,Toronto Raptors,108,Cleveland Cavaliers,111,Box Score,,
Sat Nov 24 2007,7:30 PM,Denver Nuggets,81,Houston Rockets,109,Box Score,,
Sat Nov 24 2007,7:30 PM,New Orleans Hornets,98,Los Angeles Clippers,89,Box Score,,
Sat Nov 24 2007,7:00 PM,Washington Wizards,118,Memphis Grizzlies,124,Box Score,,
Sat Nov 24 2007,8:00 PM,Dallas Mavericks,95,Milwaukee Bucks,97,Box Score,,
Sat Nov 24 2007,7:00 PM,Atlanta Hawks,94,Minnesota Timberwolves,87,Box Score,,
Sat Nov 24 2007,1:00 PM,Chicago Bulls,78,New York Knicks,85,Box Score,,
Sat Nov 24 2007,7:00 PM,Miami Heat,99,Orlando Magic,120,Box Score,,
Sat Nov 24 2007,7:00 PM,Golden State Warriors,100,Philadelphia 76ers,98,Box Score,OT,
Sun Nov 25 2007,1:00 PM,Utah Jazz,103,Detroit Pistons,93,Box Score,,
Sun Nov 25 2007,2:30 PM,Cleveland Cavaliers,111,Indiana Pacers,106,Box Score,,
Sun Nov 25 2007,6:30 PM,New Jersey Nets,102,Los Angeles Lakers,100,Box Score,,
Sun Nov 25 2007,6:00 PM,San Antonio Spurs,116,Seattle SuperSonics,101,Box Score,,
Sun Nov 25 2007,12:00 PM,Chicago Bulls,78,Toronto Raptors,93,Box Score,,
Mon Nov 26 2007,7:30 PM,Washington Wizards,110,Dallas Mavericks,98,Box Score,,
Mon Nov 26 2007,7:30 PM,Phoenix Suns,114,Golden State Warriors,129,Box Score,,
Mon Nov 26 2007,7:30 PM,Houston Rockets,88,Los Angeles Clippers,71,Box Score,,
Mon Nov 26 2007,7:00 PM,Minnesota Timberwolves,103,New Orleans Hornets,94,Box Score,,
Mon Nov 26 2007,7:30 PM,Utah Jazz,109,New York Knicks,113,Box Score,,
Mon Nov 26 2007,7:00 PM,Orlando Magic,85,Portland Trail Blazers,74,Box Score,,
Mon Nov 26 2007,7:00 PM,San Antonio Spurs,99,Sacramento Kings,112,Box Score,,
Tue Nov 27 2007,7:30 PM,Atlanta Hawks,78,Chicago Bulls,90,Box Score,,
Tue Nov 27 2007,7:00 PM,Boston Celtics,104,Cleveland Cavaliers,109,Box Score,OT,
Tue Nov 27 2007,7:00 PM,Indiana Pacers,112,Denver Nuggets,110,Box Score,,
Tue Nov 27 2007,7:30 PM,Seattle SuperSonics,99,Los Angeles Lakers,106,Box Score,,
Tue Nov 27 2007,7:30 PM,Charlotte Bobcats,90,Miami Heat,110,Box Score,,
Tue Nov 27 2007,7:00 PM,Philadelphia 76ers,114,Milwaukee Bucks,99,Box Score,,
Tue Nov 27 2007,7:30 PM,Memphis Grizzlies,110,New Jersey Nets,103,Box Score,,
Wed Nov 28 2007,7:00 PM,Milwaukee Bucks,80,Atlanta Hawks,96,Box Score,,
Wed Nov 28 2007,7:30 PM,Minnesota Timberwolves,103,Dallas Mavericks,109,Box Score,,
Wed Nov 28 2007,7:30 PM,Cleveland Cavaliers,74,Detroit Pistons,109,Box Score,,
Wed Nov 28 2007,7:00 PM,Utah Jazz,106,Philadelphia 76ers,95,Box Score,,
Wed Nov 28 2007,7:00 PM,Houston Rockets,100,Phoenix Suns,94,Box Score,,
Wed Nov 28 2007,7:00 PM,Indiana Pacers,95,Portland Trail Blazers,89,Box Score,,
Wed Nov 28 2007,7:00 PM,Golden State Warriors,103,Sacramento Kings,96,Box Score,,
Wed Nov 28 2007,7:30 PM,Washington Wizards,94,San Antonio Spurs,109,Box Score,,
Wed Nov 28 2007,7:00 PM,Orlando Magic,110,Seattle SuperSonics,94,Box Score,,
Wed Nov 28 2007,7:00 PM,Memphis Grizzlies,91,Toronto Raptors,103,Box Score,,
Thu Nov 29 2007,8:00 PM,New York Knicks,59,Boston Celtics,104,Box Score,,
Thu Nov 29 2007,7:30 PM,Houston Rockets,94,Golden State Warriors,113,Box Score,,
Thu Nov 29 2007,7:30 PM,Denver Nuggets,99,Los Angeles Lakers,127,Box Score,,
Fri Nov 30 2007,7:30 PM,New Orleans Hornets,92,Atlanta Hawks,86,Box Score,,
Fri Nov 30 2007,7:30 PM,Portland Trail Blazers,80,Dallas Mavericks,91,Box Score,,
Fri Nov 30 2007,8:30 PM,Los Angeles Clippers,107,Denver Nuggets,123,Box Score,,
Fri Nov 30 2007,8:00 PM,Boston Celtics,95,Miami Heat,85,Box Score,,
Fri Nov 30 2007,7:00 PM,San Antonio Spurs,106,Minnesota Timberwolves,91,Box Score,,
Fri Nov 30 2007,7:30 PM,Milwaukee Bucks,88,New York Knicks,91,Box Score,,
Fri Nov 30 2007,7:00 PM,Washington Wizards,84,Philadelphia 76ers,85,Box Score,,
Fri Nov 30 2007,7:00 PM,Orlando Magic,106,Phoenix Suns,110,Box Score,,
Fri Nov 30 2007,7:30 PM,Indiana Pacers,93,Seattle SuperSonics,95,Box Score,,
Fri Nov 30 2007,7:00 PM,Cleveland Cavaliers,82,Toronto Raptors,91,Box Score,,
Fri Nov 30 2007,8:30 PM,Los Angeles Lakers,96,Utah Jazz,120,Box Score,,
Sat Dec 1 2007,7:30 PM,Charlotte Bobcats,95,Chicago Bulls,111,Box Score,,
Sat Dec 1 2007,7:00 PM,Minnesota Timberwolves,80,Memphis Grizzlies,109,Box Score,,
Sat Dec 1 2007,7:30 PM,Detroit Pistons,117,Milwaukee Bucks,91,Box Score,,
Sat Dec 1 2007,7:30 PM,Philadelphia 76ers,92,New Jersey Nets,94,Box Score,OT,
Sat Dec 1 2007,7:00 PM,Dallas Mavericks,108,New Orleans Hornets,112,Box Score,OT,
Sat Dec 1 2007,7:00 PM,Houston Rockets,99,Sacramento Kings,107,Box Score,,
Sat Dec 1 2007,7:00 PM,Toronto Raptors,97,Washington Wizards,101,Box Score,,
Sun Dec 2 2007,12:30 PM,Cleveland Cavaliers,70,Boston Celtics,80,Box Score,,
Sun Dec 2 2007,6:00 PM,Miami Heat,89,Denver Nuggets,115,Box Score,,
Sun Dec 2 2007,6:00 PM,New Jersey Nets,95,Detroit Pistons,118,Box Score,,
Sun Dec 2 2007,12:30 PM,Indiana Pacers,101,Los Angeles Clippers,95,Box Score,,
Sun Dec 2 2007,6:30 PM,Orlando Magic,104,Los Angeles Lakers,97,Box Score,,
Sun Dec 2 2007,7:00 PM,Phoenix Suns,115,New York Knicks,104,Box Score,,
Sun Dec 2 2007,2:30 PM,Portland Trail Blazers,79,San Antonio Spurs,100,Box Score,,
Sun Dec 2 2007,6:00 PM,Golden State Warriors,109,Seattle SuperSonics,96,Box Score,,
Mon Dec 3 2007,7:30 PM,Dallas Mavericks,103,Chicago Bulls,98,Box Score,,
Mon Dec 3 2007,7:30 PM,Orlando Magic,123,Golden State Warriors,117,Box Score,OT,
Mon Dec 3 2007,7:00 PM,Portland Trail Blazers,106,Memphis Grizzlies,105,Box Score,,
Mon Dec 3 2007,7:00 PM,Atlanta Hawks,88,Philadelphia 76ers,79,Box Score,,
Mon Dec 3 2007,7:00 PM,Charlotte Bobcats,79,Toronto Raptors,98,Box Score,,
Mon Dec 3 2007,7:00 PM,Miami Heat,101,Utah Jazz,110,Box Score,,
Tue Dec 4 2007,7:00 PM,Detroit Pistons,106,Atlanta Hawks,95,Box Score,,
Tue Dec 4 2007,7:00 PM,New Jersey Nets,100,Cleveland Cavaliers,79,Box Score,,
Tue Dec 4 2007,7:00 PM,Phoenix Suns,121,Indiana Pacers,117,Box Score,,
Tue Dec 4 2007,7:30 PM,Milwaukee Bucks,87,Los Angeles Clippers,78,Box Score,,
Tue Dec 4 2007,7:00 PM,Los Angeles Lakers,116,Minnesota Timberwolves,95,Box Score,,
Tue Dec 4 2007,7:00 PM,Utah Jazz,107,Sacramento Kings,117,Box Score,,
Wed Dec 5 2007,7:00 PM,Chicago Bulls,91,Charlotte Bobcats,82,Box Score,,
Wed Dec 5 2007,7:00 PM,Los Angeles Lakers,111,Denver Nuggets,107,Box Score,,
Wed Dec 5 2007,7:30 PM,Milwaukee Bucks,90,Golden State Warriors,120,Box Score,,
Wed Dec 5 2007,7:30 PM,Memphis Grizzlies,92,Houston Rockets,105,Box Score,,
Wed Dec 5 2007,7:30 PM,New York Knicks,100,New Jersey Nets,93,Box Score,,
Wed Dec 5 2007,7:00 PM,Detroit Pistons,91,New Orleans Hornets,76,Box Score,,
Wed Dec 5 2007,7:00 PM,Boston Celtics,113,Philadelphia 76ers,103,Box Score,,
Wed Dec 5 2007,7:30 PM,Dallas Mavericks,95,San Antonio Spurs,97,Box Score,,
Wed Dec 5 2007,7:30 PM,Los Angeles Clippers,88,Seattle SuperSonics,95,Box Score,,
Wed Dec 5 2007,7:00 PM,Phoenix Suns,136,Toronto Raptors,123,Box Score,,
Wed Dec 5 2007,7:00 PM,Cleveland Cavaliers,86,Washington Wizards,105,Box Score,,
Thu Dec 6 2007,7:00 PM,Minnesota Timberwolves,89,Atlanta Hawks,90,Box Score,,
Thu Dec 6 2007,7:00 PM,Denver Nuggets,122,Dallas Mavericks,109,Box Score,,
Thu Dec 6 2007,7:30 PM,Miami Heat,106,Portland Trail Blazers,112,Box Score,,
Fri Dec 7 2007,7:30 PM,Toronto Raptors,84,Boston Celtics,112,Box Score,,
Fri Dec 7 2007,7:00 PM,Chicago Bulls,98,Detroit Pistons,91,Box Score,,
Fri Dec 7 2007,7:30 PM,Miami Heat,113,Golden State Warriors,120,Box Score,,
Fri Dec 7 2007,7:30 PM,Houston Rockets,96,New Jersey Nets,89,Box Score,,
Fri Dec 7 2007,7:00 PM,Memphis Grizzlies,116,New Orleans Hornets,118,Box Score,OT,
Fri Dec 7 2007,7:00 PM,Indiana Pacers,115,Orlando Magic,109,Box Score,,
Fri Dec 7 2007,7:00 PM,New York Knicks,90,Philadelphia 76ers,101,Box Score,,
