Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Notes
Fri Dec 7 2012,7:00 pm,Toronto Raptors,99,Utah Jazz,131,Box Score,,
Sat Dec 8 2012,7:30 pm,Philadelphia 76ers,79,Boston Celtics,92,Box Score,,
Sat Dec 8 2012,7:00 pm,San Antonio Spurs,132,Charlotte Bobcats,102,Box Score,,
Sat Dec 8 2012,7:00 pm,New York Knicks,85,Chicago Bulls,93,Box Score,,
Sat Dec 8 2012,7:30 pm,Detroit Pistons,104,Cleveland Cavaliers,97,Box Score,,
Sat Dec 8 2012,7:00 pm,Dallas Mavericks,116,Houston Rockets,109,Box Score,,
Sat Dec 8 2012,12:30 pm,Phoenix Suns,99,Los Angeles Clippers,117,Box Score,,
Sat Dec 8 2012,7:00 pm,Atlanta Hawks,93,Memphis Grizzlies,83,Box Score,,
Sat Dec 8 2012,7:30 pm,New Orleans Hornets,90,Miami Heat,106,Box Score,,
Sat Dec 8 2012,7:00 pm,Sacramento Kings,99,Portland Trail Blazers,80,Box Score,,
Sat Dec 8 2012,7:00 pm,Golden State Warriors,101,Washington Wizards,97,Box Score,,
Sun Dec 9 2012,6:00 pm,Milwaukee Bucks,97,Brooklyn Nets,88,Box Score,,
Sun Dec 9 2012,12:30 pm,Toronto Raptors,83,Los Angeles Clippers,102,Box Score,,
Sun Dec 9 2012,6:30 pm,Utah Jazz,117,Los Angeles Lakers,110,Box Score,,
Sun Dec 9 2012,7:30 pm,Denver Nuggets,106,New York Knicks,112,Box Score,,
Sun Dec 9 2012,6:00 pm,Indiana Pacers,93,Oklahoma City Thunder,104,Box Score,,
Sun Dec 9 2012,6:00 pm,Orlando Magic,98,Phoenix Suns,90,Box Score,,
Mon Dec 10 2012,7:00 pm,Golden State Warriors,104,Charlotte Bobcats,96,Box Score,,
Mon Dec 10 2012,7:30 pm,Sacramento Kings,96,Dallas Mavericks,119,Box Score,,
Mon Dec 10 2012,7:00 pm,San Antonio Spurs,134,Houston Rockets,126,Box Score,OT,
Mon Dec 10 2012,7:30 pm,Atlanta Hawks,92,Miami Heat,101,Box Score,,
Mon Dec 10 2012,7:00 pm,Detroit Pistons,97,Philadelphia 76ers,104,Box Score,,
Mon Dec 10 2012,7:00 pm,Toronto Raptors,74,Portland Trail Blazers,92,Box Score,,
Tue Dec 11 2012,7:00 pm,New York Knicks,100,Brooklyn Nets,97,Box Score,,
Tue Dec 11 2012,8:30 pm,Los Angeles Clippers,94,Chicago Bulls,89,Box Score,,
Tue Dec 11 2012,7:00 pm,Los Angeles Lakers,94,Cleveland Cavaliers,100,Box Score,,
Tue Dec 11 2012,7:30 pm,Denver Nuggets,101,Detroit Pistons,94,Box Score,,
Tue Dec 11 2012,7:00 pm,Washington Wizards,77,New Orleans Hornets,70,Box Score,,
Wed Dec 12 2012,8:00 pm,Dallas Mavericks,115,Boston Celtics,117,Box Score,2OT,
Wed Dec 12 2012,7:30 pm,Los Angeles Clippers,100,Charlotte Bobcats,94,Box Score,,
Wed Dec 12 2012,7:00 pm,Washington Wizards,93,Houston Rockets,99,Box Score,,
Wed Dec 12 2012,7:00 pm,Cleveland Cavaliers,81,Indiana Pacers,96,Box Score,,
Wed Dec 12 2012,7:30 pm,Golden State Warriors,97,Miami Heat,95,Box Score,,
Wed Dec 12 2012,7:00 pm,Sacramento Kings,85,Milwaukee Bucks,98,Box Score,,
Wed Dec 12 2012,7:00 pm,Denver Nuggets,105,Minnesota Timberwolves,108,Box Score,,
Wed Dec 12 2012,7:00 pm,New Orleans Hornets,88,Oklahoma City Thunder,92,Box Score,,
Wed Dec 12 2012,7:00 pm,Atlanta Hawks,86,Orlando Magic,80,Box Score,,
Wed Dec 12 2012,7:30 pm,Chicago Bulls,96,Philadelphia 76ers,89,Box Score,,
Wed Dec 12 2012,7:00 pm,Memphis Grizzlies,80,Phoenix Suns,82,Box Score,,
Wed Dec 12 2012,7:00 pm,Brooklyn Nets,94,Toronto Raptors,88,Box Score,,
Wed Dec 12 2012,8:30 pm,San Antonio Spurs,96,Utah Jazz,99,Box Score,,
Thu Dec 13 2012,7:30 pm,Charlotte Bobcats,90,Atlanta Hawks,113,Box Score,,
Thu Dec 13 2012,8:00 pm,Los Angeles Lakers,107,New York Knicks,116,Box Score,,
Thu Dec 13 2012,7:30 pm,San Antonio Spurs,90,Portland Trail Blazers,98,Box Score,,
Fri Dec 14 2012,7:30 pm,Detroit Pistons,105,Brooklyn Nets,107,Box Score,2OT,
Fri Dec 14 2012,7:30 pm,Milwaukee Bucks,90,Cleveland Cavaliers,86,Box Score,,
Fri Dec 14 2012,8:30 pm,Memphis Grizzlies,94,Denver Nuggets,99,Box Score,,
Fri Dec 14 2012,7:00 pm,Boston Celtics,89,Houston Rockets,101,Box Score,,
Fri Dec 14 2012,7:00 pm,Philadelphia 76ers,85,Indiana Pacers,95,Box Score,,
Fri Dec 14 2012,7:00 pm,Minnesota Timberwolves,113,New Orleans Hornets,102,Box Score,,
Fri Dec 14 2012,7:00 pm,Sacramento Kings,103,Oklahoma City Thunder,113,Box Score,,
Fri Dec 14 2012,7:00 pm,Golden State Warriors,85,Orlando Magic,99,Box Score,,
Fri Dec 14 2012,7:00 pm,Utah Jazz,84,Phoenix Suns,99,Box Score,,
Fri Dec 14 2012,7:00 pm,Dallas Mavericks,74,Toronto Raptors,95,Box Score,,
Fri Dec 14 2012,7:00 pm,Los Angeles Lakers,102,Washington Wizards,96,Box Score,,
Sat Dec 15 2012,7:00 pm,Golden State Warriors,115,Atlanta Hawks,93,Box Score,,
Sat Dec 15 2012,7:30 pm,Orlando Magic,107,Charlotte Bobcats,98,Box Score,,
Sat Dec 15 2012,7:00 pm,Brooklyn Nets,82,Chicago Bulls,83,Box Score,,
Sat Dec 15 2012,7:30 pm,Indiana Pacers,88,Detroit Pistons,77,Box Score,,
Sat Dec 15 2012,7:30 pm,Washington Wizards,72,Miami Heat,102,Box Score,,
Sat Dec 15 2012,7:30 pm,Los Angeles Clippers,111,Milwaukee Bucks,85,Box Score,,
Sat Dec 15 2012,7:00 pm,Dallas Mavericks,106,Minnesota Timberwolves,114,Box Score,OT,
Sat Dec 15 2012,7:30 pm,Cleveland Cavaliers,102,New York Knicks,103,Box Score,,
Sat Dec 15 2012,7:30 pm,Boston Celtics,88,San Antonio Spurs,103,Box Score,,
Sat Dec 15 2012,7:00 pm,Memphis Grizzlies,99,Utah Jazz,86,Box Score,,
Sun Dec 16 2012,6:00 pm,Los Angeles Lakers,111,Philadelphia 76ers,98,Box Score,,
Sun Dec 16 2012,6:00 pm,New Orleans Hornets,94,Portland Trail Blazers,95,Box Score,,
Sun Dec 16 2012,3:00 pm,Denver Nuggets,122,Sacramento Kings,97,Box Score,,
Sun Dec 16 2012,1:00 pm,Houston Rockets,96,Toronto Raptors,103,Box Score,,
Mon Dec 17 2012,7:30 pm,Los Angeles Clippers,88,Detroit Pistons,76,Box Score,,
Mon Dec 17 2012,7:00 pm,Chicago Bulls,71,Memphis Grizzlies,80,Box Score,,
Mon Dec 17 2012,7:30 pm,Houston Rockets,109,New York Knicks,96,Box Score,,
Mon Dec 17 2012,7:00 pm,San Antonio Spurs,93,Oklahoma City Thunder,107,Box Score,,
Mon Dec 17 2012,7:00 pm,Minnesota Timberwolves,93,Orlando Magic,102,Box Score,,
Mon Dec 17 2012,7:00 pm,Sacramento Kings,90,Phoenix Suns,101,Box Score,,
Tue Dec 18 2012,7:30 pm,Utah Jazz,92,Brooklyn Nets,90,Box Score,,
Tue Dec 18 2012,7:00 pm,Boston Celtics,89,Chicago Bulls,100,Box Score,,
Tue Dec 18 2012,7:00 pm,Toronto Raptors,113,Cleveland Cavaliers,99,Box Score,,
Tue Dec 18 2012,7:30 pm,Philadelphia 76ers,100,Dallas Mavericks,107,Box Score,,
Tue Dec 18 2012,7:00 pm,San Antonio Spurs,106,Denver Nuggets,112,Box Score,,
Tue Dec 18 2012,7:30 pm,New Orleans Hornets,96,Golden State Warriors,103,Box Score,,
Tue Dec 18 2012,7:30 pm,Charlotte Bobcats,100,Los Angeles Lakers,101,Box Score,,
Tue Dec 18 2012,7:30 pm,Minnesota Timberwolves,92,Miami Heat,103,Box Score,,
Tue Dec 18 2012,7:00 pm,Indiana Pacers,93,Milwaukee Bucks,98,Box Score,,
Tue Dec 18 2012,7:00 pm,Atlanta Hawks,100,Washington Wizards,95,Box Score,OT,
Wed Dec 19 2012,7:30 pm,Oklahoma City Thunder,100,Atlanta Hawks,92,Box Score,,
Wed Dec 19 2012,7:30 pm,Cleveland Cavaliers,91,Boston Celtics,103,Box Score,,
Wed Dec 19 2012,7:00 pm,Philadelphia 76ers,103,Houston Rockets,125,Box Score,,
Wed Dec 19 2012,7:00 pm,Utah Jazz,84,Indiana Pacers,104,Box Score,,
Wed Dec 19 2012,7:30 pm,New Orleans Hornets,77,Los Angeles Clippers,93,Box Score,,
Wed Dec 19 2012,8:30 pm,Milwaukee Bucks,80,Memphis Grizzlies,90,Box Score,,
Wed Dec 19 2012,7:00 pm,Brooklyn Nets,86,New York Knicks,100,Box Score,,
Wed Dec 19 2012,7:00 pm,Washington Wizards,83,Orlando Magic,90,Box Score,,
Wed Dec 19 2012,7:00 pm,Charlotte Bobcats,104,Phoenix Suns,121,Box Score,,
Wed Dec 19 2012,7:00 pm,Golden State Warriors,127,Sacramento Kings,131,Box Score,,
Wed Dec 19 2012,7:00 pm,Detroit Pistons,91,Toronto Raptors,97,Box Score,,
Thu Dec 20 2012,8:30 pm,Miami Heat,110,Dallas Mavericks,95,Box Score,,
Thu Dec 20 2012,6:00 pm,Oklahoma City Thunder,93,Minnesota Timberwolves,99,Box Score,,
Thu Dec 20 2012,7:00 pm,Denver Nuggets,93,Portland Trail Blazers,101,Box Score,,
Fri Dec 21 2012,7:30 pm,Milwaukee Bucks,99,Boston Celtics,94,Box Score,OT,
Fri Dec 21 2012,7:30 pm,Indiana Pacers,99,Cleveland Cavaliers,89,Box Score,,
Fri Dec 21 2012,7:30 pm,Washington Wizards,68,Detroit Pistons,100,Box Score,,
Fri Dec 21 2012,7:30 pm,Charlotte Bobcats,100,Golden State Warriors,115,Box Score,,
Fri Dec 21 2012,7:30 pm,Sacramento Kings,85,Los Angeles Clippers,97,Box Score,,
Fri Dec 21 2012,7:00 pm,Dallas Mavericks,82,Memphis Grizzlies,92,Box Score,,
Fri Dec 21 2012,7:30 pm,Chicago Bulls,110,New York Knicks,106,Box Score,,
Fri Dec 21 2012,7:00 pm,Atlanta Hawks,80,Philadelphia 76ers,99,Box Score,,
Fri Dec 21 2012,7:30 pm,New Orleans Hornets,94,San Antonio Spurs,99,Box Score,,
Fri Dec 21 2012,7:00 pm,Orlando Magic,90,Toronto Raptors,93,Box Score,,
Sat Dec 22 2012,7:00 pm,Chicago Bulls,75,Atlanta Hawks,92,Box Score,,
Sat Dec 22 2012,7:00 pm,Charlotte Bobcats,88,Denver Nuggets,110,Box Score,,
Sat Dec 22 2012,7:30 pm,Los Angeles Lakers,118,Golden State Warriors,115,Box Score,OT,
Sat Dec 22 2012,7:00 pm,Memphis Grizzlies,96,Houston Rockets,121,Box Score,,
Sat Dec 22 2012,7:30 pm,Utah Jazz,89,Miami Heat,105,Box Score,,
Sat Dec 22 2012,7:30 pm,Cleveland Cavaliers,94,Milwaukee Bucks,82,Box Score,,
Sat Dec 22 2012,7:00 pm,Indiana Pacers,81,New Orleans Hornets,75,Box Score,,
Sat Dec 22 2012,7:00 pm,Phoenix Suns,93,Portland Trail Blazers,96,Box Score,,
Sat Dec 22 2012,7:00 pm,Detroit Pistons,96,Washington Wizards,87,Box Score,,
Sun Dec 23 2012,3:00 pm,Philadelphia 76ers,92,Brooklyn Nets,95,Box Score,,
Sun Dec 23 2012,5:00 pm,Minnesota Timberwolves,91,New York Knicks,94,Box Score,,
Sun Dec 23 2012,6:00 pm,Utah Jazz,97,Orlando Magic,93,Box Score,,
Sun Dec 23 2012,6:00 pm,Los Angeles Clippers,103,Phoenix Suns,77,Box Score,,
Sun Dec 23 2012,6:00 pm,Portland Trail Blazers,96,Sacramento Kings,108,Box Score,,
Sun Dec 23 2012,6:00 pm,Dallas Mavericks,91,San Antonio Spurs,129,Box Score,,
Tue Dec 25 2012,12:00 pm,Boston Celtics,93,Brooklyn Nets,76,Box Score,,
Tue Dec 25 2012,7:00 pm,Houston Rockets,120,Chicago Bulls,97,Box Score,,
Tue Dec 25 2012,7:30 pm,Denver Nuggets,100,Los Angeles Clippers,112,Box Score,,
Tue Dec 25 2012,12:00 pm,New York Knicks,94,Los Angeles Lakers,100,Box Score,,
Tue Dec 25 2012,5:30 pm,Oklahoma City Thunder,97,Miami Heat,103,Box Score,,
Wed Dec 26 2012,7:30 pm,Detroit Pistons,119,Atlanta Hawks,126,Box Score,2OT,
Wed Dec 26 2012,7:00 pm,Miami Heat,105,Charlotte Bobcats,92,Box Score,,
Wed Dec 26 2012,7:00 pm,Los Angeles Lakers,114,Denver Nuggets,126,Box Score,,
Wed Dec 26 2012,7:00 pm,Philadelphia 76ers,99,Memphis Grizzlies,89,Box Score,,
Wed Dec 26 2012,7:00 pm,Brooklyn Nets,93,Milwaukee Bucks,108,Box Score,,
Wed Dec 26 2012,7:00 pm,Houston Rockets,87,Minnesota Timberwolves,84,Box Score,,
Wed Dec 26 2012,7:00 pm,New Orleans Hornets,97,Orlando Magic,94,Box Score,,
Wed Dec 26 2012,7:00 pm,New York Knicks,99,Phoenix Suns,97,Box Score,,
Wed Dec 26 2012,7:00 pm,Sacramento Kings,91,Portland Trail Blazers,109,Box Score,,
Wed Dec 26 2012,7:30 pm,Toronto Raptors,80,San Antonio Spurs,100,Box Score,,
Wed Dec 26 2012,7:00 pm,Golden State Warriors,94,Utah Jazz,83,Box Score,,
Wed Dec 26 2012,7:00 pm,Cleveland Cavaliers,87,Washington Wizards,84,Box Score,,
Thu Dec 27 2012,7:30 pm,Boston Celtics,77,Los Angeles Clippers,106,Box Score,,
Thu Dec 27 2012,7:00 pm,Dallas Mavericks,105,Oklahoma City Thunder,111,Box Score,OT,
Fri Dec 28 2012,7:30 pm,Charlotte Bobcats,81,Brooklyn Nets,97,Box Score,,
Fri Dec 28 2012,7:30 pm,Atlanta Hawks,102,Cleveland Cavaliers,94,Box Score,,
Fri Dec 28 2012,7:30 pm,Denver Nuggets,106,Dallas Mavericks,85,Box Score,,
Fri Dec 28 2012,7:30 pm,Miami Heat,99,Detroit Pistons,109,Box Score,,
Fri Dec 28 2012,7:30 pm,Philadelphia 76ers,89,Golden State Warriors,96,Box Score,,
Fri Dec 28 2012,7:00 pm,Phoenix Suns,91,Indiana Pacers,97,Box Score,,
Fri Dec 28 2012,7:30 pm,Portland Trail Blazers,87,Los Angeles Lakers,104,Box Score,,
Fri Dec 28 2012,7:00 pm,Toronto Raptors,104,New Orleans Hornets,97,Box Score,OT,
Fri Dec 28 2012,7:00 pm,New York Knicks,105,Sacramento Kings,106,Box Score,,
Fri Dec 28 2012,7:30 pm,Houston Rockets,116,San Antonio Spurs,122,Box Score,,
Fri Dec 28 2012,7:00 pm,Los Angeles Clippers,116,Utah Jazz,114,Box Score,,
Fri Dec 28 2012,7:00 pm,Orlando Magic,97,Washington Wizards,105,Box Score,,
Sat Dec 29 2012,7:00 pm,Indiana Pacers,100,Atlanta Hawks,109,Box Score,,
Sat Dec 29 2012,7:30 pm,Cleveland Cavaliers,100,Brooklyn Nets,103,Box Score,,
Sat Dec 29 2012,7:00 pm,New Orleans Hornets,98,Charlotte Bobcats,95,Box Score,,
Sat Dec 29 2012,7:00 pm,Washington Wizards,77,Chicago Bulls,87,Box Score,,
Sat Dec 29 2012,7:30 pm,Boston Celtics,83,Golden State Warriors,101,Box Score,,
Sat Dec 29 2012,7:00 pm,Oklahoma City Thunder,124,Houston Rockets,94,Box Score,,
Sat Dec 29 2012,7:00 pm,Denver Nuggets,72,Memphis Grizzlies,81,Box Score,,
Sat Dec 29 2012,7:30 pm,Miami Heat,85,Milwaukee Bucks,104,Box Score,,
Sat Dec 29 2012,7:00 pm,Phoenix Suns,107,Minnesota Timberwolves,111,Box Score,,
Sat Dec 29 2012,7:00 pm,Toronto Raptors,123,Orlando Magic,88,Box Score,,
Sat Dec 29 2012,7:00 pm,Philadelphia 76ers,85,Portland Trail Blazers,89,Box Score,,
Sun Dec 30 2012,6:30 pm,San Antonio Spurs,111,Dallas Mavericks,86,Box Score,,
Sun Dec 30 2012,7:30 pm,Milwaukee Bucks,94,Detroit Pistons,96,Box Score,,
Sun Dec 30 2012,6:30 pm,Utah Jazz,96,Los Angeles Clippers,107,Box Score,,
Sun Dec 30 2012,6:00 pm,Boston Celtics,96,Sacramento Kings,118,Box Score,,
Mon Dec 31 2012,2:00 pm,Charlotte Bobcats,91,Chicago Bulls,81,Box Score,,
Mon Dec 31 2012,6:00 pm,Atlanta Hawks,104,Houston Rockets,123,Box Score,,
Mon Dec 31 2012,3:00 pm,Memphis Grizzlies,83,Indiana Pacers,88,Box Score,,
Mon Dec 31 2012,7:00 pm,Phoenix Suns,96,Oklahoma City Thunder,114,Box Score,,
Mon Dec 31 2012,5:00 pm,Miami Heat,112,Orlando Magic,110,Box Score,OT,
Mon Dec 31 2012,6:00 pm,Brooklyn Nets,73,San Antonio Spurs,104,Box Score,,
Tue Jan 1 2013,7:00 pm,Los Angeles Clippers,78,Denver Nuggets,92,Box Score,,
Tue Jan 1 2013,7:30 pm,Sacramento Kings,97,Detroit Pistons,103,Box Score,,
Tue Jan 1 2013,7:30 pm,Philadelphia 76ers,103,Los Angeles Lakers,99,Box Score,,
Tue Jan 1 2013,7:00 pm,Atlanta Hawks,95,New Orleans Hornets,86,Box Score,,
Tue Jan 1 2013,7:30 pm,Portland Trail Blazers,105,New York Knicks,100,Box Score,,
Tue Jan 1 2013,6:00 pm,Dallas Mavericks,103,Washington Wizards,94,Box Score,,
Wed Jan 2 2013,7:30 pm,Memphis Grizzlies,93,Boston Celtics,83,Box Score,,
Wed Jan 2 2013,7:00 pm,Sacramento Kings,97,Cleveland Cavaliers,94,Box Score,,
Wed Jan 2 2013,7:30 pm,Los Angeles Clippers,94,Golden State Warriors,115,Box Score,,
Wed Jan 2 2013,7:00 pm,New Orleans Hornets,92,Houston Rockets,104,Box Score,,
Wed Jan 2 2013,7:00 pm,Washington Wizards,81,Indiana Pacers,89,Box Score,,
Wed Jan 2 2013,7:30 pm,Dallas Mavericks,109,Miami Heat,119,Box Score,OT,
Wed Jan 2 2013,7:00 pm,San Antonio Spurs,117,Milwaukee Bucks,110,Box Score,,
Wed Jan 2 2013,7:00 pm,Brooklyn Nets,110,Oklahoma City Thunder,93,Box Score,,
Wed Jan 2 2013,7:00 pm,Chicago Bulls,96,Orlando Magic,94,Box Score,,
Wed Jan 2 2013,7:00 pm,Philadelphia 76ers,89,Phoenix Suns,95,Box Score,,
Wed Jan 2 2013,7:00 pm,Portland Trail Blazers,79,Toronto Raptors,102,Box Score,,
Wed Jan 2 2013,7:00 pm,Minnesota Timberwolves,84,Utah Jazz,106,Box Score,,
Thu Jan 3 2013,7:00 pm,Minnesota Timberwolves,101,Denver Nuggets,97,Box Score,,
Thu Jan 3 2013,7:30 pm,San Antonio Spurs,83,New York Knicks,100,Box Score,,
Fri Jan 4 2013,8:00 pm,Indiana Pacers,75,Boston Celtics,94,Box Score,,
Fri Jan 4 2013,7:00 pm,Cleveland Cavaliers,106,Charlotte Bobcats,104,Box Score,,
Fri Jan 4 2013,7:30 pm,Atlanta Hawks,84,Detroit Pistons,85,Box Score,,
Fri Jan 4 2013,7:30 pm,Los Angeles Lakers,102,Los Angeles Clippers,107,Box Score,,
Fri Jan 4 2013,7:00 pm,Portland Trail Blazers,86,Memphis Grizzlies,84,Box Score,,
Fri Jan 4 2013,8:00 pm,Chicago Bulls,96,Miami Heat,89,Box Score,,
Fri Jan 4 2013,7:30 pm,Houston Rockets,115,Milwaukee Bucks,101,Box Score,,
Fri Jan 4 2013,7:00 pm,Philadelphia 76ers,85,Oklahoma City Thunder,109,Box Score,,
Fri Jan 4 2013,7:00 pm,Utah Jazz,87,Phoenix Suns,80,Box Score,,
Fri Jan 4 2013,7:00 pm,Sacramento Kings,105,Toronto Raptors,96,Box Score,,
Fri Jan 4 2013,7:00 pm,Brooklyn Nets,115,Washington Wizards,113,Box Score,2OT,
Sat Jan 5 2013,7:00 pm,Boston Celtics,89,Atlanta Hawks,81,Box Score,,
Sat Jan 5 2013,7:30 pm,Sacramento Kings,93,Brooklyn Nets,113,Box Score,,
Sat Jan 5 2013,7:30 pm,Houston Rockets,112,Cleveland Cavaliers,104,Box Score,,
Sat Jan 5 2013,7:30 pm,New Orleans Hornets,99,Dallas Mavericks,96,Box Score,OT,
Sat Jan 5 2013,7:00 pm,Utah Jazz,91,Denver Nuggets,110,Box Score,,
Sat Jan 5 2013,7:00 pm,Milwaukee Bucks,80,Indiana Pacers,95,Box Score,,
Sat Jan 5 2013,7:30 pm,Golden State Warriors,89,Los Angeles Clippers,115,Box Score,,
Sat Jan 5 2013,7:00 pm,Portland Trail Blazers,102,Minnesota Timberwolves,97,Box Score,,
Sat Jan 5 2013,7:00 pm,New York Knicks,114,Orlando Magic,106,Box Score,,
Sat Jan 5 2013,7:30 pm,Philadelphia 76ers,86,San Antonio Spurs,109,Box Score,,
Sun Jan 6 2013,7:30 pm,Charlotte Bobcats,108,Detroit Pistons,101,Box Score,OT,
Sun Jan 6 2013,6:30 pm,Denver Nuggets,112,Los Angeles Lakers,105,Box Score,,
Sun Jan 6 2013,6:00 pm,Washington Wizards,71,Miami Heat,99,Box Score,,
Sun Jan 6 2013,6:00 pm,Memphis Grizzlies,92,Phoenix Suns,81,Box Score,,
Sun Jan 6 2013,1:00 pm,Oklahoma City Thunder,104,Toronto Raptors,92,Box Score,,
Mon Jan 7 2013,7:00 pm,Cleveland Cavaliers,92,Chicago Bulls,118,Box Score,,
Mon Jan 7 2013,7:00 pm,San Antonio Spurs,88,New Orleans Hornets,95,Box Score,,
Mon Jan 7 2013,7:30 pm,Boston Celtics,102,New York Knicks,96,Box Score,,
Mon Jan 7 2013,7:00 pm,Orlando Magic,119,Portland Trail Blazers,125,Box Score,OT,
Mon Jan 7 2013,7:00 pm,Memphis Grizzlies,113,Sacramento Kings,81,Box Score,,
Mon Jan 7 2013,7:00 pm,Dallas Mavericks,94,Utah Jazz,100,Box Score,,
Mon Jan 7 2013,7:00 pm,Oklahoma City Thunder,99,Washington Wizards,101,Box Score,,
Tue Jan 8 2013,7:00 pm,Los Angeles Lakers,112,Houston Rockets,125,Box Score,,
Tue Jan 8 2013,7:00 pm,Miami Heat,77,Indiana Pacers,87,Box Score,,
Tue Jan 8 2013,7:00 pm,Phoenix Suns,99,Milwaukee Bucks,108,Box Score,,
Tue Jan 8 2013,7:00 pm,Atlanta Hawks,103,Minnesota Timberwolves,108,Box Score,,
Tue Jan 8 2013,7:00 pm,Brooklyn Nets,109,Philadelphia 76ers,89,Box Score,,
Wed Jan 9 2013,7:30 pm,Phoenix Suns,79,Boston Celtics,87,Box Score,,
Wed Jan 9 2013,7:00 pm,Utah Jazz,112,Charlotte Bobcats,102,Box Score,,
Wed Jan 9 2013,7:00 pm,Milwaukee Bucks,104,Chicago Bulls,96,Box Score,,
Wed Jan 9 2013,7:00 pm,Atlanta Hawks,83,Cleveland Cavaliers,99,Box Score,,
Wed Jan 9 2013,7:00 pm,Orlando Magic,105,Denver Nuggets,108,Box Score,,
Wed Jan 9 2013,7:30 pm,Memphis Grizzlies,94,Golden State Warriors,87,Box Score,,
Wed Jan 9 2013,7:30 pm,Dallas Mavericks,93,Los Angeles Clippers,99,Box Score,,
Wed Jan 9 2013,7:00 pm,Houston Rockets,79,New Orleans Hornets,88,Box Score,,
Wed Jan 9 2013,7:00 pm,Minnesota Timberwolves,84,Oklahoma City Thunder,106,Box Score,,
Wed Jan 9 2013,7:00 pm,Los Angeles Lakers,105,San Antonio Spurs,108,Box Score,,
Wed Jan 9 2013,7:00 pm,Philadelphia 76ers,72,Toronto Raptors,90,Box Score,,
Thu Jan 10 2013,8:00 pm,New York Knicks,76,Indiana Pacers,81,Box Score,,
Thu Jan 10 2013,7:30 pm,Miami Heat,90,Portland Trail Blazers,92,Box Score,,
Thu Jan 10 2013,7:00 pm,Dallas Mavericks,117,Sacramento Kings,112,Box Score,OT,
Fri Jan 11 2013,7:30 pm,Utah Jazz,95,Atlanta Hawks,103,Box Score,,
Fri Jan 11 2013,7:30 pm,Houston Rockets,91,Boston Celtics,103,Box Score,,
Fri Jan 11 2013,7:30 pm,Phoenix Suns,79,Brooklyn Nets,99,Box Score,,
Fri Jan 11 2013,7:00 pm,Cleveland Cavaliers,91,Denver Nuggets,98,Box Score,,
Fri Jan 11 2013,7:30 pm,Portland Trail Blazers,97,Golden State Warriors,103,Box Score,,
Fri Jan 11 2013,7:30 pm,Oklahoma City Thunder,116,Los Angeles Lakers,101,Box Score,,
Fri Jan 11 2013,7:00 pm,San Antonio Spurs,98,Memphis Grizzlies,101,Box Score,OT,
Fri Jan 11 2013,7:30 pm,Detroit Pistons,103,Milwaukee Bucks,87,Box Score,,
Fri Jan 11 2013,7:00 pm,Minnesota Timberwolves,92,New Orleans Hornets,104,Box Score,,
Fri Jan 11 2013,8:00 pm,Chicago Bulls,108,New York Knicks,101,Box Score,,
Fri Jan 11 2013,7:00 pm,Charlotte Bobcats,78,Toronto Raptors,99,Box Score,,
Sat Jan 12 2013,7:00 pm,Phoenix Suns,97,Chicago Bulls,81,Box Score,,
Sat Jan 12 2013,8:00 pm,Memphis Grizzlies,83,Dallas Mavericks,104,Box Score,,
Sat Jan 12 2013,7:30 pm,Utah Jazz,90,Detroit Pistons,87,Box Score,,
Sat Jan 12 2013,7:00 pm,Charlotte Bobcats,88,Indiana Pacers,96,Box Score,,
Sat Jan 12 2013,12:30 pm,Orlando Magic,104,Los Angeles Clippers,101,Box Score,,
Sat Jan 12 2013,7:30 pm,Houston Rockets,100,Philadelphia 76ers,107,Box Score,,
Sat Jan 12 2013,7:00 pm,Miami Heat,128,Sacramento Kings,99,Box Score,,
Sat Jan 12 2013,7:00 pm,Atlanta Hawks,83,Washington Wizards,93,Box Score,,
Sun Jan 13 2013,6:00 pm,Indiana Pacers,86,Brooklyn Nets,97,Box Score,,
Sun Jan 13 2013,6:00 pm,Golden State Warriors,105,Denver Nuggets,116,Box Score,,
Sun Jan 13 2013,6:30 pm,Cleveland Cavaliers,93,Los Angeles Lakers,113,Box Score,,
Sun Jan 13 2013,12:00 pm,New Orleans Hornets,87,New York Knicks,100,Box Score,,
Sun Jan 13 2013,6:00 pm,Oklahoma City Thunder,87,Portland Trail Blazers,83,Box Score,,
Sun Jan 13 2013,6:00 pm,Minnesota Timberwolves,88,San Antonio Spurs,106,Box Score,,
Sun Jan 13 2013,1:00 pm,Milwaukee Bucks,107,Toronto Raptors,96,Box Score,,
Mon Jan 14 2013,7:30 pm,Charlotte Bobcats,89,Boston Celtics,100,Box Score,,
Mon Jan 14 2013,7:00 pm,Atlanta Hawks,58,Chicago Bulls,97,Box Score,,
Mon Jan 14 2013,7:30 pm,Minnesota Timberwolves,98,Dallas Mavericks,113,Box Score,,
Mon Jan 14 2013,7:00 pm,Los Angeles Clippers,99,Memphis Grizzlies,73,Box Score,,
Mon Jan 14 2013,7:00 pm,Oklahoma City Thunder,102,Phoenix Suns,90,Box Score,,
Mon Jan 14 2013,7:00 pm,Cleveland Cavaliers,118,Sacramento Kings,124,Box Score,,
Mon Jan 14 2013,7:00 pm,Miami Heat,97,Utah Jazz,104,Box Score,,
Mon Jan 14 2013,7:00 pm,Orlando Magic,91,Washington Wizards,120,Box Score,,
