Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Notes
Sat Nov 10 2012,7:00 pm,Washington Wizards,85,Indiana Pacers,89,Box Score,,
Sat Nov 10 2012,7:30 pm,Boston Celtics,96,Milwaukee Bucks,92,Box Score,,
Sat Nov 10 2012,7:00 pm,San Antonio Spurs,112,Portland Trail Blazers,109,Box Score,,
Sat Nov 10 2012,7:00 pm,Philadelphia 76ers,93,Toronto Raptors,83,Box Score,,
Sat Nov 10 2012,7:00 pm,Phoenix Suns,81,Utah Jazz,94,Box Score,,
Sun Nov 11 2012,3:00 pm,Orlando Magic,74,Brooklyn Nets,82,Box Score,,
Sun Nov 11 2012,12:30 pm,Atlanta Hawks,76,Los Angeles Clippers,89,Box Score,,
Sun Nov 11 2012,6:30 pm,Sacramento Kings,90,Los Angeles Lakers,103,Box Score,,
Sun Nov 11 2012,5:00 pm,Miami Heat,86,Memphis Grizzlies,104,Box Score,,
Sun Nov 11 2012,6:00 pm,Cleveland Cavaliers,91,Oklahoma City Thunder,106,Box Score,,
Mon Nov 12 2012,7:00 pm,Boston Celtics,101,Chicago Bulls,95,Box Score,,
Mon Nov 12 2012,7:30 pm,Minnesota Timberwolves,90,Dallas Mavericks,82,Box Score,,
Mon Nov 12 2012,7:30 pm,Oklahoma City Thunder,92,Detroit Pistons,90,Box Score,,
Mon Nov 12 2012,7:00 pm,Miami Heat,113,Houston Rockets,110,Box Score,,
Mon Nov 12 2012,7:00 pm,Milwaukee Bucks,105,Philadelphia 76ers,96,Box Score,,
Mon Nov 12 2012,7:00 pm,Denver Nuggets,100,Phoenix Suns,110,Box Score,,
Mon Nov 12 2012,7:00 pm,Atlanta Hawks,95,Portland Trail Blazers,87,Box Score,,
Mon Nov 12 2012,7:00 pm,Utah Jazz,140,Toronto Raptors,133,Box Score,3OT,
Tue Nov 13 2012,7:30 pm,Cleveland Cavaliers,101,Brooklyn Nets,114,Box Score,,
Tue Nov 13 2012,7:00 pm,Washington Wizards,76,Charlotte Bobcats,92,Box Score,,
Tue Nov 13 2012,7:00 pm,Toronto Raptors,74,Indiana Pacers,72,Box Score,,
Tue Nov 13 2012,7:30 pm,San Antonio Spurs,84,Los Angeles Lakers,82,Box Score,,
Tue Nov 13 2012,7:00 pm,New York Knicks,99,Orlando Magic,89,Box Score,,
Tue Nov 13 2012,7:00 pm,Portland Trail Blazers,103,Sacramento Kings,86,Box Score,,
Wed Nov 14 2012,7:30 pm,Utah Jazz,93,Boston Celtics,98,Box Score,,
Wed Nov 14 2012,7:30 pm,Washington Wizards,101,Dallas Mavericks,107,Box Score,,
Wed Nov 14 2012,7:30 pm,Atlanta Hawks,88,Golden State Warriors,92,Box Score,,
Wed Nov 14 2012,7:00 pm,New Orleans Hornets,96,Houston Rockets,100,Box Score,,
Wed Nov 14 2012,7:30 pm,Miami Heat,100,Los Angeles Clippers,107,Box Score,,
Wed Nov 14 2012,7:00 pm,Indiana Pacers,85,Milwaukee Bucks,99,Box Score,,
Wed Nov 14 2012,7:00 pm,Charlotte Bobcats,89,Minnesota Timberwolves,87,Box Score,,
Wed Nov 14 2012,7:00 pm,Memphis Grizzlies,107,Oklahoma City Thunder,97,Box Score,,
Wed Nov 14 2012,7:00 pm,Detroit Pistons,94,Philadelphia 76ers,76,Box Score,,
Wed Nov 14 2012,7:00 pm,Chicago Bulls,112,Phoenix Suns,106,Box Score,OT,
Thu Nov 15 2012,8:00 pm,Boston Celtics,97,Brooklyn Nets,102,Box Score,,
Thu Nov 15 2012,8:30 pm,Miami Heat,98,Denver Nuggets,93,Box Score,,
Thu Nov 15 2012,7:30 pm,New York Knicks,104,San Antonio Spurs,100,Box Score,,
Fri Nov 16 2012,7:30 pm,Orlando Magic,110,Detroit Pistons,106,Box Score,,
Fri Nov 16 2012,7:00 pm,Dallas Mavericks,83,Indiana Pacers,103,Box Score,,
Fri Nov 16 2012,7:30 pm,Phoenix Suns,102,Los Angeles Lakers,114,Box Score,,
Fri Nov 16 2012,8:30 pm,New York Knicks,95,Memphis Grizzlies,105,Box Score,,
Fri Nov 16 2012,7:00 pm,Golden State Warriors,106,Minnesota Timberwolves,98,Box Score,,
Fri Nov 16 2012,7:00 pm,Oklahoma City Thunder,110,New Orleans Hornets,95,Box Score,,
Fri Nov 16 2012,7:00 pm,Utah Jazz,93,Philadelphia 76ers,99,Box Score,,
Fri Nov 16 2012,7:00 pm,Houston Rockets,117,Portland Trail Blazers,119,Box Score,OT,
Fri Nov 16 2012,7:00 pm,Atlanta Hawks,112,Sacramento Kings,96,Box Score,,
Sat Nov 17 2012,12:30 pm,Toronto Raptors,89,Boston Celtics,107,Box Score,,
Sat Nov 17 2012,7:30 pm,Memphis Grizzlies,94,Charlotte Bobcats,87,Box Score,,
Sat Nov 17 2012,7:30 pm,Dallas Mavericks,103,Cleveland Cavaliers,95,Box Score,,
Sat Nov 17 2012,6:00 pm,Chicago Bulls,80,Los Angeles Clippers,101,Box Score,,
Sat Nov 17 2012,7:30 pm,New Orleans Hornets,113,Milwaukee Bucks,117,Box Score,,
Sat Nov 17 2012,7:00 pm,Miami Heat,97,Phoenix Suns,88,Box Score,,
Sat Nov 17 2012,7:30 pm,Denver Nuggets,100,San Antonio Spurs,126,Box Score,,
Sat Nov 17 2012,7:00 pm,Utah Jazz,83,Washington Wizards,76,Box Score,,
Sun Nov 18 2012,7:30 pm,Boston Celtics,83,Detroit Pistons,103,Box Score,,
Sun Nov 18 2012,6:30 pm,Houston Rockets,108,Los Angeles Lakers,119,Box Score,,
Sun Nov 18 2012,12:00 pm,Indiana Pacers,76,New York Knicks,88,Box Score,,
Sun Nov 18 2012,6:00 pm,Golden State Warriors,109,Oklahoma City Thunder,119,Box Score,,
Sun Nov 18 2012,6:00 pm,Cleveland Cavaliers,79,Philadelphia 76ers,86,Box Score,,
Sun Nov 18 2012,6:00 pm,Chicago Bulls,94,Portland Trail Blazers,102,Box Score,,
Sun Nov 18 2012,3:00 pm,Brooklyn Nets,99,Sacramento Kings,90,Box Score,,
Sun Nov 18 2012,1:00 pm,Orlando Magic,86,Toronto Raptors,97,Box Score,,
Mon Nov 19 2012,7:30 pm,Orlando Magic,72,Atlanta Hawks,81,Box Score,,
Mon Nov 19 2012,7:00 pm,Milwaukee Bucks,98,Charlotte Bobcats,102,Box Score,,
Mon Nov 19 2012,7:30 pm,Golden State Warriors,105,Dallas Mavericks,101,Box Score,OT,
Mon Nov 19 2012,7:00 pm,Denver Nuggets,97,Memphis Grizzlies,92,Box Score,,
Mon Nov 19 2012,7:30 pm,Los Angeles Clippers,92,San Antonio Spurs,87,Box Score,,
Mon Nov 19 2012,7:00 pm,Houston Rockets,91,Utah Jazz,102,Box Score,,
Mon Nov 19 2012,7:00 pm,Indiana Pacers,96,Washington Wizards,89,Box Score,,
Tue Nov 20 2012,7:30 pm,Brooklyn Nets,90,Los Angeles Lakers,95,Box Score,,
Tue Nov 20 2012,7:00 pm,New York Knicks,102,New Orleans Hornets,80,Box Score,,
Tue Nov 20 2012,7:00 pm,Toronto Raptors,98,Philadelphia 76ers,106,Box Score,,
Wed Nov 21 2012,7:30 pm,Washington Wizards,100,Atlanta Hawks,101,Box Score,OT,
Wed Nov 21 2012,7:30 pm,San Antonio Spurs,112,Boston Celtics,100,Box Score,,
Wed Nov 21 2012,7:00 pm,Toronto Raptors,97,Charlotte Bobcats,98,Box Score,,
Wed Nov 21 2012,7:00 pm,Philadelphia 76ers,83,Cleveland Cavaliers,92,Box Score,,
Wed Nov 21 2012,7:30 pm,New York Knicks,111,Dallas Mavericks,114,Box Score,,
Wed Nov 21 2012,7:30 pm,Brooklyn Nets,93,Golden State Warriors,102,Box Score,,
Wed Nov 21 2012,7:00 pm,Chicago Bulls,89,Houston Rockets,93,Box Score,,
Wed Nov 21 2012,7:00 pm,New Orleans Hornets,107,Indiana Pacers,115,Box Score,OT,
Wed Nov 21 2012,7:30 pm,Milwaukee Bucks,106,Miami Heat,113,Box Score,OT,
Wed Nov 21 2012,7:00 pm,Denver Nuggets,101,Minnesota Timberwolves,94,Box Score,,
Wed Nov 21 2012,6:30 pm,Los Angeles Clippers,111,Oklahoma City Thunder,117,Box Score,OT,
Wed Nov 21 2012,7:00 pm,Detroit Pistons,74,Orlando Magic,90,Box Score,,
Wed Nov 21 2012,7:00 pm,Portland Trail Blazers,87,Phoenix Suns,114,Box Score,,
Wed Nov 21 2012,7:00 pm,Los Angeles Lakers,97,Sacramento Kings,113,Box Score,,
Fri Nov 23 2012,7:30 pm,Oklahoma City Thunder,100,Boston Celtics,108,Box Score,,
Fri Nov 23 2012,7:30 pm,Los Angeles Clippers,76,Brooklyn Nets,86,Box Score,,
Fri Nov 23 2012,7:00 pm,Atlanta Hawks,101,Charlotte Bobcats,91,Box Score,,
Fri Nov 23 2012,7:00 pm,Golden State Warriors,91,Denver Nuggets,102,Box Score,,
Fri Nov 23 2012,7:30 pm,Toronto Raptors,90,Detroit Pistons,91,Box Score,,
Fri Nov 23 2012,7:00 pm,New York Knicks,103,Houston Rockets,131,Box Score,,
Fri Nov 23 2012,8:00 pm,San Antonio Spurs,104,Indiana Pacers,97,Box Score,,
Fri Nov 23 2012,7:00 pm,Los Angeles Lakers,98,Memphis Grizzlies,106,Box Score,,
Fri Nov 23 2012,7:00 pm,Cleveland Cavaliers,104,Orlando Magic,108,Box Score,,
Fri Nov 23 2012,7:00 pm,New Orleans Hornets,108,Phoenix Suns,111,Box Score,OT,
Fri Nov 23 2012,7:00 pm,Minnesota Timberwolves,95,Portland Trail Blazers,103,Box Score,,
Fri Nov 23 2012,7:00 pm,Sacramento Kings,102,Utah Jazz,104,Box Score,,
Sat Nov 24 2012,7:00 pm,Los Angeles Clippers,93,Atlanta Hawks,104,Box Score,,
Sat Nov 24 2012,7:30 pm,Los Angeles Lakers,115,Dallas Mavericks,89,Box Score,,
Sat Nov 24 2012,7:30 pm,Minnesota Timberwolves,85,Golden State Warriors,96,Box Score,,
Sat Nov 24 2012,7:30 pm,Cleveland Cavaliers,108,Miami Heat,110,Box Score,,
Sat Nov 24 2012,8:00 pm,Chicago Bulls,93,Milwaukee Bucks,86,Box Score,,
Sat Nov 24 2012,7:00 pm,Oklahoma City Thunder,116,Philadelphia 76ers,109,Box Score,OT,
Sat Nov 24 2012,7:00 pm,Utah Jazz,97,Sacramento Kings,108,Box Score,,
Sat Nov 24 2012,7:00 pm,Charlotte Bobcats,108,Washington Wizards,106,Box Score,2OT,
Sun Nov 25 2012,3:00 pm,Portland Trail Blazers,85,Brooklyn Nets,98,Box Score,,
Sun Nov 25 2012,6:00 pm,New Orleans Hornets,84,Denver Nuggets,102,Box Score,,
Sun Nov 25 2012,1:00 pm,Detroit Pistons,100,New York Knicks,121,Box Score,,
Sun Nov 25 2012,6:00 pm,Boston Celtics,116,Orlando Magic,110,Box Score,OT,
Sun Nov 25 2012,6:00 pm,Phoenix Suns,101,Philadelphia 76ers,104,Box Score,,
Sun Nov 25 2012,1:00 pm,San Antonio Spurs,111,Toronto Raptors,106,Box Score,2OT,
Mon Nov 26 2012,7:00 pm,New York Knicks,89,Brooklyn Nets,96,Box Score,OT,
Mon Nov 26 2012,7:00 pm,Milwaukee Bucks,93,Chicago Bulls,92,Box Score,,
Mon Nov 26 2012,7:30 pm,Portland Trail Blazers,101,Detroit Pistons,108,Box Score,,
Mon Nov 26 2012,7:30 pm,New Orleans Hornets,105,Los Angeles Clippers,98,Box Score,,
Mon Nov 26 2012,7:00 pm,Cleveland Cavaliers,78,Memphis Grizzlies,84,Box Score,,
Mon Nov 26 2012,7:00 pm,Charlotte Bobcats,69,Oklahoma City Thunder,114,Box Score,,
Mon Nov 26 2012,7:00 pm,Denver Nuggets,103,Utah Jazz,105,Box Score,,
Mon Nov 26 2012,7:00 pm,San Antonio Spurs,118,Washington Wizards,92,Box Score,,
Tue Nov 27 2012,7:00 pm,Phoenix Suns,91,Cleveland Cavaliers,78,Box Score,,
Tue Nov 27 2012,7:00 pm,Toronto Raptors,101,Houston Rockets,117,Box Score,,
Tue Nov 27 2012,7:30 pm,Indiana Pacers,79,Los Angeles Lakers,77,Box Score,,
Tue Nov 27 2012,7:00 pm,Dallas Mavericks,98,Philadelphia 76ers,100,Box Score,,
Tue Nov 27 2012,7:00 pm,Minnesota Timberwolves,97,Sacramento Kings,89,Box Score,,
Wed Nov 28 2012,7:30 pm,Charlotte Bobcats,91,Atlanta Hawks,94,Box Score,,
Wed Nov 28 2012,7:30 pm,Brooklyn Nets,95,Boston Celtics,83,Box Score,,
Wed Nov 28 2012,7:00 pm,Dallas Mavericks,78,Chicago Bulls,101,Box Score,,
Wed Nov 28 2012,7:30 pm,Phoenix Suns,77,Detroit Pistons,117,Box Score,,
Wed Nov 28 2012,7:30 pm,Minnesota Timberwolves,95,Los Angeles Clippers,101,Box Score,,
Wed Nov 28 2012,7:00 pm,Toronto Raptors,82,Memphis Grizzlies,103,Box Score,,
Wed Nov 28 2012,7:00 pm,New York Knicks,102,Milwaukee Bucks,88,Box Score,,
Wed Nov 28 2012,7:00 pm,Utah Jazz,96,New Orleans Hornets,84,Box Score,,
Wed Nov 28 2012,7:00 pm,Houston Rockets,98,Oklahoma City Thunder,120,Box Score,,
Wed Nov 28 2012,7:00 pm,San Antonio Spurs,110,Orlando Magic,89,Box Score,,
Wed Nov 28 2012,7:00 pm,Portland Trail Blazers,82,Washington Wizards,84,Box Score,,
Thu Nov 29 2012,7:30 pm,Denver Nuggets,105,Golden State Warriors,106,Box Score,,
Thu Nov 29 2012,8:00 pm,San Antonio Spurs,100,Miami Heat,105,Box Score,,
Fri Nov 30 2012,7:30 pm,Cleveland Cavaliers,113,Atlanta Hawks,111,Box Score,,
Fri Nov 30 2012,7:30 pm,Portland Trail Blazers,78,Boston Celtics,96,Box Score,,
Fri Nov 30 2012,7:00 pm,Philadelphia 76ers,104,Charlotte Bobcats,98,Box Score,,
Fri Nov 30 2012,7:30 pm,Denver Nuggets,103,Los Angeles Lakers,122,Box Score,,
Fri Nov 30 2012,7:00 pm,Detroit Pistons,78,Memphis Grizzlies,90,Box Score,,
Fri Nov 30 2012,7:00 pm,Milwaukee Bucks,85,Minnesota Timberwolves,95,Box Score,,
Fri Nov 30 2012,7:30 pm,Washington Wizards,87,New York Knicks,108,Box Score,,
Fri Nov 30 2012,7:00 pm,Utah Jazz,94,Oklahoma City Thunder,106,Box Score,,
Fri Nov 30 2012,7:00 pm,Brooklyn Nets,98,Orlando Magic,86,Box Score,,
Fri Nov 30 2012,7:00 pm,Indiana Pacers,97,Sacramento Kings,92,Box Score,,
Fri Nov 30 2012,7:00 pm,Phoenix Suns,97,Toronto Raptors,101,Box Score,,
Sat Dec 1 2012,7:00 pm,Philadelphia 76ers,88,Chicago Bulls,93,Box Score,,
Sat Dec 1 2012,7:30 pm,Portland Trail Blazers,118,Cleveland Cavaliers,117,Box Score,2OT,
Sat Dec 1 2012,8:00 pm,Detroit Pistons,77,Dallas Mavericks,92,Box Score,,
Sat Dec 1 2012,7:30 pm,Indiana Pacers,92,Golden State Warriors,103,Box Score,,
Sat Dec 1 2012,7:00 pm,Utah Jazz,116,Houston Rockets,124,Box Score,,
Sat Dec 1 2012,7:30 pm,Sacramento Kings,81,Los Angeles Clippers,116,Box Score,,
Sat Dec 1 2012,7:30 pm,Brooklyn Nets,89,Miami Heat,102,Box Score,,
Sat Dec 1 2012,7:30 pm,Boston Celtics,88,Milwaukee Bucks,91,Box Score,,
Sat Dec 1 2012,7:00 pm,Oklahoma City Thunder,100,New Orleans Hornets,79,Box Score,,
Sat Dec 1 2012,7:30 pm,Memphis Grizzlies,95,San Antonio Spurs,99,Box Score,OT,
Sun Dec 2 2012,6:30 pm,Orlando Magic,113,Los Angeles Lakers,103,Box Score,,
Sun Dec 2 2012,12:00 pm,Phoenix Suns,99,New York Knicks,106,Box Score,,
Mon Dec 3 2012,7:00 pm,Portland Trail Blazers,118,Charlotte Bobcats,112,Box Score,OT,
Mon Dec 3 2012,7:00 pm,Toronto Raptors,110,Denver Nuggets,113,Box Score,,
Mon Dec 3 2012,7:30 pm,Cleveland Cavaliers,79,Detroit Pistons,89,Box Score,,
Mon Dec 3 2012,7:30 pm,Orlando Magic,102,Golden State Warriors,94,Box Score,,
Mon Dec 3 2012,7:00 pm,Milwaukee Bucks,81,New Orleans Hornets,102,Box Score,,
Mon Dec 3 2012,7:00 pm,Los Angeles Clippers,105,Utah Jazz,104,Box Score,,
Tue Dec 4 2012,7:30 pm,Oklahoma City Thunder,117,Brooklyn Nets,111,Box Score,,
Tue Dec 4 2012,7:00 pm,Indiana Pacers,80,Chicago Bulls,76,Box Score,,
Tue Dec 4 2012,7:00 pm,Los Angeles Lakers,105,Houston Rockets,107,Box Score,,
Tue Dec 4 2012,7:00 pm,Phoenix Suns,98,Memphis Grizzlies,108,Box Score,OT,
Tue Dec 4 2012,7:00 pm,Minnesota Timberwolves,105,Philadelphia 76ers,88,Box Score,,
Tue Dec 4 2012,7:00 pm,Miami Heat,101,Washington Wizards,105,Box Score,,
Wed Dec 5 2012,8:00 pm,Denver Nuggets,104,Atlanta Hawks,108,Box Score,,
Wed Dec 5 2012,7:30 pm,Minnesota Timberwolves,94,Boston Celtics,104,Box Score,,
Wed Dec 5 2012,7:00 pm,New York Knicks,100,Charlotte Bobcats,98,Box Score,,
Wed Dec 5 2012,8:00 pm,Chicago Bulls,95,Cleveland Cavaliers,85,Box Score,,
Wed Dec 5 2012,7:30 pm,Golden State Warriors,104,Detroit Pistons,97,Box Score,,
Wed Dec 5 2012,7:00 pm,Portland Trail Blazers,92,Indiana Pacers,99,Box Score,,
Wed Dec 5 2012,7:30 pm,Dallas Mavericks,90,Los Angeles Clippers,112,Box Score,,
Wed Dec 5 2012,7:00 pm,Los Angeles Lakers,103,New Orleans Hornets,87,Box Score,,
Wed Dec 5 2012,7:00 pm,Toronto Raptors,100,Sacramento Kings,107,Box Score,,
Wed Dec 5 2012,7:30 pm,Milwaukee Bucks,99,San Antonio Spurs,110,Box Score,,
Wed Dec 5 2012,7:00 pm,Orlando Magic,81,Utah Jazz,87,Box Score,,
Thu Dec 6 2012,8:00 pm,New York Knicks,112,Miami Heat,92,Box Score,,
Thu Dec 6 2012,8:30 pm,Dallas Mavericks,97,Phoenix Suns,94,Box Score,,
Fri Dec 7 2012,7:30 pm,Washington Wizards,95,Atlanta Hawks,104,Box Score,,
Fri Dec 7 2012,7:30 pm,Golden State Warriors,109,Brooklyn Nets,102,Box Score,,
Fri Dec 7 2012,7:30 pm,Chicago Bulls,108,Detroit Pistons,104,Box Score,,
Fri Dec 7 2012,7:00 pm,Denver Nuggets,92,Indiana Pacers,89,Box Score,,
Fri Dec 7 2012,7:30 pm,Charlotte Bobcats,93,Milwaukee Bucks,108,Box Score,,
Fri Dec 7 2012,7:00 pm,Cleveland Cavaliers,73,Minnesota Timberwolves,91,Box Score,,
Fri Dec 7 2012,7:00 pm,Memphis Grizzlies,96,New Orleans Hornets,89,Box Score,,
Fri Dec 7 2012,8:30 pm,Los Angeles Lakers,108,Oklahoma City Thunder,114,Box Score,,
Fri Dec 7 2012,7:00 pm,Boston Celtics,94,Philadelphia 76ers,95,Box Score,OT,
Fri Dec 7 2012,7:00 pm,Orlando Magic,82,Sacramento Kings,91,Box Score,,
Fri Dec 7 2012,7:30 pm,Houston Rockets,92,San Antonio Spurs,114,Box Score,,
