Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Notes
Fri Dec 3 2010,7:30 PM,Minnesota Timberwolves,101,San Antonio Spurs,107,Box Score,,
Fri Dec 3 2010,7:00 PM,Oklahoma City Thunder,99,Toronto Raptors,111,Box Score,,
Fri Dec 3 2010,8:30 PM,Dallas Mavericks,93,Utah Jazz,81,Box Score,,
Fri Dec 3 2010,7:00 PM,Portland Trail Blazers,79,Washington Wizards,83,Box Score,,
Sat Dec 4 2010,7:00 PM,Houston Rockets,116,Chicago Bulls,119,Box Score,OT,
Sat Dec 4 2010,7:30 PM,Atlanta Hawks,77,Miami Heat,89,Box Score,,
Sat Dec 4 2010,7:30 PM,Orlando Magic,85,Milwaukee Bucks,96,Box Score,,
Sat Dec 4 2010,7:00 PM,Cleveland Cavaliers,95,Minnesota Timberwolves,129,Box Score,,
Sat Dec 4 2010,7:30 PM,Charlotte Bobcats,91,Philadelphia 76ers,109,Box Score,,
Sat Dec 4 2010,7:00 PM,Dallas Mavericks,105,Sacramento Kings,103,Box Score,,
Sun Dec 5 2010,6:00 PM,Memphis Grizzlies,107,Denver Nuggets,108,Box Score,,
Sun Dec 5 2010,6:00 PM,Cleveland Cavaliers,92,Detroit Pistons,102,Box Score,,
Sun Dec 5 2010,1:00 PM,Boston Celtics,100,New Jersey Nets,75,Box Score,,
Sun Dec 5 2010,6:00 PM,Golden State Warriors,109,Oklahoma City Thunder,114,Box Score,,
Sun Dec 5 2010,6:00 PM,Washington Wizards,108,Phoenix Suns,125,Box Score,,
Sun Dec 5 2010,6:00 PM,Los Angeles Clippers,91,Portland Trail Blazers,100,Box Score,,
Sun Dec 5 2010,6:00 PM,New Orleans Hornets,84,San Antonio Spurs,109,Box Score,,
Sun Dec 5 2010,1:00 PM,New York Knicks,116,Toronto Raptors,99,Box Score,,
Mon Dec 6 2010,7:00 PM,Oklahoma City Thunder,90,Chicago Bulls,99,Box Score,,
Mon Dec 6 2010,7:00 PM,Toronto Raptors,100,Indiana Pacers,124,Box Score,,
Mon Dec 6 2010,7:30 PM,Sacramento Kings,91,Los Angeles Clippers,98,Box Score,,
Mon Dec 6 2010,7:00 PM,Miami Heat,88,Milwaukee Bucks,78,Box Score,,
Mon Dec 6 2010,7:30 PM,Minnesota Timberwolves,114,New York Knicks,121,Box Score,,
Mon Dec 6 2010,7:00 PM,Atlanta Hawks,80,Orlando Magic,74,Box Score,,
Mon Dec 6 2010,7:00 PM,Memphis Grizzlies,85,Utah Jazz,94,Box Score,,
Tue Dec 7 2010,7:00 PM,New Jersey Nets,101,Atlanta Hawks,116,Box Score,,
Tue Dec 7 2010,7:00 PM,Denver Nuggets,98,Charlotte Bobcats,100,Box Score,,
Tue Dec 7 2010,7:30 PM,Golden State Warriors,100,Dallas Mavericks,105,Box Score,,
Tue Dec 7 2010,7:30 PM,Detroit Pistons,83,Houston Rockets,97,Box Score,,
Tue Dec 7 2010,7:30 PM,Washington Wizards,108,Los Angeles Lakers,115,Box Score,,
Tue Dec 7 2010,7:00 PM,Cleveland Cavaliers,97,Philadelphia 76ers,117,Box Score,,
Tue Dec 7 2010,7:00 PM,Phoenix Suns,99,Portland Trail Blazers,106,Box Score,,
Wed Dec 8 2010,7:00 PM,Denver Nuggets,89,Boston Celtics,105,Box Score,,
Wed Dec 8 2010,7:00 PM,Chicago Bulls,88,Cleveland Cavaliers,83,Box Score,,
Wed Dec 8 2010,7:30 PM,Los Angeles Lakers,87,Los Angeles Clippers,86,Box Score,,
Wed Dec 8 2010,7:00 PM,Indiana Pacers,95,Milwaukee Bucks,97,Box Score,,
Wed Dec 8 2010,7:00 PM,Oklahoma City Thunder,111,Minnesota Timberwolves,103,Box Score,,
Wed Dec 8 2010,7:00 PM,Detroit Pistons,74,New Orleans Hornets,93,Box Score,,
Wed Dec 8 2010,7:30 PM,Toronto Raptors,110,New York Knicks,113,Box Score,,
Wed Dec 8 2010,7:00 PM,Memphis Grizzlies,104,Phoenix Suns,98,Box Score,OT,
Wed Dec 8 2010,7:00 PM,Washington Wizards,91,Sacramento Kings,116,Box Score,,
Wed Dec 8 2010,7:30 PM,Golden State Warriors,94,San Antonio Spurs,111,Box Score,,
Wed Dec 8 2010,7:00 PM,Miami Heat,111,Utah Jazz,98,Box Score,,
Thu Dec 9 2010,7:30 PM,New Jersey Nets,89,Dallas Mavericks,102,Box Score,,
Thu Dec 9 2010,8:00 PM,Boston Celtics,102,Philadelphia 76ers,101,Box Score,,
Thu Dec 9 2010,7:30 PM,Orlando Magic,83,Portland Trail Blazers,97,Box Score,,
Fri Dec 10 2010,7:00 PM,Los Angeles Lakers,84,Chicago Bulls,88,Box Score,,
Fri Dec 10 2010,7:30 PM,Miami Heat,106,Golden State Warriors,84,Box Score,,
Fri Dec 10 2010,7:00 PM,Charlotte Bobcats,92,Indiana Pacers,100,Box Score,,
Fri Dec 10 2010,7:30 PM,Houston Rockets,91,Milwaukee Bucks,97,Box Score,,
Fri Dec 10 2010,7:00 PM,Detroit Pistons,99,Minnesota Timberwolves,109,Box Score,,
Fri Dec 10 2010,7:00 PM,Oklahoma City Thunder,97,New Orleans Hornets,92,Box Score,,
Fri Dec 10 2010,7:00 PM,Portland Trail Blazers,101,Phoenix Suns,94,Box Score,,
Fri Dec 10 2010,7:30 PM,Atlanta Hawks,92,San Antonio Spurs,108,Box Score,,
Fri Dec 10 2010,7:00 PM,Denver Nuggets,123,Toronto Raptors,116,Box Score,,
Fri Dec 10 2010,7:00 PM,Orlando Magic,105,Utah Jazz,117,Box Score,,
Fri Dec 10 2010,7:00 PM,New York Knicks,101,Washington Wizards,95,Box Score,,
Sat Dec 11 2010,7:00 PM,Indiana Pacers,83,Atlanta Hawks,97,Box Score,,
Sat Dec 11 2010,7:00 PM,Boston Celtics,93,Charlotte Bobcats,62,Box Score,,
Sat Dec 11 2010,7:00 PM,Minnesota Timberwolves,82,Chicago Bulls,113,Box Score,,
Sat Dec 11 2010,7:30 PM,Utah Jazz,97,Dallas Mavericks,103,Box Score,,
Sat Dec 11 2010,7:30 PM,Toronto Raptors,120,Detroit Pistons,116,Box Score,,
Sat Dec 11 2010,7:30 PM,Cleveland Cavaliers,95,Houston Rockets,110,Box Score,,
Sat Dec 11 2010,12:30 PM,Memphis Grizzlies,84,Los Angeles Clippers,83,Box Score,,
Sat Dec 11 2010,7:00 PM,Miami Heat,104,Sacramento Kings,83,Box Score,,
Sun Dec 12 2010,6:30 PM,Orlando Magic,94,Los Angeles Clippers,85,Box Score,,
Sun Dec 12 2010,1:00 PM,Los Angeles Lakers,99,New Jersey Nets,92,Box Score,,
Sun Dec 12 2010,12:00 PM,Denver Nuggets,125,New York Knicks,129,Box Score,,
Sun Dec 12 2010,6:00 PM,Cleveland Cavaliers,77,Oklahoma City Thunder,106,Box Score,,
Sun Dec 12 2010,12:00 PM,New Orleans Hornets,70,Philadelphia 76ers,88,Box Score,,
Sun Dec 12 2010,2:30 PM,Portland Trail Blazers,78,San Antonio Spurs,95,Box Score,,
Mon Dec 13 2010,7:00 PM,Indiana Pacers,73,Chicago Bulls,92,Box Score,,
Mon Dec 13 2010,7:30 PM,Milwaukee Bucks,103,Dallas Mavericks,99,Box Score,,
Mon Dec 13 2010,7:00 PM,Portland Trail Blazers,73,Memphis Grizzlies,86,Box Score,,
Mon Dec 13 2010,7:30 PM,New Orleans Hornets,84,Miami Heat,96,Box Score,,
Mon Dec 13 2010,7:00 PM,Golden State Warriors,95,Utah Jazz,108,Box Score,,
Tue Dec 14 2010,7:00 PM,Toronto Raptors,91,Charlotte Bobcats,97,Box Score,,
Tue Dec 14 2010,7:00 PM,Orlando Magic,94,Denver Nuggets,111,Box Score,,
Tue Dec 14 2010,7:30 PM,Atlanta Hawks,80,Detroit Pistons,103,Box Score,,
Tue Dec 14 2010,7:30 PM,Minnesota Timberwolves,99,Golden State Warriors,108,Box Score,,
Tue Dec 14 2010,7:30 PM,Sacramento Kings,105,Houston Rockets,118,Box Score,,
Tue Dec 14 2010,7:00 PM,Philadelphia 76ers,82,New Jersey Nets,77,Box Score,,
Tue Dec 14 2010,7:00 PM,Los Angeles Lakers,103,Washington Wizards,89,Box Score,,
Wed Dec 15 2010,8:30 PM,Portland Trail Blazers,98,Dallas Mavericks,103,Box Score,,
Wed Dec 15 2010,7:00 PM,Los Angeles Lakers,109,Indiana Pacers,94,Box Score,,
Wed Dec 15 2010,7:00 PM,Charlotte Bobcats,80,Memphis Grizzlies,113,Box Score,,
Wed Dec 15 2010,7:30 PM,Cleveland Cavaliers,95,Miami Heat,101,Box Score,,
Wed Dec 15 2010,7:00 PM,Sacramento Kings,91,New Orleans Hornets,94,Box Score,,
Wed Dec 15 2010,7:00 PM,Boston Celtics,118,New York Knicks,116,Box Score,,
Wed Dec 15 2010,7:00 PM,Houston Rockets,105,Oklahoma City Thunder,117,Box Score,,
Wed Dec 15 2010,7:00 PM,Los Angeles Clippers,91,Philadelphia 76ers,105,Box Score,,
Wed Dec 15 2010,7:00 PM,Minnesota Timberwolves,122,Phoenix Suns,128,Box Score,,
Wed Dec 15 2010,7:30 PM,Milwaukee Bucks,90,San Antonio Spurs,92,Box Score,,
Wed Dec 15 2010,7:00 PM,Chicago Bulls,110,Toronto Raptors,93,Box Score,,
Thu Dec 16 2010,8:00 PM,Atlanta Hawks,90,Boston Celtics,102,Box Score,,
Thu Dec 16 2010,8:30 PM,San Antonio Spurs,113,Denver Nuggets,112,Box Score,,
Thu Dec 16 2010,7:00 PM,Washington Wizards,89,New Jersey Nets,97,Box Score,,
Fri Dec 17 2010,7:30 PM,Charlotte Bobcats,85,Atlanta Hawks,90,Box Score,,
Fri Dec 17 2010,8:30 PM,Phoenix Suns,91,Dallas Mavericks,106,Box Score,,
Fri Dec 17 2010,7:30 PM,Los Angeles Clippers,109,Detroit Pistons,88,Box Score,,
Fri Dec 17 2010,7:30 PM,Memphis Grizzlies,87,Houston Rockets,103,Box Score,,
Fri Dec 17 2010,7:00 PM,Cleveland Cavaliers,99,Indiana Pacers,108,Box Score,,
Fri Dec 17 2010,7:00 PM,Utah Jazz,71,New Orleans Hornets,100,Box Score,,
Fri Dec 17 2010,7:00 PM,Miami Heat,113,New York Knicks,91,Box Score,,
Fri Dec 17 2010,7:00 PM,Sacramento Kings,87,Oklahoma City Thunder,102,Box Score,,
Fri Dec 17 2010,7:00 PM,Los Angeles Lakers,93,Philadelphia 76ers,81,Box Score,,
Fri Dec 17 2010,7:00 PM,Minnesota Timberwolves,102,Portland Trail Blazers,107,Box Score,,
Fri Dec 17 2010,7:00 PM,New Jersey Nets,92,Toronto Raptors,98,Box Score,,
Sat Dec 18 2010,7:00 PM,Los Angeles Clippers,100,Chicago Bulls,99,Box Score,,
Sat Dec 18 2010,7:30 PM,New York Knicks,102,Cleveland Cavaliers,109,Box Score,OT,
Sat Dec 18 2010,7:00 PM,Minnesota Timberwolves,113,Denver Nuggets,115,Box Score,,
Sat Dec 18 2010,7:30 PM,Utah Jazz,95,Milwaukee Bucks,86,Box Score,,
Sat Dec 18 2010,7:00 PM,Philadelphia 76ers,97,Orlando Magic,89,Box Score,,
Sat Dec 18 2010,7:00 PM,Golden State Warriors,95,Portland Trail Blazers,96,Box Score,,
Sat Dec 18 2010,7:30 PM,Memphis Grizzlies,106,San Antonio Spurs,112,Box Score,OT,
Sat Dec 18 2010,7:00 PM,Miami Heat,95,Washington Wizards,94,Box Score,,
Sun Dec 19 2010,1:00 PM,Indiana Pacers,88,Boston Celtics,99,Box Score,,
Sun Dec 19 2010,6:00 PM,New Orleans Hornets,108,Detroit Pistons,111,Box Score,OT,
Sun Dec 19 2010,1:00 PM,Atlanta Hawks,82,New Jersey Nets,89,Box Score,,
Sun Dec 19 2010,6:00 PM,Phoenix Suns,113,Oklahoma City Thunder,110,Box Score,,
Sun Dec 19 2010,3:00 PM,Houston Rockets,102,Sacramento Kings,93,Box Score,,
Sun Dec 19 2010,1:00 PM,Los Angeles Lakers,120,Toronto Raptors,110,Box Score,,
Mon Dec 20 2010,7:00 PM,Orlando Magic,81,Atlanta Hawks,91,Box Score,,
Mon Dec 20 2010,7:00 PM,Utah Jazz,101,Cleveland Cavaliers,90,Box Score,,
Mon Dec 20 2010,7:30 PM,Houston Rockets,121,Golden State Warriors,112,Box Score,,
Mon Dec 20 2010,7:00 PM,New Orleans Hornets,93,Indiana Pacers,94,Box Score,,
Mon Dec 20 2010,7:30 PM,Minnesota Timberwolves,90,Los Angeles Clippers,113,Box Score,,
Mon Dec 20 2010,7:30 PM,Dallas Mavericks,98,Miami Heat,96,Box Score,,
Mon Dec 20 2010,7:00 PM,Milwaukee Bucks,80,Portland Trail Blazers,106,Box Score,,
Mon Dec 20 2010,7:30 PM,Phoenix Suns,110,San Antonio Spurs,118,Box Score,,
Mon Dec 20 2010,7:00 PM,Charlotte Bobcats,75,Washington Wizards,108,Box Score,,
Tue Dec 21 2010,7:00 PM,Oklahoma City Thunder,99,Charlotte Bobcats,81,Box Score,,
Tue Dec 21 2010,7:00 PM,Philadelphia 76ers,76,Chicago Bulls,121,Box Score,,
Tue Dec 21 2010,7:30 PM,Milwaukee Bucks,98,Los Angeles Lakers,79,Box Score,,
Tue Dec 21 2010,7:00 PM,New Jersey Nets,101,Memphis Grizzlies,94,Box Score,,
Tue Dec 21 2010,7:00 PM,Dallas Mavericks,105,Orlando Magic,99,Box Score,,
Tue Dec 21 2010,7:00 PM,Golden State Warriors,117,Sacramento Kings,109,Box Score,OT,
Wed Dec 22 2010,7:00 PM,Cleveland Cavaliers,84,Atlanta Hawks,98,Box Score,,
Wed Dec 22 2010,7:30 PM,Philadelphia 76ers,80,Boston Celtics,84,Box Score,,
Wed Dec 22 2010,7:30 PM,Houston Rockets,97,Los Angeles Clippers,92,Box Score,,
Wed Dec 22 2010,7:00 PM,Utah Jazz,112,Minnesota Timberwolves,107,Box Score,,
Wed Dec 22 2010,7:00 PM,New Jersey Nets,91,New Orleans Hornets,105,Box Score,,
Wed Dec 22 2010,7:30 PM,Oklahoma City Thunder,98,New York Knicks,112,Box Score,,
Wed Dec 22 2010,7:30 PM,Denver Nuggets,103,San Antonio Spurs,109,Box Score,,
Wed Dec 22 2010,7:00 PM,Detroit Pistons,115,Toronto Raptors,93,Box Score,,
Wed Dec 22 2010,7:00 PM,Chicago Bulls,87,Washington Wizards,80,Box Score,,
Thu Dec 23 2010,8:00 PM,San Antonio Spurs,101,Orlando Magic,123,Box Score,,
Thu Dec 23 2010,8:30 PM,Miami Heat,95,Phoenix Suns,83,Box Score,,
Thu Dec 23 2010,7:00 PM,Milwaukee Bucks,84,Sacramento Kings,79,Box Score,,
Sat Dec 25 2010,7:30 PM,Portland Trail Blazers,102,Golden State Warriors,109,Box Score,,
Sat Dec 25 2010,2:00 PM,Miami Heat,96,Los Angeles Lakers,80,Box Score,,
Sat Dec 25 2010,12:00 PM,Chicago Bulls,95,New York Knicks,103,Box Score,,
Sat Dec 25 2010,7:00 PM,Denver Nuggets,106,Oklahoma City Thunder,114,Box Score,,
Sat Dec 25 2010,2:30 PM,Boston Celtics,78,Orlando Magic,86,Box Score,,
Sun Dec 26 2010,6:00 PM,Minnesota Timberwolves,98,Cleveland Cavaliers,97,Box Score,,
Sun Dec 26 2010,6:00 PM,Philadelphia 76ers,95,Denver Nuggets,89,Box Score,,
Sun Dec 26 2010,6:00 PM,Chicago Bulls,95,Detroit Pistons,92,Box Score,OT,
Sun Dec 26 2010,7:00 PM,Memphis Grizzlies,104,Indiana Pacers,90,Box Score,,
Sun Dec 26 2010,12:00 PM,Phoenix Suns,103,Los Angeles Clippers,108,Box Score,,
Sun Dec 26 2010,6:00 PM,Atlanta Hawks,86,New Orleans Hornets,93,Box Score,,
Sun Dec 26 2010,6:00 PM,Washington Wizards,80,San Antonio Spurs,94,Box Score,,
Mon Dec 27 2010,7:00 PM,Detroit Pistons,100,Charlotte Bobcats,105,Box Score,,
Mon Dec 27 2010,7:30 PM,Philadelphia 76ers,95,Golden State Warriors,110,Box Score,,
Mon Dec 27 2010,7:30 PM,Washington Wizards,93,Houston Rockets,100,Box Score,,
Mon Dec 27 2010,7:00 PM,Toronto Raptors,85,Memphis Grizzlies,96,Box Score,,
Mon Dec 27 2010,7:00 PM,Atlanta Hawks,95,Milwaukee Bucks,80,Box Score,,
Mon Dec 27 2010,7:00 PM,New Orleans Hornets,98,Minnesota Timberwolves,113,Box Score,,
Mon Dec 27 2010,7:00 PM,Orlando Magic,104,New Jersey Nets,88,Box Score,,
Mon Dec 27 2010,7:00 PM,Dallas Mavericks,103,Oklahoma City Thunder,93,Box Score,,
Mon Dec 27 2010,7:00 PM,Los Angeles Clippers,100,Sacramento Kings,99,Box Score,,
Mon Dec 27 2010,7:00 PM,Portland Trail Blazers,96,Utah Jazz,91,Box Score,,
Tue Dec 28 2010,7:00 PM,Milwaukee Bucks,77,Chicago Bulls,90,Box Score,,
Tue Dec 28 2010,7:00 PM,Orlando Magic,110,Cleveland Cavaliers,95,Box Score,,
Tue Dec 28 2010,7:30 PM,Toronto Raptors,84,Dallas Mavericks,76,Box Score,,
Tue Dec 28 2010,7:00 PM,Portland Trail Blazers,77,Denver Nuggets,95,Box Score,,
Tue Dec 28 2010,7:00 PM,Boston Celtics,95,Indiana Pacers,83,Box Score,,
Tue Dec 28 2010,7:30 PM,New York Knicks,98,Miami Heat,106,Box Score,,
Tue Dec 28 2010,7:30 PM,Los Angeles Lakers,82,San Antonio Spurs,97,Box Score,,
Wed Dec 29 2010,7:00 PM,Golden State Warriors,93,Atlanta Hawks,103,Box Score,,
Wed Dec 29 2010,7:00 PM,Cleveland Cavaliers,92,Charlotte Bobcats,101,Box Score,,
Wed Dec 29 2010,7:30 PM,Boston Celtics,92,Detroit Pistons,104,Box Score,,
Wed Dec 29 2010,7:30 PM,Miami Heat,125,Houston Rockets,119,Box Score,,
Wed Dec 29 2010,7:30 PM,Utah Jazz,103,Los Angeles Clippers,95,Box Score,,
Wed Dec 29 2010,7:00 PM,Denver Nuggets,119,Minnesota Timberwolves,113,Box Score,,
Wed Dec 29 2010,7:00 PM,Los Angeles Lakers,103,New Orleans Hornets,88,Box Score,,
Wed Dec 29 2010,7:00 PM,New Jersey Nets,93,Oklahoma City Thunder,114,Box Score,,
Wed Dec 29 2010,7:00 PM,Philadelphia 76ers,123,Phoenix Suns,110,Box Score,,
Wed Dec 29 2010,7:00 PM,Memphis Grizzlies,98,Sacramento Kings,100,Box Score,,
Wed Dec 29 2010,7:00 PM,Indiana Pacers,90,Washington Wizards,104,Box Score,,
Thu Dec 30 2010,8:30 PM,San Antonio Spurs,99,Dallas Mavericks,93,Box Score,,
Thu Dec 30 2010,7:00 PM,New York Knicks,103,Orlando Magic,112,Box Score,,
Thu Dec 30 2010,7:00 PM,Utah Jazz,89,Portland Trail Blazers,100,Box Score,,
Fri Dec 31 2010,3:00 PM,New Orleans Hornets,83,Boston Celtics,81,Box Score,,
Fri Dec 31 2010,3:00 PM,Golden State Warriors,96,Charlotte Bobcats,95,Box Score,,
Fri Dec 31 2010,2:00 PM,New Jersey Nets,81,Chicago Bulls,90,Box Score,,
Fri Dec 31 2010,6:00 PM,Toronto Raptors,105,Houston Rockets,114,Box Score,,
Fri Dec 31 2010,3:00 PM,Washington Wizards,86,Indiana Pacers,95,Box Score,,
Fri Dec 31 2010,7:30 PM,Philadelphia 76ers,98,Los Angeles Lakers,102,Box Score,,
Fri Dec 31 2010,7:00 PM,Atlanta Hawks,94,Oklahoma City Thunder,103,Box Score,,
Fri Dec 31 2010,7:00 PM,Detroit Pistons,75,Phoenix Suns,92,Box Score,,
Sat Jan 1 2011,6:00 PM,Cleveland Cavaliers,91,Chicago Bulls,100,Box Score,,
Sat Jan 1 2011,7:00 PM,Sacramento Kings,86,Denver Nuggets,104,Box Score,,
Sat Jan 1 2011,7:30 PM,Golden State Warriors,107,Miami Heat,114,Box Score,,
Sat Jan 1 2011,8:00 PM,Dallas Mavericks,87,Milwaukee Bucks,99,Box Score,,
Sat Jan 1 2011,7:00 PM,New Jersey Nets,88,Minnesota Timberwolves,103,Box Score,,
Sat Jan 1 2011,7:30 PM,Oklahoma City Thunder,74,San Antonio Spurs,101,Box Score,,
Sat Jan 1 2011,7:00 PM,Memphis Grizzlies,92,Utah Jazz,98,Box Score,,
Sat Jan 1 2011,7:00 PM,New Orleans Hornets,92,Washington Wizards,81,Box Score,,
Sun Jan 2 2011,7:00 PM,Dallas Mavericks,104,Cleveland Cavaliers,95,Box Score,,
Sun Jan 2 2011,12:30 PM,Atlanta Hawks,107,Los Angeles Clippers,98,Box Score,,
Sun Jan 2 2011,6:30 PM,Memphis Grizzlies,104,Los Angeles Lakers,85,Box Score,,
Sun Jan 2 2011,1:00 PM,Indiana Pacers,92,New York Knicks,98,Box Score,,
Sun Jan 2 2011,6:00 PM,Houston Rockets,85,Portland Trail Blazers,100,Box Score,,
Sun Jan 2 2011,6:00 PM,Phoenix Suns,89,Sacramento Kings,94,Box Score,,
Sun Jan 2 2011,6:00 PM,Boston Celtics,93,Toronto Raptors,79,Box Score,,
Mon Jan 3 2011,7:30 PM,Minnesota Timberwolves,93,Boston Celtics,96,Box Score,,
Mon Jan 3 2011,7:00 PM,Miami Heat,96,Charlotte Bobcats,82,Box Score,,
Mon Jan 3 2011,7:00 PM,Houston Rockets,106,Denver Nuggets,113,Box Score,,
Mon Jan 3 2011,7:00 PM,Philadelphia 76ers,77,New Orleans Hornets,84,Box Score,,
Mon Jan 3 2011,7:00 PM,Golden State Warriors,90,Orlando Magic,110,Box Score,,
Mon Jan 3 2011,7:00 PM,Detroit Pistons,97,Utah Jazz,102,Box Score,,
Tue Jan 4 2011,7:00 PM,Toronto Raptors,91,Chicago Bulls,111,Box Score,,
Tue Jan 4 2011,7:30 PM,Portland Trail Blazers,81,Dallas Mavericks,84,Box Score,,
Tue Jan 4 2011,7:30 PM,Detroit Pistons,83,Los Angeles Lakers,108,Box Score,,
Tue Jan 4 2011,7:00 PM,Oklahoma City Thunder,105,Memphis Grizzlies,110,Box Score,,
Tue Jan 4 2011,7:30 PM,Milwaukee Bucks,89,Miami Heat,101,Box Score,,
Tue Jan 4 2011,7:30 PM,San Antonio Spurs,115,New York Knicks,128,Box Score,,
Tue Jan 4 2011,7:00 PM,Atlanta Hawks,108,Sacramento Kings,102,Box Score,,
Wed Jan 5 2011,7:30 PM,San Antonio Spurs,103,Boston Celtics,105,Box Score,,
Wed Jan 5 2011,7:00 PM,Toronto Raptors,120,Cleveland Cavaliers,105,Box Score,,
Wed Jan 5 2011,7:30 PM,Portland Trail Blazers,103,Houston Rockets,100,Box Score,,
Wed Jan 5 2011,7:30 PM,Denver Nuggets,93,Los Angeles Clippers,106,Box Score,,
Wed Jan 5 2011,7:00 PM,Charlotte Bobcats,108,Minnesota Timberwolves,105,Box Score,OT,
Wed Jan 5 2011,7:00 PM,Chicago Bulls,94,New Jersey Nets,96,Box Score,,
Wed Jan 5 2011,7:00 PM,Golden State Warriors,110,New Orleans Hornets,103,Box Score,,
Wed Jan 5 2011,7:00 PM,Milwaukee Bucks,87,Orlando Magic,97,Box Score,,
Wed Jan 5 2011,7:00 PM,Washington Wizards,97,Philadelphia 76ers,109,Box Score,,
Wed Jan 5 2011,8:30 PM,Los Angeles Lakers,99,Phoenix Suns,95,Box Score,,
Wed Jan 5 2011,7:00 PM,Atlanta Hawks,110,Utah Jazz,87,Box Score,,
Thu Jan 6 2011,7:00 PM,Oklahoma City Thunder,99,Dallas Mavericks,95,Box Score,,
Thu Jan 6 2011,7:30 PM,Denver Nuggets,102,Sacramento Kings,122,Box Score,,
Fri Jan 7 2011,7:30 PM,Toronto Raptors,102,Boston Celtics,122,Box Score,,
Fri Jan 7 2011,7:30 PM,Cleveland Cavaliers,98,Golden State Warriors,116,Box Score,,
Fri Jan 7 2011,7:00 PM,San Antonio Spurs,90,Indiana Pacers,87,Box Score,,
Fri Jan 7 2011,7:30 PM,New Orleans Hornets,97,Los Angeles Lakers,101,Box Score,,
Fri Jan 7 2011,7:00 PM,Utah Jazz,99,Memphis Grizzlies,110,Box Score,,
Fri Jan 7 2011,7:30 PM,Miami Heat,101,Milwaukee Bucks,95,Box Score,OT,
Fri Jan 7 2011,7:00 PM,Portland Trail Blazers,108,Minnesota Timberwolves,98,Box Score,,
Fri Jan 7 2011,8:00 PM,Houston Rockets,95,Orlando Magic,110,Box Score,,
Fri Jan 7 2011,7:00 PM,Chicago Bulls,99,Philadelphia 76ers,105,Box Score,,
Fri Jan 7 2011,8:30 PM,New York Knicks,121,Phoenix Suns,96,Box Score,,
Fri Jan 7 2011,7:00 PM,New Jersey Nets,77,Washington Wizards,97,Box Score,,
Sat Jan 8 2011,7:00 PM,Indiana Pacers,93,Atlanta Hawks,108,Box Score,,
Sat Jan 8 2011,7:00 PM,Washington Wizards,89,Charlotte Bobcats,104,Box Score,,
Sat Jan 8 2011,7:00 PM,Boston Celtics,79,Chicago Bulls,90,Box Score,,
Sat Jan 8 2011,7:30 PM,Orlando Magic,117,Dallas Mavericks,107,Box Score,,
Sat Jan 8 2011,7:30 PM,Philadelphia 76ers,109,Detroit Pistons,112,Box Score,OT,
Sat Jan 8 2011,7:30 PM,Utah Jazz,103,Houston Rockets,99,Box Score,OT,
Sat Jan 8 2011,7:00 PM,Milwaukee Bucks,115,New Jersey Nets,92,Box Score,,
Sat Jan 8 2011,7:00 PM,Memphis Grizzlies,100,Oklahoma City Thunder,109,Box Score,,
Sun Jan 9 2011,7:00 PM,New Orleans Hornets,96,Denver Nuggets,87,Box Score,,
Sun Jan 9 2011,12:30 PM,Golden State Warriors,91,Los Angeles Clippers,105,Box Score,,
Sun Jan 9 2011,6:30 PM,New York Knicks,87,Los Angeles Lakers,109,Box Score,,
Sun Jan 9 2011,6:00 PM,Cleveland Cavaliers,100,Phoenix Suns,108,Box Score,,
Sun Jan 9 2011,6:00 PM,Miami Heat,107,Portland Trail Blazers,100,Box Score,OT,
Sun Jan 9 2011,6:00 PM,Minnesota Timberwolves,91,San Antonio Spurs,94,Box Score,,
Sun Jan 9 2011,1:00 PM,Sacramento Kings,112,Toronto Raptors,118,Box Score,,
Mon Jan 10 2011,7:30 PM,Houston Rockets,108,Boston Celtics,102,Box Score,,
Mon Jan 10 2011,7:00 PM,Memphis Grizzlies,82,Charlotte Bobcats,96,Box Score,,
Mon Jan 10 2011,7:00 PM,Detroit Pistons,82,Chicago Bulls,95,Box Score,,
Tue Jan 11 2011,7:00 PM,Phoenix Suns,98,Denver Nuggets,132,Box Score,,
Tue Jan 11 2011,7:30 PM,Cleveland Cavaliers,57,Los Angeles Lakers,112,Box Score,,
Tue Jan 11 2011,7:00 PM,San Antonio Spurs,107,Minnesota Timberwolves,96,Box Score,,
Tue Jan 11 2011,7:00 PM,Indiana Pacers,111,Philadelphia 76ers,103,Box Score,,
Tue Jan 11 2011,7:00 PM,New York Knicks,100,Portland Trail Blazers,86,Box Score,,
Tue Jan 11 2011,7:00 PM,Sacramento Kings,133,Washington Wizards,136,Box Score,OT,
Wed Jan 12 2011,7:30 PM,Sacramento Kings,95,Boston Celtics,119,Box Score,,
Wed Jan 12 2011,7:00 PM,Chicago Bulls,91,Charlotte Bobcats,96,Box Score,,
Wed Jan 12 2011,7:30 PM,Memphis Grizzlies,107,Detroit Pistons,99,Box Score,,
Wed Jan 12 2011,7:30 PM,Los Angeles Lakers,115,Golden State Warriors,110,Box Score,,
Wed Jan 12 2011,7:30 PM,Oklahoma City Thunder,118,Houston Rockets,112,Box Score,,
Wed Jan 12 2011,7:00 PM,Dallas Mavericks,89,Indiana Pacers,102,Box Score,,
