Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Notes
Sat Nov 6 2010,7:30 PM,Houston Rockets,121,San Antonio Spurs,124,Box Score,OT,
Sat Nov 6 2010,7:00 PM,Los Angeles Clippers,107,Utah Jazz,109,Box Score,2OT,
Sat Nov 6 2010,7:00 PM,Cleveland Cavaliers,107,Washington Wizards,102,Box Score,,
Sun Nov 7 2010,5:00 PM,Phoenix Suns,118,Atlanta Hawks,114,Box Score,,
Sun Nov 7 2010,6:00 PM,Golden State Warriors,97,Detroit Pistons,102,Box Score,,
Sun Nov 7 2010,6:00 PM,Minnesota Timberwolves,94,Houston Rockets,120,Box Score,,
Sun Nov 7 2010,6:30 PM,Portland Trail Blazers,96,Los Angeles Lakers,121,Box Score,,
Sun Nov 7 2010,12:00 PM,Philadelphia 76ers,106,New York Knicks,96,Box Score,,
Sun Nov 7 2010,6:00 PM,Boston Celtics,92,Oklahoma City Thunder,83,Box Score,,
Mon Nov 8 2010,7:00 PM,San Antonio Spurs,95,Charlotte Bobcats,91,Box Score,,
Mon Nov 8 2010,7:00 PM,Denver Nuggets,92,Chicago Bulls,94,Box Score,,
Mon Nov 8 2010,7:30 PM,Boston Celtics,87,Dallas Mavericks,89,Box Score,,
Mon Nov 8 2010,7:00 PM,Phoenix Suns,99,Memphis Grizzlies,109,Box Score,,
Mon Nov 8 2010,7:00 PM,Atlanta Hawks,89,Orlando Magic,93,Box Score,,
Mon Nov 8 2010,7:00 PM,Golden State Warriors,109,Toronto Raptors,102,Box Score,,
Tue Nov 9 2010,7:00 PM,Denver Nuggets,113,Indiana Pacers,144,Box Score,,
Tue Nov 9 2010,7:30 PM,Minnesota Timberwolves,94,Los Angeles Lakers,99,Box Score,,
Tue Nov 9 2010,7:30 PM,Utah Jazz,116,Miami Heat,114,Box Score,OT,
Tue Nov 9 2010,7:00 PM,New York Knicks,80,Milwaukee Bucks,107,Box Score,,
Tue Nov 9 2010,7:00 PM,Cleveland Cavaliers,93,New Jersey Nets,91,Box Score,,
Tue Nov 9 2010,7:00 PM,Los Angeles Clippers,82,New Orleans Hornets,101,Box Score,,
Tue Nov 9 2010,7:00 PM,Detroit Pistons,78,Portland Trail Blazers,100,Box Score,,
Wed Nov 10 2010,7:00 PM,Milwaukee Bucks,108,Atlanta Hawks,91,Box Score,,
Wed Nov 10 2010,7:30 PM,New Jersey Nets,95,Cleveland Cavaliers,87,Box Score,,
Wed Nov 10 2010,7:00 PM,Dallas Mavericks,106,Memphis Grizzlies,91,Box Score,,
Wed Nov 10 2010,7:30 PM,Golden State Warriors,122,New York Knicks,117,Box Score,,
Wed Nov 10 2010,7:00 PM,Philadelphia 76ers,103,Oklahoma City Thunder,109,Box Score,,
Wed Nov 10 2010,7:00 PM,Utah Jazz,104,Orlando Magic,94,Box Score,,
Wed Nov 10 2010,7:00 PM,Minnesota Timberwolves,98,Sacramento Kings,89,Box Score,,
Wed Nov 10 2010,8:30 PM,Los Angeles Clippers,95,San Antonio Spurs,107,Box Score,,
Wed Nov 10 2010,7:00 PM,Charlotte Bobcats,101,Toronto Raptors,96,Box Score,,
Wed Nov 10 2010,7:00 PM,Houston Rockets,91,Washington Wizards,98,Box Score,,
Thu Nov 11 2010,7:00 PM,Golden State Warriors,90,Chicago Bulls,120,Box Score,,
Thu Nov 11 2010,8:30 PM,Los Angeles Lakers,112,Denver Nuggets,118,Box Score,,
Thu Nov 11 2010,8:00 PM,Boston Celtics,112,Miami Heat,107,Box Score,,
Fri Nov 12 2010,7:00 PM,Utah Jazz,90,Atlanta Hawks,86,Box Score,,
Fri Nov 12 2010,7:30 PM,Philadelphia 76ers,90,Dallas Mavericks,99,Box Score,,
Fri Nov 12 2010,7:00 PM,Houston Rockets,102,Indiana Pacers,99,Box Score,,
Fri Nov 12 2010,7:30 PM,Detroit Pistons,113,Los Angeles Clippers,107,Box Score,OT,
Fri Nov 12 2010,7:00 PM,New York Knicks,103,Minnesota Timberwolves,112,Box Score,,
Fri Nov 12 2010,8:30 PM,Portland Trail Blazers,108,Oklahoma City Thunder,110,Box Score,,
Fri Nov 12 2010,7:00 PM,Toronto Raptors,110,Orlando Magic,106,Box Score,,
Fri Nov 12 2010,7:00 PM,Sacramento Kings,89,Phoenix Suns,103,Box Score,,
Fri Nov 12 2010,7:00 PM,Charlotte Bobcats,93,Washington Wizards,85,Box Score,,
Sat Nov 13 2010,7:00 PM,Utah Jazz,96,Charlotte Bobcats,95,Box Score,,
Sat Nov 13 2010,7:00 PM,Washington Wizards,96,Chicago Bulls,103,Box Score,,
Sat Nov 13 2010,7:30 PM,Indiana Pacers,99,Cleveland Cavaliers,85,Box Score,,
Sat Nov 13 2010,7:00 PM,Boston Celtics,116,Memphis Grizzlies,110,Box Score,OT,
Sat Nov 13 2010,7:30 PM,Toronto Raptors,100,Miami Heat,109,Box Score,,
Sat Nov 13 2010,7:30 PM,Golden State Warriors,72,Milwaukee Bucks,79,Box Score,,
Sat Nov 13 2010,7:00 PM,Orlando Magic,91,New Jersey Nets,90,Box Score,,
Sat Nov 13 2010,7:00 PM,Portland Trail Blazers,87,New Orleans Hornets,107,Box Score,,
Sat Nov 13 2010,7:30 PM,Philadelphia 76ers,93,San Antonio Spurs,116,Box Score,,
Sun Nov 14 2010,2:00 PM,Minnesota Timberwolves,105,Atlanta Hawks,111,Box Score,,
Sun Nov 14 2010,6:30 PM,Phoenix Suns,121,Los Angeles Lakers,116,Box Score,,
Sun Nov 14 2010,7:30 PM,Houston Rockets,104,New York Knicks,96,Box Score,,
Sun Nov 14 2010,6:00 PM,San Antonio Spurs,117,Oklahoma City Thunder,104,Box Score,,
Sun Nov 14 2010,3:00 PM,Detroit Pistons,100,Sacramento Kings,94,Box Score,,
Mon Nov 15 2010,7:00 PM,Minnesota Timberwolves,110,Charlotte Bobcats,113,Box Score,,
Mon Nov 15 2010,7:30 PM,New Orleans Hornets,95,Dallas Mavericks,98,Box Score,,
Mon Nov 15 2010,7:30 PM,Detroit Pistons,97,Golden State Warriors,101,Box Score,,
Mon Nov 15 2010,7:30 PM,New Jersey Nets,110,Los Angeles Clippers,96,Box Score,,
Mon Nov 15 2010,7:00 PM,Memphis Grizzlies,72,Orlando Magic,89,Box Score,,
Mon Nov 15 2010,7:00 PM,Denver Nuggets,94,Phoenix Suns,100,Box Score,,
Mon Nov 15 2010,7:00 PM,Oklahoma City Thunder,115,Utah Jazz,108,Box Score,,
Tue Nov 16 2010,7:00 PM,Philadelphia 76ers,93,Cleveland Cavaliers,101,Box Score,,
Tue Nov 16 2010,7:00 PM,New York Knicks,118,Denver Nuggets,120,Box Score,,
Tue Nov 16 2010,7:30 PM,Chicago Bulls,95,Houston Rockets,92,Box Score,,
Tue Nov 16 2010,7:00 PM,Atlanta Hawks,102,Indiana Pacers,92,Box Score,,
Tue Nov 16 2010,7:00 PM,Portland Trail Blazers,100,Memphis Grizzlies,99,Box Score,,
Tue Nov 16 2010,7:00 PM,Los Angeles Lakers,118,Milwaukee Bucks,107,Box Score,,
Tue Nov 16 2010,7:00 PM,Toronto Raptors,94,Washington Wizards,109,Box Score,,
Wed Nov 17 2010,7:30 PM,Washington Wizards,83,Boston Celtics,114,Box Score,,
Wed Nov 17 2010,7:30 PM,Los Angeles Lakers,103,Detroit Pistons,90,Box Score,,
Wed Nov 17 2010,7:00 PM,Phoenix Suns,96,Miami Heat,123,Box Score,,
Wed Nov 17 2010,7:00 PM,Los Angeles Clippers,111,Minnesota Timberwolves,113,Box Score,,
Wed Nov 17 2010,7:00 PM,Dallas Mavericks,97,New Orleans Hornets,99,Box Score,,
Wed Nov 17 2010,7:00 PM,Houston Rockets,99,Oklahoma City Thunder,116,Box Score,,
Wed Nov 17 2010,7:00 PM,Toronto Raptors,94,Philadelphia 76ers,86,Box Score,,
Wed Nov 17 2010,7:00 PM,New York Knicks,113,Sacramento Kings,106,Box Score,,
Wed Nov 17 2010,8:30 PM,Chicago Bulls,94,San Antonio Spurs,103,Box Score,,
Wed Nov 17 2010,7:00 PM,New Jersey Nets,88,Utah Jazz,98,Box Score,,
Thu Nov 18 2010,7:00 PM,Los Angeles Clippers,80,Indiana Pacers,107,Box Score,,
Thu Nov 18 2010,8:00 PM,Phoenix Suns,89,Orlando Magic,105,Box Score,,
Thu Nov 18 2010,7:30 PM,Denver Nuggets,83,Portland Trail Blazers,86,Box Score,,
Fri Nov 19 2010,7:00 PM,Oklahoma City Thunder,89,Boston Celtics,84,Box Score,,
Fri Nov 19 2010,8:30 PM,Chicago Bulls,88,Dallas Mavericks,83,Box Score,,
Fri Nov 19 2010,7:30 PM,New York Knicks,125,Golden State Warriors,119,Box Score,,
Fri Nov 19 2010,7:30 PM,Charlotte Bobcats,87,Miami Heat,95,Box Score,,
Fri Nov 19 2010,7:00 PM,Los Angeles Lakers,112,Minnesota Timberwolves,95,Box Score,,
Fri Nov 19 2010,7:00 PM,Cleveland Cavaliers,101,New Orleans Hornets,108,Box Score,,
Fri Nov 19 2010,7:00 PM,Milwaukee Bucks,79,Philadelphia 76ers,90,Box Score,,
Fri Nov 19 2010,7:00 PM,New Jersey Nets,81,Sacramento Kings,86,Box Score,,
Fri Nov 19 2010,7:00 PM,Houston Rockets,96,Toronto Raptors,106,Box Score,,
Fri Nov 19 2010,7:00 PM,San Antonio Spurs,94,Utah Jazz,82,Box Score,,
Fri Nov 19 2010,7:00 PM,Memphis Grizzlies,86,Washington Wizards,89,Box Score,,
Sat Nov 20 2010,8:00 PM,Dallas Mavericks,98,Atlanta Hawks,93,Box Score,,
Sat Nov 20 2010,7:00 PM,Phoenix Suns,105,Charlotte Bobcats,123,Box Score,,
Sat Nov 20 2010,7:00 PM,New Jersey Nets,103,Denver Nuggets,107,Box Score,,
Sat Nov 20 2010,7:00 PM,Orlando Magic,90,Indiana Pacers,86,Box Score,,
Sat Nov 20 2010,7:30 PM,New York Knicks,124,Los Angeles Clippers,115,Box Score,,
Sat Nov 20 2010,7:00 PM,Miami Heat,95,Memphis Grizzlies,97,Box Score,,
Sat Nov 20 2010,7:30 PM,Oklahoma City Thunder,82,Milwaukee Bucks,81,Box Score,,
Sat Nov 20 2010,7:00 PM,Utah Jazz,103,Portland Trail Blazers,94,Box Score,,
Sat Nov 20 2010,7:30 PM,Cleveland Cavaliers,92,San Antonio Spurs,116,Box Score,,
Sun Nov 21 2010,6:00 PM,Washington Wizards,110,Detroit Pistons,115,Box Score,OT,
Sun Nov 21 2010,6:30 PM,Golden State Warriors,89,Los Angeles Lakers,117,Box Score,,
Sun Nov 21 2010,3:00 PM,New Orleans Hornets,75,Sacramento Kings,71,Box Score,,
Sun Nov 21 2010,1:00 PM,Boston Celtics,101,Toronto Raptors,102,Box Score,,
Mon Nov 22 2010,7:00 PM,Boston Celtics,99,Atlanta Hawks,76,Box Score,,
Mon Nov 22 2010,7:30 PM,Denver Nuggets,106,Golden State Warriors,89,Box Score,,
Mon Nov 22 2010,7:30 PM,Phoenix Suns,123,Houston Rockets,116,Box Score,,
Mon Nov 22 2010,7:30 PM,New Orleans Hornets,95,Los Angeles Clippers,99,Box Score,,
Mon Nov 22 2010,7:30 PM,Indiana Pacers,93,Miami Heat,77,Box Score,,
Mon Nov 22 2010,7:00 PM,Minnesota Timberwolves,107,Oklahoma City Thunder,117,Box Score,,
Mon Nov 22 2010,7:30 PM,Orlando Magic,97,San Antonio Spurs,106,Box Score,,
Mon Nov 22 2010,7:00 PM,Sacramento Kings,83,Utah Jazz,94,Box Score,,
Tue Nov 23 2010,7:30 PM,Detroit Pistons,84,Dallas Mavericks,88,Box Score,,
Tue Nov 23 2010,7:00 PM,Cleveland Cavaliers,89,Indiana Pacers,100,Box Score,,
Tue Nov 23 2010,7:30 PM,Chicago Bulls,91,Los Angeles Lakers,98,Box Score,,
Tue Nov 23 2010,7:00 PM,Atlanta Hawks,101,New Jersey Nets,107,Box Score,OT,
Tue Nov 23 2010,7:30 PM,Charlotte Bobcats,107,New York Knicks,110,Box Score,,
Tue Nov 23 2010,7:00 PM,Philadelphia 76ers,114,Washington Wizards,116,Box Score,OT,
Wed Nov 24 2010,7:30 PM,New Jersey Nets,83,Boston Celtics,89,Box Score,,
Wed Nov 24 2010,7:00 PM,New York Knicks,99,Charlotte Bobcats,95,Box Score,,
Wed Nov 24 2010,7:00 PM,Milwaukee Bucks,81,Cleveland Cavaliers,83,Box Score,,
Wed Nov 24 2010,7:30 PM,Golden State Warriors,101,Houston Rockets,111,Box Score,,
Wed Nov 24 2010,7:00 PM,Detroit Pistons,84,Memphis Grizzlies,105,Box Score,,
Wed Nov 24 2010,7:00 PM,San Antonio Spurs,113,Minnesota Timberwolves,109,Box Score,OT,
Wed Nov 24 2010,7:00 PM,Dallas Mavericks,111,Oklahoma City Thunder,103,Box Score,,
Wed Nov 24 2010,7:30 PM,Miami Heat,95,Orlando Magic,104,Box Score,,
Wed Nov 24 2010,7:00 PM,Chicago Bulls,123,Phoenix Suns,115,Box Score,2OT,
Wed Nov 24 2010,7:00 PM,Philadelphia 76ers,90,Toronto Raptors,106,Box Score,,
Wed Nov 24 2010,7:00 PM,New Orleans Hornets,87,Utah Jazz,105,Box Score,,
Thu Nov 25 2010,8:00 PM,Washington Wizards,96,Atlanta Hawks,116,Box Score,,
Thu Nov 25 2010,7:30 PM,Sacramento Kings,82,Los Angeles Clippers,100,Box Score,,
Fri Nov 26 2010,7:30 PM,Toronto Raptors,101,Boston Celtics,110,Box Score,,
Fri Nov 26 2010,7:00 PM,Houston Rockets,89,Charlotte Bobcats,99,Box Score,,
Fri Nov 26 2010,7:00 PM,Chicago Bulls,97,Denver Nuggets,98,Box Score,,
Fri Nov 26 2010,7:30 PM,Milwaukee Bucks,89,Detroit Pistons,103,Box Score,,
Fri Nov 26 2010,8:00 PM,Oklahoma City Thunder,110,Indiana Pacers,106,Box Score,OT,
Fri Nov 26 2010,8:30 PM,Golden State Warriors,111,Memphis Grizzlies,116,Box Score,,
Fri Nov 26 2010,7:30 PM,Philadelphia 76ers,90,Miami Heat,99,Box Score,,
Fri Nov 26 2010,7:00 PM,Cleveland Cavaliers,100,Orlando Magic,111,Box Score,,
Fri Nov 26 2010,7:00 PM,Los Angeles Clippers,108,Phoenix Suns,116,Box Score,,
Fri Nov 26 2010,7:00 PM,New Orleans Hornets,97,Portland Trail Blazers,78,Box Score,,
Fri Nov 26 2010,7:30 PM,Dallas Mavericks,103,San Antonio Spurs,94,Box Score,,
Fri Nov 26 2010,7:00 PM,Los Angeles Lakers,96,Utah Jazz,102,Box Score,,
Sat Nov 27 2010,7:30 PM,Memphis Grizzlies,86,Cleveland Cavaliers,92,Box Score,,
Sat Nov 27 2010,7:30 PM,Miami Heat,95,Dallas Mavericks,106,Box Score,,
Sat Nov 27 2010,8:00 PM,Charlotte Bobcats,101,Milwaukee Bucks,104,Box Score,,
Sat Nov 27 2010,7:00 PM,Golden State Warriors,104,Minnesota Timberwolves,94,Box Score,,
Sat Nov 27 2010,1:00 PM,Atlanta Hawks,99,New York Knicks,90,Box Score,,
Sat Nov 27 2010,7:30 PM,New Jersey Nets,86,Philadelphia 76ers,102,Box Score,,
Sat Nov 27 2010,7:00 PM,Chicago Bulls,96,Sacramento Kings,85,Box Score,,
Sat Nov 27 2010,7:00 PM,Orlando Magic,100,Washington Wizards,99,Box Score,,
Sun Nov 28 2010,6:00 PM,Phoenix Suns,133,Denver Nuggets,138,Box Score,,
Sun Nov 28 2010,1:30 PM,New York Knicks,125,Detroit Pistons,116,Box Score,2OT,
Sun Nov 28 2010,6:00 PM,Oklahoma City Thunder,98,Houston Rockets,99,Box Score,,
Sun Nov 28 2010,12:30 PM,Utah Jazz,109,Los Angeles Clippers,97,Box Score,,
Sun Nov 28 2010,6:30 PM,Indiana Pacers,95,Los Angeles Lakers,92,Box Score,,
Sun Nov 28 2010,7:00 PM,Portland Trail Blazers,96,New Jersey Nets,98,Box Score,,
Sun Nov 28 2010,2:00 PM,San Antonio Spurs,109,New Orleans Hornets,95,Box Score,,
Sun Nov 28 2010,1:00 PM,Atlanta Hawks,96,Toronto Raptors,78,Box Score,,
Mon Nov 29 2010,7:30 PM,Houston Rockets,91,Dallas Mavericks,101,Box Score,,
Mon Nov 29 2010,7:30 PM,Washington Wizards,94,Miami Heat,105,Box Score,,
Mon Nov 29 2010,7:00 PM,New Orleans Hornets,89,Oklahoma City Thunder,95,Box Score,,
Mon Nov 29 2010,7:00 PM,Milwaukee Bucks,88,Utah Jazz,109,Box Score,,
Tue Nov 30 2010,7:00 PM,Boston Celtics,106,Cleveland Cavaliers,87,Box Score,,
Tue Nov 30 2010,7:30 PM,San Antonio Spurs,118,Golden State Warriors,98,Box Score,,
Tue Nov 30 2010,7:00 PM,Los Angeles Lakers,96,Memphis Grizzlies,98,Box Score,,
Tue Nov 30 2010,7:30 PM,New Jersey Nets,100,New York Knicks,111,Box Score,,
Tue Nov 30 2010,7:00 PM,Detroit Pistons,79,Orlando Magic,90,Box Score,,
Tue Nov 30 2010,7:00 PM,Portland Trail Blazers,79,Philadelphia 76ers,88,Box Score,,
Tue Nov 30 2010,7:00 PM,Indiana Pacers,107,Sacramento Kings,98,Box Score,,
Wed Dec 1 2010,7:00 PM,Memphis Grizzlies,109,Atlanta Hawks,112,Box Score,,
Wed Dec 1 2010,7:30 PM,Portland Trail Blazers,95,Boston Celtics,99,Box Score,,
Wed Dec 1 2010,7:00 PM,Orlando Magic,107,Chicago Bulls,78,Box Score,,
Wed Dec 1 2010,7:30 PM,Minnesota Timberwolves,86,Dallas Mavericks,100,Box Score,,
Wed Dec 1 2010,7:00 PM,Milwaukee Bucks,94,Denver Nuggets,105,Box Score,,
Wed Dec 1 2010,7:30 PM,Los Angeles Lakers,99,Houston Rockets,109,Box Score,,
Wed Dec 1 2010,7:30 PM,San Antonio Spurs,85,Los Angeles Clippers,90,Box Score,,
Wed Dec 1 2010,7:30 PM,Detroit Pistons,72,Miami Heat,97,Box Score,,
Wed Dec 1 2010,7:00 PM,Oklahoma City Thunder,123,New Jersey Nets,120,Box Score,3OT,
Wed Dec 1 2010,7:00 PM,Charlotte Bobcats,73,New Orleans Hornets,89,Box Score,,
Wed Dec 1 2010,7:00 PM,Washington Wizards,108,Toronto Raptors,127,Box Score,,
Wed Dec 1 2010,7:00 PM,Indiana Pacers,88,Utah Jazz,110,Box Score,,
Thu Dec 2 2010,8:00 PM,Miami Heat,118,Cleveland Cavaliers,90,Box Score,,
Thu Dec 2 2010,7:30 PM,Phoenix Suns,107,Golden State Warriors,101,Box Score,,
Fri Dec 3 2010,7:30 PM,Philadelphia 76ers,88,Atlanta Hawks,93,Box Score,,
Fri Dec 3 2010,8:00 PM,Chicago Bulls,92,Boston Celtics,104,Box Score,,
Fri Dec 3 2010,7:00 PM,New Jersey Nets,84,Charlotte Bobcats,91,Box Score,OT,
Fri Dec 3 2010,7:00 PM,Los Angeles Clippers,104,Denver Nuggets,109,Box Score,,
Fri Dec 3 2010,7:30 PM,Orlando Magic,104,Detroit Pistons,91,Box Score,,
Fri Dec 3 2010,7:30 PM,Sacramento Kings,80,Los Angeles Lakers,113,Box Score,,
Fri Dec 3 2010,7:00 PM,Houston Rockets,127,Memphis Grizzlies,111,Box Score,,
Fri Dec 3 2010,7:00 PM,New York Knicks,100,New Orleans Hornets,92,Box Score,,
Fri Dec 3 2010,7:00 PM,Indiana Pacers,97,Phoenix Suns,105,Box Score,,
