Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Notes
Fri Dec 5 2014,8:00 pm,San Antonio Spurs,107,Memphis Grizzlies,101,Box Score,,
Fri Dec 5 2014,8:30 pm,Miami Heat,85,Milwaukee Bucks,109,Box Score,,
Fri Dec 5 2014,8:00 pm,Houston Rockets,114,Minnesota Timberwolves,112,Box Score,OT,
Fri Dec 5 2014,7:00 pm,Oklahoma City Thunder,103,Philadelphia 76ers,91,Box Score,,
Fri Dec 5 2014,10:00 pm,Indiana Pacers,101,Sacramento Kings,102,Box Score,OT,
Fri Dec 5 2014,7:30 pm,Cleveland Cavaliers,105,Toronto Raptors,91,Box Score,,
Fri Dec 5 2014,9:00 pm,Orlando Magic,98,Utah Jazz,93,Box Score,,
Fri Dec 5 2014,7:00 pm,Denver Nuggets,89,Washington Wizards,119,Box Score,,
Sat Dec 6 2014,8:00 pm,Golden State Warriors,112,Chicago Bulls,102,Box Score,,
Sat Dec 6 2014,7:30 pm,Philadelphia 76ers,108,Detroit Pistons,101,Box Score,OT,
Sat Dec 6 2014,8:00 pm,Phoenix Suns,95,Houston Rockets,100,Box Score,,
Sat Dec 6 2014,10:30 pm,New Orleans Pelicans,100,Los Angeles Clippers,120,Box Score,,
Sat Dec 6 2014,10:00 pm,Orlando Magic,105,Sacramento Kings,96,Box Score,,
Sat Dec 6 2014,8:30 pm,Minnesota Timberwolves,101,San Antonio Spurs,123,Box Score,,
Sun Dec 7 2014,3:30 pm,Denver Nuggets,84,Atlanta Hawks,96,Box Score,,
Sun Dec 7 2014,1:00 pm,Washington Wizards,93,Boston Celtics,101,Box Score,,
Sun Dec 7 2014,7:30 pm,Milwaukee Bucks,102,Dallas Mavericks,125,Box Score,,
Sun Dec 7 2014,6:00 pm,Oklahoma City Thunder,96,Detroit Pistons,94,Box Score,,
Sun Dec 7 2014,9:30 pm,New Orleans Pelicans,104,Los Angeles Lakers,87,Box Score,,
Sun Dec 7 2014,6:00 pm,Miami Heat,87,Memphis Grizzlies,103,Box Score,,
Sun Dec 7 2014,7:30 pm,Portland Trail Blazers,103,New York Knicks,99,Box Score,,
Mon Dec 8 2014,7:30 pm,Cleveland Cavaliers,110,Brooklyn Nets,88,Box Score,,
Mon Dec 8 2014,7:00 pm,Atlanta Hawks,108,Indiana Pacers,92,Box Score,,
Mon Dec 8 2014,10:30 pm,Phoenix Suns,120,Los Angeles Clippers,121,Box Score,OT,
Mon Dec 8 2014,8:00 pm,Golden State Warriors,102,Minnesota Timberwolves,86,Box Score,,
Mon Dec 8 2014,10:00 pm,Utah Jazz,92,Sacramento Kings,101,Box Score,,
Mon Dec 8 2014,7:30 pm,Denver Nuggets,107,Toronto Raptors,112,Box Score,OT,
Mon Dec 8 2014,7:00 pm,Boston Celtics,132,Washington Wizards,133,Box Score,2OT,
Tue Dec 9 2014,7:00 pm,Toronto Raptors,101,Cleveland Cavaliers,105,Box Score,,
Tue Dec 9 2014,7:30 pm,Portland Trail Blazers,98,Detroit Pistons,86,Box Score,,
Tue Dec 9 2014,10:30 pm,Sacramento Kings,95,Los Angeles Lakers,98,Box Score,,
Tue Dec 9 2014,8:00 pm,Dallas Mavericks,105,Memphis Grizzlies,114,Box Score,,
Tue Dec 9 2014,8:00 pm,New York Knicks,93,New Orleans Pelicans,104,Box Score,,
Tue Dec 9 2014,8:00 pm,Milwaukee Bucks,101,Oklahoma City Thunder,114,Box Score,,
Tue Dec 9 2014,9:00 pm,Miami Heat,103,Phoenix Suns,97,Box Score,,
Tue Dec 9 2014,9:00 pm,San Antonio Spurs,96,Utah Jazz,100,Box Score,,
Wed Dec 10 2014,7:30 pm,Philadelphia 76ers,79,Atlanta Hawks,95,Box Score,,
Wed Dec 10 2014,8:00 pm,Brooklyn Nets,80,Chicago Bulls,105,Box Score,,
Wed Dec 10 2014,7:00 pm,Boston Celtics,87,Charlotte Hornets,96,Box Score,,
Wed Dec 10 2014,8:00 pm,New Orleans Pelicans,107,Dallas Mavericks,112,Box Score,,
Wed Dec 10 2014,10:30 pm,Miami Heat,82,Denver Nuggets,102,Box Score,,
Wed Dec 10 2014,10:30 pm,Houston Rockets,93,Golden State Warriors,105,Box Score,,
Wed Dec 10 2014,7:00 pm,Los Angeles Clippers,103,Indiana Pacers,96,Box Score,,
Wed Dec 10 2014,8:00 pm,Portland Trail Blazers,82,Minnesota Timberwolves,90,Box Score,,
Wed Dec 10 2014,7:00 pm,Washington Wizards,91,Orlando Magic,89,Box Score,,
Wed Dec 10 2014,8:30 pm,New York Knicks,95,San Antonio Spurs,109,Box Score,,
Thu Dec 11 2014,8:00 pm,Cleveland Cavaliers,94,Oklahoma City Thunder,103,Box Score,,
Thu Dec 11 2014,10:30 pm,Houston Rockets,113,Sacramento Kings,109,Box Score,OT,
Fri Dec 12 2014,7:30 pm,Orlando Magic,81,Atlanta Hawks,87,Box Score,,
Fri Dec 12 2014,7:30 pm,New York Knicks,101,Boston Celtics,95,Box Score,,
Fri Dec 12 2014,7:30 pm,Philadelphia 76ers,70,Brooklyn Nets,88,Box Score,,
Fri Dec 12 2014,7:00 pm,Portland Trail Blazers,106,Chicago Bulls,115,Box Score,,
Fri Dec 12 2014,8:00 pm,Charlotte Hornets,107,Memphis Grizzlies,113,Box Score,2OT,
Fri Dec 12 2014,8:00 pm,Oklahoma City Thunder,111,Minnesota Timberwolves,92,Box Score,,
Fri Dec 12 2014,8:00 pm,Cleveland Cavaliers,114,New Orleans Pelicans,119,Box Score,,
Fri Dec 12 2014,9:00 pm,Detroit Pistons,105,Phoenix Suns,103,Box Score,,
Fri Dec 12 2014,9:30 pm,Los Angeles Lakers,112,San Antonio Spurs,110,Box Score,OT,
Fri Dec 12 2014,7:30 pm,Indiana Pacers,94,Toronto Raptors,106,Box Score,,
Fri Dec 12 2014,9:00 pm,Miami Heat,100,Utah Jazz,95,Box Score,,
Fri Dec 12 2014,7:00 pm,Los Angeles Clippers,96,Washington Wizards,104,Box Score,,
Sat Dec 13 2014,7:00 pm,Brooklyn Nets,114,Charlotte Hornets,87,Box Score,,
Sat Dec 13 2014,2:00 pm,Golden State Warriors,105,Dallas Mavericks,98,Box Score,,
Sat Dec 13 2014,8:00 pm,Denver Nuggets,96,Houston Rockets,108,Box Score,,
Sat Dec 13 2014,7:00 pm,Portland Trail Blazers,95,Indiana Pacers,85,Box Score,,
Sat Dec 13 2014,7:30 pm,Los Angeles Clippers,106,Milwaukee Bucks,111,Box Score,,
Sat Dec 13 2014,7:00 pm,Atlanta Hawks,99,Orlando Magic,100,Box Score,,
Sat Dec 13 2014,7:30 pm,Memphis Grizzlies,120,Philadelphia 76ers,115,Box Score,OT,
Sat Dec 13 2014,10:00 pm,Detroit Pistons,95,Sacramento Kings,90,Box Score,,
Sun Dec 14 2014,8:00 pm,San Antonio Spurs,99,Denver Nuggets,91,Box Score,,
Sun Dec 14 2014,6:00 pm,Chicago Bulls,93,Miami Heat,75,Box Score,,
Sun Dec 14 2014,7:00 pm,Los Angeles Lakers,100,Minnesota Timberwolves,94,Box Score,,
Sun Dec 14 2014,6:00 pm,Golden State Warriors,128,New Orleans Pelicans,122,Box Score,OT,
Sun Dec 14 2014,7:30 pm,Toronto Raptors,95,New York Knicks,90,Box Score,OT,
Sun Dec 14 2014,7:00 pm,Phoenix Suns,88,Oklahoma City Thunder,112,Box Score,,
Sun Dec 14 2014,6:00 pm,Utah Jazz,84,Washington Wizards,93,Box Score,,
Mon Dec 15 2014,7:30 pm,Chicago Bulls,86,Atlanta Hawks,93,Box Score,,
Mon Dec 15 2014,7:00 pm,Charlotte Hornets,88,Cleveland Cavaliers,97,Box Score,,
Mon Dec 15 2014,7:00 pm,Los Angeles Lakers,91,Indiana Pacers,110,Box Score,,
Mon Dec 15 2014,10:30 pm,Detroit Pistons,91,Los Angeles Clippers,113,Box Score,,
Mon Dec 15 2014,7:00 pm,Boston Celtics,105,Philadelphia 76ers,87,Box Score,,
Mon Dec 15 2014,9:00 pm,Milwaukee Bucks,96,Phoenix Suns,94,Box Score,,
Mon Dec 15 2014,10:00 pm,San Antonio Spurs,95,Portland Trail Blazers,108,Box Score,,
Mon Dec 15 2014,7:30 pm,Orlando Magic,82,Toronto Raptors,95,Box Score,,
Tue Dec 16 2014,7:30 pm,Miami Heat,95,Brooklyn Nets,91,Box Score,,
Tue Dec 16 2014,8:00 pm,Golden State Warriors,98,Memphis Grizzlies,105,Box Score,,
Tue Dec 16 2014,8:00 pm,Utah Jazz,111,New Orleans Pelicans,119,Box Score,,
Tue Dec 16 2014,8:00 pm,Dallas Mavericks,107,New York Knicks,87,Box Score,,
Tue Dec 16 2014,10:30 pm,Oklahoma City Thunder,104,Sacramento Kings,92,Box Score,,
Tue Dec 16 2014,7:00 pm,Minnesota Timberwolves,95,Washington Wizards,109,Box Score,,
Wed Dec 17 2014,7:30 pm,Orlando Magic,92,Boston Celtics,109,Box Score,,
Wed Dec 17 2014,7:00 pm,Phoenix Suns,111,Charlotte Hornets,106,Box Score,,
Wed Dec 17 2014,7:00 pm,Atlanta Hawks,127,Cleveland Cavaliers,98,Box Score,,
Wed Dec 17 2014,10:30 pm,Houston Rockets,115,Denver Nuggets,111,Box Score,OT,
Wed Dec 17 2014,7:30 pm,Dallas Mavericks,117,Detroit Pistons,106,Box Score,,
Wed Dec 17 2014,10:30 pm,Indiana Pacers,100,Los Angeles Clippers,102,Box Score,,
Wed Dec 17 2014,7:30 pm,Utah Jazz,105,Miami Heat,87,Box Score,,
Wed Dec 17 2014,10:00 pm,Milwaukee Bucks,97,Portland Trail Blazers,104,Box Score,,
Wed Dec 17 2014,8:30 pm,Memphis Grizzlies,117,San Antonio Spurs,116,Box Score,3OT,
Wed Dec 17 2014,8:00 pm,Brooklyn Nets,89,Toronto Raptors,105,Box Score,,
Thu Dec 18 2014,8:00 pm,New York Knicks,97,Chicago Bulls,103,Box Score,,
Thu Dec 18 2014,10:30 pm,Oklahoma City Thunder,109,Golden State Warriors,114,Box Score,,
Thu Dec 18 2014,8:30 pm,New Orleans Pelicans,99,Houston Rockets,90,Box Score,,
Thu Dec 18 2014,10:00 pm,Milwaukee Bucks,108,Sacramento Kings,107,Box Score,,
Fri Dec 19 2014,7:30 pm,Minnesota Timberwolves,98,Boston Celtics,114,Box Score,,
Fri Dec 19 2014,7:30 pm,Brooklyn Nets,91,Cleveland Cavaliers,95,Box Score,,
Fri Dec 19 2014,9:00 pm,Los Angeles Clippers,106,Denver Nuggets,109,Box Score,,
Fri Dec 19 2014,7:30 pm,Toronto Raptors,110,Detroit Pistons,100,Box Score,,
Fri Dec 19 2014,10:30 pm,Oklahoma City Thunder,104,Los Angeles Lakers,103,Box Score,,
Fri Dec 19 2014,8:00 pm,Chicago Bulls,103,Memphis Grizzlies,97,Box Score,,
Fri Dec 19 2014,7:30 pm,Washington Wizards,105,Miami Heat,103,Box Score,,
Fri Dec 19 2014,7:00 pm,Utah Jazz,101,Orlando Magic,94,Box Score,,
Fri Dec 19 2014,7:00 pm,Charlotte Hornets,109,Philadelphia 76ers,91,Box Score,,
Fri Dec 19 2014,8:00 pm,Portland Trail Blazers,129,San Antonio Spurs,119,Box Score,3OT,
Sat Dec 20 2014,7:00 pm,Utah Jazz,86,Charlotte Hornets,104,Box Score,,
Sat Dec 20 2014,8:30 pm,San Antonio Spurs,93,Dallas Mavericks,99,Box Score,,
Sat Dec 20 2014,9:00 pm,Indiana Pacers,73,Denver Nuggets,76,Box Score,,
Sat Dec 20 2014,8:00 pm,Atlanta Hawks,104,Houston Rockets,97,Box Score,,
Sat Dec 20 2014,10:30 pm,Milwaukee Bucks,102,Los Angeles Clippers,106,Box Score,,
Sat Dec 20 2014,7:00 pm,Portland Trail Blazers,114,New Orleans Pelicans,88,Box Score,,
Sat Dec 20 2014,1:00 pm,Phoenix Suns,99,New York Knicks,90,Box Score,,
Sun Dec 21 2014,6:00 pm,Detroit Pistons,105,Brooklyn Nets,110,Box Score,,
Sun Dec 21 2014,4:30 pm,Memphis Grizzlies,91,Cleveland Cavaliers,105,Box Score,,
Sun Dec 21 2014,6:00 pm,Boston Celtics,84,Miami Heat,100,Box Score,,
Sun Dec 21 2014,7:00 pm,Indiana Pacers,100,Minnesota Timberwolves,96,Box Score,,
Sun Dec 21 2014,7:00 pm,New Orleans Pelicans,101,Oklahoma City Thunder,99,Box Score,,
Sun Dec 21 2014,6:00 pm,Philadelphia 76ers,96,Orlando Magic,88,Box Score,,
Sun Dec 21 2014,6:00 pm,Los Angeles Lakers,101,Sacramento Kings,108,Box Score,,
Sun Dec 21 2014,3:30 pm,New York Knicks,108,Toronto Raptors,118,Box Score,,
Sun Dec 21 2014,6:00 pm,Phoenix Suns,104,Washington Wizards,92,Box Score,,
Mon Dec 22 2014,8:00 pm,Toronto Raptors,120,Chicago Bulls,129,Box Score,,
Mon Dec 22 2014,7:00 pm,Denver Nuggets,82,Charlotte Hornets,110,Box Score,,
Mon Dec 22 2014,8:30 pm,Atlanta Hawks,105,Dallas Mavericks,102,Box Score,,
Mon Dec 22 2014,10:30 pm,Sacramento Kings,108,Golden State Warriors,128,Box Score,,
Mon Dec 22 2014,8:00 pm,Portland Trail Blazers,95,Houston Rockets,110,Box Score,,
Mon Dec 22 2014,8:00 pm,Utah Jazz,97,Memphis Grizzlies,91,Box Score,,
Mon Dec 22 2014,8:30 pm,Los Angeles Clippers,118,San Antonio Spurs,125,Box Score,,
Tue Dec 23 2014,7:30 pm,Los Angeles Clippers,104,Atlanta Hawks,107,Box Score,,
Tue Dec 23 2014,7:30 pm,Denver Nuggets,96,Brooklyn Nets,102,Box Score,,
Tue Dec 23 2014,7:00 pm,Minnesota Timberwolves,104,Cleveland Cavaliers,125,Box Score,,
Tue Dec 23 2014,7:00 pm,New Orleans Pelicans,84,Indiana Pacers,96,Box Score,,
Tue Dec 23 2014,10:30 pm,Golden State Warriors,105,Los Angeles Lakers,115,Box Score,,
Tue Dec 23 2014,7:30 pm,Philadelphia 76ers,91,Miami Heat,87,Box Score,,
Tue Dec 23 2014,8:00 pm,Charlotte Hornets,108,Milwaukee Bucks,101,Box Score,,
Tue Dec 23 2014,8:00 pm,Portland Trail Blazers,115,Oklahoma City Thunder,111,Box Score,OT,
Tue Dec 23 2014,7:00 pm,Boston Celtics,95,Orlando Magic,100,Box Score,,
Tue Dec 23 2014,9:00 pm,Dallas Mavericks,115,Phoenix Suns,124,Box Score,,
Tue Dec 23 2014,7:00 pm,Chicago Bulls,99,Washington Wizards,91,Box Score,,
Thu Dec 25 2014,8:00 pm,Los Angeles Lakers,93,Chicago Bulls,113,Box Score,,
Thu Dec 25 2014,10:30 pm,Golden State Warriors,86,Los Angeles Clippers,100,Box Score,,
Thu Dec 25 2014,5:00 pm,Cleveland Cavaliers,91,Miami Heat,101,Box Score,,
Thu Dec 25 2014,12:00 pm,Washington Wizards,102,New York Knicks,91,Box Score,,
Thu Dec 25 2014,2:30 pm,Oklahoma City Thunder,114,San Antonio Spurs,106,Box Score,,
Fri Dec 26 2014,7:30 pm,Milwaukee Bucks,107,Atlanta Hawks,77,Box Score,,
Fri Dec 26 2014,1:00 pm,Brooklyn Nets,109,Boston Celtics,107,Box Score,,
Fri Dec 26 2014,8:30 pm,Los Angeles Lakers,98,Dallas Mavericks,102,Box Score,,
Fri Dec 26 2014,9:00 pm,Minnesota Timberwolves,102,Denver Nuggets,106,Box Score,,
Fri Dec 26 2014,7:30 pm,Indiana Pacers,109,Detroit Pistons,119,Box Score,,
Fri Dec 26 2014,8:00 pm,Houston Rockets,117,Memphis Grizzlies,111,Box Score,OT,
Fri Dec 26 2014,8:00 pm,San Antonio Spurs,90,New Orleans Pelicans,97,Box Score,,
Fri Dec 26 2014,8:00 pm,Charlotte Hornets,75,Oklahoma City Thunder,98,Box Score,,
Fri Dec 26 2014,7:00 pm,Cleveland Cavaliers,98,Orlando Magic,89,Box Score,,
Fri Dec 26 2014,10:00 pm,Philadelphia 76ers,93,Portland Trail Blazers,114,Box Score,,
Fri Dec 26 2014,10:00 pm,Phoenix Suns,115,Sacramento Kings,106,Box Score,,
Sat Dec 27 2014,8:00 pm,Indiana Pacers,110,Brooklyn Nets,85,Box Score,,
Sat Dec 27 2014,8:00 pm,New Orleans Pelicans,100,Chicago Bulls,107,Box Score,,
Sat Dec 27 2014,7:00 pm,Orlando Magic,102,Charlotte Hornets,94,Box Score,,
Sat Dec 27 2014,10:30 pm,Minnesota Timberwolves,97,Golden State Warriors,110,Box Score,,
Sat Dec 27 2014,3:30 pm,Toronto Raptors,110,Los Angeles Clippers,98,Box Score,,
Sat Dec 27 2014,7:30 pm,Memphis Grizzlies,103,Miami Heat,95,Box Score,,
Sat Dec 27 2014,8:30 pm,Atlanta Hawks,90,Milwaukee Bucks,85,Box Score,,
Sat Dec 27 2014,10:00 pm,New York Knicks,129,Sacramento Kings,135,Box Score,OT,
Sat Dec 27 2014,9:00 pm,Philadelphia 76ers,71,Utah Jazz,88,Box Score,,
Sat Dec 27 2014,7:00 pm,Boston Celtics,88,Washington Wizards,101,Box Score,,
Sun Dec 28 2014,4:30 pm,Detroit Pistons,103,Cleveland Cavaliers,80,Box Score,,
Sun Dec 28 2014,7:30 pm,Oklahoma City Thunder,107,Dallas Mavericks,112,Box Score,,
Sun Dec 28 2014,9:00 pm,Toronto Raptors,116,Denver Nuggets,102,Box Score,,
Sun Dec 28 2014,9:30 pm,Phoenix Suns,116,Los Angeles Lakers,107,Box Score,,
Sun Dec 28 2014,9:00 pm,New York Knicks,79,Portland Trail Blazers,101,Box Score,,
Sun Dec 28 2014,7:00 pm,Houston Rockets,106,San Antonio Spurs,110,Box Score,,
Mon Dec 29 2014,7:30 pm,Sacramento Kings,99,Brooklyn Nets,107,Box Score,,
Mon Dec 29 2014,7:00 pm,Milwaukee Bucks,104,Charlotte Hornets,94,Box Score,OT,
Mon Dec 29 2014,8:00 pm,Washington Wizards,104,Houston Rockets,103,Box Score,,
Mon Dec 29 2014,7:00 pm,Chicago Bulls,92,Indiana Pacers,90,Box Score,,
Mon Dec 29 2014,10:30 pm,Utah Jazz,97,Los Angeles Clippers,101,Box Score,,
Mon Dec 29 2014,7:30 pm,Orlando Magic,102,Miami Heat,101,Box Score,,
Tue Dec 30 2014,7:30 pm,Cleveland Cavaliers,101,Atlanta Hawks,109,Box Score,,
Tue Dec 30 2014,8:00 pm,Brooklyn Nets,96,Chicago Bulls,82,Box Score,,
Tue Dec 30 2014,8:30 pm,Washington Wizards,87,Dallas Mavericks,114,Box Score,,
Tue Dec 30 2014,9:00 pm,Los Angeles Lakers,111,Denver Nuggets,103,Box Score,,
Tue Dec 30 2014,10:30 pm,Philadelphia 76ers,86,Golden State Warriors,126,Box Score,,
Tue Dec 30 2014,8:00 pm,San Antonio Spurs,87,Memphis Grizzlies,95,Box Score,,
Tue Dec 30 2014,8:00 pm,Phoenix Suns,106,New Orleans Pelicans,110,Box Score,,
Tue Dec 30 2014,7:00 pm,Detroit Pistons,109,Orlando Magic,86,Box Score,,
Tue Dec 30 2014,10:00 pm,Toronto Raptors,97,Portland Trail Blazers,102,Box Score,OT,
Tue Dec 30 2014,9:00 pm,Minnesota Timberwolves,94,Utah Jazz,100,Box Score,,
Wed Dec 31 2014,1:00 pm,Sacramento Kings,84,Boston Celtics,106,Box Score,,
Wed Dec 31 2014,7:00 pm,Milwaukee Bucks,96,Cleveland Cavaliers,80,Box Score,,
Wed Dec 31 2014,7:00 pm,Charlotte Hornets,83,Houston Rockets,102,Box Score,,
Wed Dec 31 2014,3:00 pm,Miami Heat,95,Indiana Pacers,106,Box Score,,
Wed Dec 31 2014,6:00 pm,New York Knicks,78,Los Angeles Clippers,99,Box Score,,
Wed Dec 31 2014,8:00 pm,Phoenix Suns,134,Oklahoma City Thunder,137,Box Score,OT,
Wed Dec 31 2014,7:00 pm,New Orleans Pelicans,93,San Antonio Spurs,95,Box Score,OT,
Thu Jan 1 2015,8:00 pm,Denver Nuggets,101,Chicago Bulls,106,Box Score,,
Thu Jan 1 2015,8:00 pm,Sacramento Kings,110,Minnesota Timberwolves,107,Box Score,,
Fri Jan 2 2015,7:30 pm,Dallas Mavericks,119,Boston Celtics,101,Box Score,,
Fri Jan 2 2015,7:00 pm,Cleveland Cavaliers,91,Charlotte Hornets,87,Box Score,,
Fri Jan 2 2015,10:30 pm,Toronto Raptors,105,Golden State Warriors,126,Box Score,,
Fri Jan 2 2015,10:30 pm,Memphis Grizzlies,109,Los Angeles Lakers,106,Box Score,,
Fri Jan 2 2015,8:30 pm,Indiana Pacers,94,Milwaukee Bucks,91,Box Score,,
Fri Jan 2 2015,8:00 pm,Houston Rockets,83,New Orleans Pelicans,111,Box Score,,
Fri Jan 2 2015,7:30 pm,Detroit Pistons,97,New York Knicks,81,Box Score,,
Fri Jan 2 2015,8:00 pm,Washington Wizards,102,Oklahoma City Thunder,109,Box Score,,
Fri Jan 2 2015,7:00 pm,Brooklyn Nets,100,Orlando Magic,98,Box Score,,
Fri Jan 2 2015,9:00 pm,Philadelphia 76ers,96,Phoenix Suns,112,Box Score,,
Fri Jan 2 2015,9:00 pm,Atlanta Hawks,98,Utah Jazz,92,Box Score,,
Sat Jan 3 2015,8:00 pm,Boston Celtics,104,Chicago Bulls,109,Box Score,OT,
Sat Jan 3 2015,9:00 pm,Memphis Grizzlies,85,Denver Nuggets,114,Box Score,,
Sat Jan 3 2015,8:00 pm,Miami Heat,79,Houston Rockets,115,Box Score,,
Sat Jan 3 2015,10:30 pm,Philadelphia 76ers,91,Los Angeles Clippers,127,Box Score,,
Sat Jan 3 2015,8:00 pm,Utah Jazz,101,Minnesota Timberwolves,89,Box Score,,
Sat Jan 3 2015,7:00 pm,Charlotte Hornets,98,Orlando Magic,90,Box Score,,
Sat Jan 3 2015,10:00 pm,Atlanta Hawks,115,Portland Trail Blazers,107,Box Score,,
Sat Jan 3 2015,8:30 pm,Washington Wizards,92,San Antonio Spurs,101,Box Score,,
Sun Jan 4 2015,1:00 pm,Dallas Mavericks,109,Cleveland Cavaliers,90,Box Score,,
Sun Jan 4 2015,6:00 pm,Sacramento Kings,95,Detroit Pistons,114,Box Score,,
Sun Jan 4 2015,9:30 pm,Indiana Pacers,87,Los Angeles Lakers,88,Box Score,,
Sun Jan 4 2015,6:00 pm,Brooklyn Nets,84,Miami Heat,88,Box Score,,
Sun Jan 4 2015,7:30 pm,Milwaukee Bucks,95,New York Knicks,82,Box Score,,
Sun Jan 4 2015,8:00 pm,Toronto Raptors,109,Phoenix Suns,125,Box Score,,
Mon Jan 5 2015,7:30 pm,Charlotte Hornets,104,Boston Celtics,95,Box Score,,
Mon Jan 5 2015,7:30 pm,Dallas Mavericks,96,Brooklyn Nets,88,Box Score,OT,
Mon Jan 5 2015,8:00 pm,Houston Rockets,105,Chicago Bulls,114,Box Score,,
Mon Jan 5 2015,10:30 pm,Oklahoma City Thunder,91,Golden State Warriors,117,Box Score,,
Mon Jan 5 2015,10:30 pm,Atlanta Hawks,107,Los Angeles Clippers,98,Box Score,,
Mon Jan 5 2015,8:00 pm,New York Knicks,83,Memphis Grizzlies,105,Box Score,,
Mon Jan 5 2015,8:00 pm,Denver Nuggets,110,Minnesota Timberwolves,101,Box Score,,
Mon Jan 5 2015,8:00 pm,Washington Wizards,92,New Orleans Pelicans,85,Box Score,,
Mon Jan 5 2015,7:00 pm,Cleveland Cavaliers,92,Philadelphia 76ers,95,Box Score,,
Mon Jan 5 2015,10:00 pm,Los Angeles Lakers,94,Portland Trail Blazers,98,Box Score,,
Mon Jan 5 2015,9:00 pm,Indiana Pacers,105,Utah Jazz,101,Box Score,,
Tue Jan 6 2015,8:00 pm,Phoenix Suns,102,Milwaukee Bucks,96,Box Score,,
Tue Jan 6 2015,8:30 pm,Detroit Pistons,105,San Antonio Spurs,104,Box Score,,
Wed Jan 7 2015,7:30 pm,Memphis Grizzlies,86,Atlanta Hawks,96,Box Score,,
Wed Jan 7 2015,7:30 pm,Boston Celtics,89,Brooklyn Nets,81,Box Score,,
Wed Jan 7 2015,8:00 pm,Utah Jazz,97,Chicago Bulls,77,Box Score,,
Wed Jan 7 2015,7:00 pm,New Orleans Pelicans,94,Charlotte Hornets,98,Box Score,,
Wed Jan 7 2015,7:00 pm,Houston Rockets,105,Cleveland Cavaliers,93,Box Score,,
Wed Jan 7 2015,8:30 pm,Detroit Pistons,108,Dallas Mavericks,95,Box Score,,
Wed Jan 7 2015,9:00 pm,Orlando Magic,90,Denver Nuggets,93,Box Score,,
Wed Jan 7 2015,10:30 pm,Indiana Pacers,102,Golden State Warriors,117,Box Score,,
Wed Jan 7 2015,10:30 pm,Los Angeles Lakers,89,Los Angeles Clippers,114,Box Score,,
Wed Jan 7 2015,9:30 pm,Phoenix Suns,113,Minnesota Timberwolves,111,Box Score,,
Wed Jan 7 2015,7:00 pm,Milwaukee Bucks,97,Philadelphia 76ers,77,Box Score,,
Wed Jan 7 2015,10:00 pm,Oklahoma City Thunder,83,Sacramento Kings,104,Box Score,,
Wed Jan 7 2015,7:00 pm,New York Knicks,91,Washington Wizards,101,Box Score,,
Thu Jan 8 2015,8:00 pm,Houston Rockets,120,New York Knicks,96,Box Score,,
Thu Jan 8 2015,10:30 pm,Miami Heat,83,Portland Trail Blazers,99,Box Score,,
Thu Jan 8 2015,7:30 pm,Charlotte Hornets,103,Toronto Raptors,95,Box Score,,
Fri Jan 9 2015,7:30 pm,Philadelphia 76ers,90,Brooklyn Nets,88,Box Score,,
Fri Jan 9 2015,7:30 pm,Atlanta Hawks,106,Detroit Pistons,103,Box Score,,
Fri Jan 9 2015,10:30 pm,Cleveland Cavaliers,94,Golden State Warriors,112,Box Score,,
Fri Jan 9 2015,7:00 pm,Boston Celtics,103,Indiana Pacers,107,Box Score,OT,
Fri Jan 9 2015,10:30 pm,Orlando Magic,84,Los Angeles Lakers,101,Box Score,,
Fri Jan 9 2015,8:30 pm,Minnesota Timberwolves,84,Milwaukee Bucks,98,Box Score,,
Fri Jan 9 2015,8:00 pm,Memphis Grizzlies,95,New Orleans Pelicans,106,Box Score,,
Fri Jan 9 2015,8:00 pm,Utah Jazz,94,Oklahoma City Thunder,99,Box Score,,
Fri Jan 9 2015,10:00 pm,Denver Nuggets,118,Sacramento Kings,108,Box Score,,
Fri Jan 9 2015,8:30 pm,Phoenix Suns,95,San Antonio Spurs,100,Box Score,,
Fri Jan 9 2015,8:00 pm,Chicago Bulls,86,Washington Wizards,102,Box Score,,
Sat Jan 10 2015,8:00 pm,Milwaukee Bucks,87,Chicago Bulls,95,Box Score,,
Sat Jan 10 2015,7:30 pm,Brooklyn Nets,93,Detroit Pistons,98,Box Score,,
Sat Jan 10 2015,8:00 pm,Utah Jazz,82,Houston Rockets,97,Box Score,,
Sat Jan 10 2015,3:30 pm,Dallas Mavericks,100,Los Angeles Clippers,120,Box Score,,
Sat Jan 10 2015,8:00 pm,San Antonio Spurs,108,Minnesota Timberwolves,93,Box Score,,
Sat Jan 10 2015,1:00 pm,Charlotte Hornets,110,New York Knicks,82,Box Score,,
Sat Jan 10 2015,7:30 pm,Indiana Pacers,92,Philadelphia 76ers,93,Box Score,,
Sat Jan 10 2015,10:00 pm,Orlando Magic,92,Portland Trail Blazers,103,Box Score,,
Sat Jan 10 2015,7:30 pm,Boston Celtics,96,Toronto Raptors,109,Box Score,,
Sun Jan 11 2015,3:00 pm,Washington Wizards,89,Atlanta Hawks,120,Box Score,,
Sun Jan 11 2015,3:30 pm,Miami Heat,104,Los Angeles Clippers,90,Box Score,,
Sun Jan 11 2015,9:30 pm,Portland Trail Blazers,106,Los Angeles Lakers,94,Box Score,,
Sun Jan 11 2015,6:00 pm,Phoenix Suns,110,Memphis Grizzlies,122,Box Score,2OT,
