Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Notes
Sat Oct 31 2009,7:30 PM,Dallas Mavericks,93,Los Angeles Clippers,84,Box Score,,
Sat Oct 31 2009,7:30 PM,Detroit Pistons,85,Milwaukee Bucks,96,Box Score,,
Sat Oct 31 2009,7:30 PM,Philadelphia 76ers,141,New York Knicks,127,Box Score,OT,
Sat Oct 31 2009,7:30 PM,Sacramento Kings,94,San Antonio Spurs,113,Box Score,,
Sat Oct 31 2009,7:00 PM,New Jersey Nets,104,Washington Wizards,123,Box Score,,
Sun Nov 1 2009,6:00 PM,New Orleans Hornets,87,Boston Celtics,97,Box Score,,
Sun Nov 1 2009,6:00 PM,Memphis Grizzlies,123,Denver Nuggets,133,Box Score,,
Sun Nov 1 2009,6:30 PM,Atlanta Hawks,110,Los Angeles Lakers,118,Box Score,,
Sun Nov 1 2009,6:00 PM,Chicago Bulls,87,Miami Heat,95,Box Score,,
Sun Nov 1 2009,6:00 PM,Portland Trail Blazers,83,Oklahoma City Thunder,74,Box Score,,
Sun Nov 1 2009,6:00 PM,Minnesota Timberwolves,112,Phoenix Suns,120,Box Score,,
Sun Nov 1 2009,1:00 PM,Orlando Magic,125,Toronto Raptors,116,Box Score,,
Mon Nov 2 2009,7:00 PM,New Jersey Nets,68,Charlotte Bobcats,79,Box Score,,
Mon Nov 2 2009,7:30 PM,Minnesota Timberwolves,90,Los Angeles Clippers,93,Box Score,,
Mon Nov 2 2009,7:30 PM,New Orleans Hornets,111,New York Knicks,117,Box Score,,
Mon Nov 2 2009,7:00 PM,Memphis Grizzlies,116,Sacramento Kings,127,Box Score,OT,
Mon Nov 2 2009,7:00 PM,Houston Rockets,113,Utah Jazz,96,Box Score,,
Tue Nov 3 2009,7:00 PM,Milwaukee Bucks,81,Chicago Bulls,83,Box Score,,
Tue Nov 3 2009,7:00 PM,Washington Wizards,90,Cleveland Cavaliers,102,Box Score,,
Tue Nov 3 2009,7:30 PM,Utah Jazz,85,Dallas Mavericks,96,Box Score,,
Tue Nov 3 2009,7:30 PM,Orlando Magic,80,Detroit Pistons,85,Box Score,,
Tue Nov 3 2009,7:00 PM,Denver Nuggets,111,Indiana Pacers,93,Box Score,,
Tue Nov 3 2009,7:30 PM,Phoenix Suns,104,Miami Heat,96,Box Score,,
Tue Nov 3 2009,7:00 PM,Los Angeles Lakers,101,Oklahoma City Thunder,98,Box Score,OT,
Tue Nov 3 2009,7:00 PM,Boston Celtics,105,Philadelphia 76ers,74,Box Score,,
Tue Nov 3 2009,7:00 PM,Atlanta Hawks,97,Portland Trail Blazers,91,Box Score,,
Wed Nov 4 2009,7:30 PM,Memphis Grizzlies,105,Golden State Warriors,113,Box Score,,
Wed Nov 4 2009,7:30 PM,Los Angeles Lakers,103,Houston Rockets,102,Box Score,OT,
Wed Nov 4 2009,7:00 PM,Boston Celtics,92,Minnesota Timberwolves,90,Box Score,,
Wed Nov 4 2009,7:30 PM,Denver Nuggets,122,New Jersey Nets,94,Box Score,,
Wed Nov 4 2009,8:30 PM,Dallas Mavericks,107,New Orleans Hornets,114,Box Score,OT,
Wed Nov 4 2009,7:30 PM,Indiana Pacers,101,New York Knicks,89,Box Score,,
Wed Nov 4 2009,7:00 PM,Phoenix Suns,100,Orlando Magic,122,Box Score,,
Wed Nov 4 2009,7:00 PM,Atlanta Hawks,113,Sacramento Kings,105,Box Score,,
Wed Nov 4 2009,7:00 PM,Detroit Pistons,99,Toronto Raptors,110,Box Score,,
Wed Nov 4 2009,7:00 PM,Miami Heat,93,Washington Wizards,89,Box Score,,
Thu Nov 5 2009,8:00 PM,Chicago Bulls,86,Cleveland Cavaliers,85,Box Score,,
Thu Nov 5 2009,8:30 PM,San Antonio Spurs,99,Utah Jazz,113,Box Score,,
Fri Nov 6 2009,7:30 PM,Phoenix Suns,110,Boston Celtics,103,Box Score,,
Fri Nov 6 2009,7:00 PM,Atlanta Hawks,83,Charlotte Bobcats,103,Box Score,,
Fri Nov 6 2009,7:30 PM,Los Angeles Clippers,118,Golden State Warriors,90,Box Score,,
Fri Nov 6 2009,7:30 PM,Oklahoma City Thunder,94,Houston Rockets,105,Box Score,,
Fri Nov 6 2009,7:00 PM,Washington Wizards,86,Indiana Pacers,102,Box Score,,
Fri Nov 6 2009,7:30 PM,Memphis Grizzlies,98,Los Angeles Lakers,114,Box Score,,
Fri Nov 6 2009,7:30 PM,Denver Nuggets,88,Miami Heat,96,Box Score,,
Fri Nov 6 2009,7:00 PM,Milwaukee Bucks,87,Minnesota Timberwolves,72,Box Score,,
Fri Nov 6 2009,7:00 PM,Toronto Raptors,107,New Orleans Hornets,90,Box Score,,
Fri Nov 6 2009,8:00 PM,Cleveland Cavaliers,100,New York Knicks,91,Box Score,,
Fri Nov 6 2009,7:00 PM,Detroit Pistons,103,Orlando Magic,110,Box Score,,
Fri Nov 6 2009,7:00 PM,New Jersey Nets,94,Philadelphia 76ers,97,Box Score,,
Fri Nov 6 2009,7:30 PM,San Antonio Spurs,84,Portland Trail Blazers,96,Box Score,,
Sat Nov 7 2009,7:00 PM,Denver Nuggets,100,Atlanta Hawks,125,Box Score,,
Sat Nov 7 2009,7:00 PM,Charlotte Bobcats,90,Chicago Bulls,93,Box Score,,
Sat Nov 7 2009,7:30 PM,Toronto Raptors,101,Dallas Mavericks,129,Box Score,,
Sat Nov 7 2009,7:30 PM,Memphis Grizzlies,110,Los Angeles Clippers,113,Box Score,,
Sat Nov 7 2009,7:30 PM,New York Knicks,87,Milwaukee Bucks,102,Box Score,,
Sat Nov 7 2009,7:30 PM,Boston Celtics,86,New Jersey Nets,76,Box Score,,
Sat Nov 7 2009,7:00 PM,Sacramento Kings,104,Utah Jazz,99,Box Score,,
Sun Nov 8 2009,1:00 PM,Philadelphia 76ers,81,Detroit Pistons,88,Box Score,,
Sun Nov 8 2009,6:30 PM,New Orleans Hornets,88,Los Angeles Lakers,104,Box Score,,
Sun Nov 8 2009,6:00 PM,Orlando Magic,74,Oklahoma City Thunder,102,Box Score,,
Sun Nov 8 2009,6:00 PM,Minnesota Timberwolves,93,Portland Trail Blazers,116,Box Score,,
Sun Nov 8 2009,6:00 PM,Golden State Warriors,107,Sacramento Kings,120,Box Score,,
Sun Nov 8 2009,1:00 PM,Phoenix Suns,102,Washington Wizards,90,Box Score,,
Mon Nov 9 2009,7:30 PM,Minnesota Timberwolves,105,Golden State Warriors,146,Box Score,,
Mon Nov 9 2009,7:30 PM,New Orleans Hornets,112,Los Angeles Clippers,84,Box Score,,
Mon Nov 9 2009,7:30 PM,Utah Jazz,95,New York Knicks,93,Box Score,,
Mon Nov 9 2009,7:00 PM,Phoenix Suns,119,Philadelphia 76ers,115,Box Score,,
Mon Nov 9 2009,7:30 PM,Toronto Raptors,124,San Antonio Spurs,131,Box Score,,
Tue Nov 10 2009,7:00 PM,Orlando Magic,93,Charlotte Bobcats,81,Box Score,,
Tue Nov 10 2009,7:00 PM,Denver Nuggets,90,Chicago Bulls,89,Box Score,,
Tue Nov 10 2009,7:30 PM,Houston Rockets,103,Dallas Mavericks,121,Box Score,,
Tue Nov 10 2009,7:00 PM,Portland Trail Blazers,93,Memphis Grizzlies,79,Box Score,,
Tue Nov 10 2009,7:30 PM,Washington Wizards,76,Miami Heat,90,Box Score,,
Tue Nov 10 2009,7:00 PM,Oklahoma City Thunder,98,Sacramento Kings,101,Box Score,,
Wed Nov 11 2009,7:30 PM,Utah Jazz,86,Boston Celtics,105,Box Score,,
Wed Nov 11 2009,7:30 PM,Charlotte Bobcats,75,Detroit Pistons,98,Box Score,,
Wed Nov 11 2009,7:30 PM,Memphis Grizzlies,79,Houston Rockets,104,Box Score,,
Wed Nov 11 2009,7:00 PM,Golden State Warriors,94,Indiana Pacers,108,Box Score,,
Wed Nov 11 2009,7:30 PM,Oklahoma City Thunder,83,Los Angeles Clippers,79,Box Score,,
Wed Nov 11 2009,7:00 PM,Denver Nuggets,102,Milwaukee Bucks,108,Box Score,,
Wed Nov 11 2009,7:00 PM,Portland Trail Blazers,107,Minnesota Timberwolves,84,Box Score,,
Wed Nov 11 2009,7:30 PM,Philadelphia 76ers,82,New Jersey Nets,79,Box Score,,
Wed Nov 11 2009,7:30 PM,Atlanta Hawks,114,New York Knicks,101,Box Score,,
Wed Nov 11 2009,8:00 PM,Cleveland Cavaliers,102,Orlando Magic,93,Box Score,,
Wed Nov 11 2009,8:30 PM,New Orleans Hornets,104,Phoenix Suns,124,Box Score,,
Wed Nov 11 2009,7:30 PM,Dallas Mavericks,83,San Antonio Spurs,92,Box Score,,
Wed Nov 11 2009,7:00 PM,Chicago Bulls,89,Toronto Raptors,99,Box Score,,
Thu Nov 12 2009,7:30 PM,Phoenix Suns,102,Los Angeles Lakers,121,Box Score,,
Thu Nov 12 2009,8:00 PM,Cleveland Cavaliers,111,Miami Heat,104,Box Score,,
Fri Nov 13 2009,8:00 PM,Atlanta Hawks,97,Boston Celtics,86,Box Score,,
Fri Nov 13 2009,8:30 PM,Los Angeles Lakers,79,Denver Nuggets,105,Box Score,,
Fri Nov 13 2009,7:30 PM,Toronto Raptors,104,Los Angeles Clippers,89,Box Score,,
Fri Nov 13 2009,7:00 PM,Dallas Mavericks,89,Minnesota Timberwolves,77,Box Score,,
Fri Nov 13 2009,7:00 PM,Portland Trail Blazers,86,New Orleans Hornets,78,Box Score,,
Fri Nov 13 2009,7:30 PM,Golden State Warriors,121,New York Knicks,107,Box Score,,
Fri Nov 13 2009,7:00 PM,New Jersey Nets,72,Orlando Magic,88,Box Score,,
Fri Nov 13 2009,7:00 PM,Utah Jazz,112,Philadelphia 76ers,90,Box Score,,
Fri Nov 13 2009,7:00 PM,Houston Rockets,100,Sacramento Kings,109,Box Score,,
Sat Nov 14 2009,7:00 PM,New Orleans Hornets,98,Atlanta Hawks,121,Box Score,,
Sat Nov 14 2009,7:00 PM,Portland Trail Blazers,80,Charlotte Bobcats,74,Box Score,,
Sat Nov 14 2009,7:00 PM,Philadelphia 76ers,88,Chicago Bulls,94,Box Score,,
Sat Nov 14 2009,7:30 PM,Utah Jazz,103,Cleveland Cavaliers,107,Box Score,,
Sat Nov 14 2009,7:00 PM,Boston Celtics,104,Indiana Pacers,113,Box Score,,
Sat Nov 14 2009,7:00 PM,Minnesota Timberwolves,87,Memphis Grizzlies,97,Box Score,,
Sat Nov 14 2009,7:30 PM,New Jersey Nets,80,Miami Heat,81,Box Score,,
Sat Nov 14 2009,7:30 PM,Golden State Warriors,125,Milwaukee Bucks,129,Box Score,,
Sat Nov 14 2009,7:30 PM,Oklahoma City Thunder,101,San Antonio Spurs,98,Box Score,,
Sat Nov 14 2009,7:00 PM,Detroit Pistons,106,Washington Wizards,103,Box Score,,
Sun Nov 15 2009,6:00 PM,Dallas Mavericks,95,Detroit Pistons,90,Box Score,,
Sun Nov 15 2009,6:30 PM,Houston Rockets,101,Los Angeles Lakers,91,Box Score,,
Sun Nov 15 2009,6:00 PM,Los Angeles Clippers,101,Oklahoma City Thunder,93,Box Score,,
Sun Nov 15 2009,6:00 PM,Toronto Raptors,100,Phoenix Suns,101,Box Score,,
Mon Nov 16 2009,7:00 PM,Portland Trail Blazers,95,Atlanta Hawks,99,Box Score,OT,
Mon Nov 16 2009,7:00 PM,Dallas Mavericks,115,Milwaukee Bucks,113,Box Score,OT,
Mon Nov 16 2009,7:00 PM,Charlotte Bobcats,91,Orlando Magic,97,Box Score,,
Tue Nov 17 2009,7:00 PM,Golden State Warriors,108,Cleveland Cavaliers,114,Box Score,,
Tue Nov 17 2009,7:00 PM,Toronto Raptors,112,Denver Nuggets,130,Box Score,,
Tue Nov 17 2009,7:30 PM,Phoenix Suns,111,Houston Rockets,105,Box Score,,
Tue Nov 17 2009,7:30 PM,Detroit Pistons,93,Los Angeles Lakers,106,Box Score,,
Tue Nov 17 2009,7:30 PM,Oklahoma City Thunder,100,Miami Heat,87,Box Score,,
Tue Nov 17 2009,7:30 PM,Indiana Pacers,91,New Jersey Nets,83,Box Score,,
Tue Nov 17 2009,7:00 PM,Los Angeles Clippers,102,New Orleans Hornets,110,Box Score,,
Tue Nov 17 2009,7:00 PM,Chicago Bulls,101,Sacramento Kings,87,Box Score,,
Wed Nov 18 2009,7:00 PM,Miami Heat,90,Atlanta Hawks,105,Box Score,,
Wed Nov 18 2009,7:30 PM,Golden State Warriors,95,Boston Celtics,109,Box Score,,
Wed Nov 18 2009,8:30 PM,San Antonio Spurs,94,Dallas Mavericks,99,Box Score,OT,
Wed Nov 18 2009,7:00 PM,New York Knicks,110,Indiana Pacers,103,Box Score,,
Wed Nov 18 2009,7:00 PM,Los Angeles Clippers,91,Memphis Grizzlies,106,Box Score,,
Wed Nov 18 2009,7:00 PM,New Jersey Nets,85,Milwaukee Bucks,99,Box Score,,
Wed Nov 18 2009,7:00 PM,Houston Rockets,97,Minnesota Timberwolves,84,Box Score,,
Wed Nov 18 2009,7:00 PM,Oklahoma City Thunder,94,Orlando Magic,108,Box Score,,
Wed Nov 18 2009,7:00 PM,Charlotte Bobcats,84,Philadelphia 76ers,86,Box Score,,
Wed Nov 18 2009,7:00 PM,Detroit Pistons,81,Portland Trail Blazers,87,Box Score,,
Wed Nov 18 2009,7:00 PM,Toronto Raptors,91,Utah Jazz,104,Box Score,,
Wed Nov 18 2009,7:00 PM,Cleveland Cavaliers,91,Washington Wizards,108,Box Score,,
Thu Nov 19 2009,7:30 PM,Chicago Bulls,93,Los Angeles Lakers,108,Box Score,,
Thu Nov 19 2009,7:00 PM,Phoenix Suns,103,New Orleans Hornets,110,Box Score,,
Thu Nov 19 2009,7:30 PM,Utah Jazz,90,San Antonio Spurs,83,Box Score,,
Fri Nov 20 2009,7:30 PM,Houston Rockets,103,Atlanta Hawks,105,Box Score,,
Fri Nov 20 2009,8:00 PM,Orlando Magic,83,Boston Celtics,78,Box Score,,
Fri Nov 20 2009,7:30 PM,Sacramento Kings,102,Dallas Mavericks,104,Box Score,,
Fri Nov 20 2009,7:30 PM,Portland Trail Blazers,94,Golden State Warriors,108,Box Score,,
Fri Nov 20 2009,7:00 PM,Cleveland Cavaliers,105,Indiana Pacers,95,Box Score,,
Fri Nov 20 2009,7:30 PM,Denver Nuggets,99,Los Angeles Clippers,106,Box Score,,
Fri Nov 20 2009,7:30 PM,Charlotte Bobcats,88,Milwaukee Bucks,95,Box Score,,
Fri Nov 20 2009,7:00 PM,Washington Wizards,108,Oklahoma City Thunder,127,Box Score,,
Fri Nov 20 2009,7:00 PM,Memphis Grizzlies,102,Philadelphia 76ers,97,Box Score,,
Fri Nov 20 2009,7:00 PM,Miami Heat,113,Toronto Raptors,120,Box Score,,
Sat Nov 21 2009,7:30 PM,Philadelphia 76ers,91,Cleveland Cavaliers,97,Box Score,,
Sat Nov 21 2009,7:00 PM,Chicago Bulls,93,Denver Nuggets,112,Box Score,,
Sat Nov 21 2009,7:30 PM,Sacramento Kings,106,Houston Rockets,113,Box Score,,
Sat Nov 21 2009,7:00 PM,Milwaukee Bucks,103,Memphis Grizzlies,98,Box Score,,
Sat Nov 21 2009,1:00 PM,New York Knicks,98,New Jersey Nets,91,Box Score,,
Sat Nov 21 2009,7:00 PM,Atlanta Hawks,88,New Orleans Hornets,96,Box Score,,
Sat Nov 21 2009,7:00 PM,Minnesota Timberwolves,78,Portland Trail Blazers,106,Box Score,,
Sat Nov 21 2009,7:30 PM,Washington Wizards,84,San Antonio Spurs,106,Box Score,,
Sat Nov 21 2009,7:00 PM,Detroit Pistons,97,Utah Jazz,100,Box Score,OT,
Sun Nov 22 2009,5:00 PM,Indiana Pacers,88,Charlotte Bobcats,104,Box Score,,
Sun Nov 22 2009,6:30 PM,Oklahoma City Thunder,85,Los Angeles Lakers,101,Box Score,,
Sun Nov 22 2009,6:00 PM,New Orleans Hornets,101,Miami Heat,102,Box Score,,
Sun Nov 22 2009,1:00 PM,Boston Celtics,107,New York Knicks,105,Box Score,OT,
Sun Nov 22 2009,6:00 PM,Detroit Pistons,91,Phoenix Suns,117,Box Score,,
Sun Nov 22 2009,12:30 PM,Orlando Magic,104,Toronto Raptors,96,Box Score,,
Mon Nov 23 2009,7:30 PM,Minnesota Timberwolves,87,Los Angeles Clippers,91,Box Score,,
Mon Nov 23 2009,7:00 PM,Sacramento Kings,105,Memphis Grizzlies,116,Box Score,,
Mon Nov 23 2009,7:00 PM,Chicago Bulls,98,Portland Trail Blazers,122,Box Score,,
Mon Nov 23 2009,7:30 PM,Milwaukee Bucks,98,San Antonio Spurs,112,Box Score,,
Tue Nov 24 2009,7:30 PM,Golden State Warriors,111,Dallas Mavericks,103,Box Score,,
Tue Nov 24 2009,7:00 PM,New Jersey Nets,87,Denver Nuggets,101,Box Score,,
Tue Nov 24 2009,7:30 PM,New York Knicks,90,Los Angeles Lakers,100,Box Score,,
Tue Nov 24 2009,7:00 PM,Indiana Pacers,112,Toronto Raptors,123,Box Score,,
Tue Nov 24 2009,7:00 PM,Oklahoma City Thunder,104,Utah Jazz,94,Box Score,,
Tue Nov 24 2009,7:00 PM,Philadelphia 76ers,107,Washington Wizards,108,Box Score,,
Wed Nov 25 2009,7:30 PM,Philadelphia 76ers,110,Boston Celtics,113,Box Score,,
Wed Nov 25 2009,7:00 PM,Toronto Raptors,81,Charlotte Bobcats,116,Box Score,,
Wed Nov 25 2009,8:00 PM,Cleveland Cavaliers,98,Detroit Pistons,88,Box Score,,
Wed Nov 25 2009,7:30 PM,Dallas Mavericks,130,Houston Rockets,99,Box Score,,
Wed Nov 25 2009,7:00 PM,Los Angeles Clippers,73,Indiana Pacers,86,Box Score,,
Wed Nov 25 2009,7:00 PM,Denver Nuggets,124,Minnesota Timberwolves,111,Box Score,,
Wed Nov 25 2009,7:00 PM,Milwaukee Bucks,99,New Orleans Hornets,102,Box Score,OT,
Wed Nov 25 2009,7:30 PM,Miami Heat,99,Orlando Magic,98,Box Score,,
Wed Nov 25 2009,7:00 PM,Memphis Grizzlies,111,Phoenix Suns,126,Box Score,,
Wed Nov 25 2009,7:00 PM,New Jersey Nets,83,Portland Trail Blazers,93,Box Score,,
Wed Nov 25 2009,7:00 PM,New York Knicks,97,Sacramento Kings,111,Box Score,,
Wed Nov 25 2009,7:30 PM,Golden State Warriors,104,San Antonio Spurs,118,Box Score,,
Thu Nov 26 2009,8:00 PM,Orlando Magic,93,Atlanta Hawks,76,Box Score,,
Thu Nov 26 2009,8:30 PM,Chicago Bulls,86,Utah Jazz,105,Box Score,,
Fri Nov 27 2009,7:30 PM,Toronto Raptors,103,Boston Celtics,116,Box Score,,
Fri Nov 27 2009,7:00 PM,Cleveland Cavaliers,87,Charlotte Bobcats,94,Box Score,,
Fri Nov 27 2009,7:00 PM,New York Knicks,125,Denver Nuggets,128,Box Score,,
Fri Nov 27 2009,8:00 PM,Los Angeles Clippers,104,Detroit Pistons,96,Box Score,,
Fri Nov 27 2009,7:30 PM,San Antonio Spurs,92,Houston Rockets,84,Box Score,,
Fri Nov 27 2009,8:00 PM,Dallas Mavericks,113,Indiana Pacers,92,Box Score,,
Fri Nov 27 2009,7:00 PM,Washington Wizards,94,Miami Heat,84,Box Score,,
Fri Nov 27 2009,8:30 PM,Phoenix Suns,120,Minnesota Timberwolves,95,Box Score,,
Fri Nov 27 2009,8:30 PM,Milwaukee Bucks,90,Oklahoma City Thunder,108,Box Score,,
Fri Nov 27 2009,7:30 PM,Atlanta Hawks,100,Philadelphia 76ers,86,Box Score,,
Fri Nov 27 2009,7:00 PM,Memphis Grizzlies,106,Portland Trail Blazers,96,Box Score,,
Fri Nov 27 2009,7:00 PM,New Jersey Nets,96,Sacramento Kings,109,Box Score,,
Sat Nov 28 2009,7:30 PM,Dallas Mavericks,95,Cleveland Cavaliers,111,Box Score,,
Sat Nov 28 2009,7:30 PM,Los Angeles Lakers,130,Golden State Warriors,97,Box Score,,
Sat Nov 28 2009,8:00 PM,Orlando Magic,100,Milwaukee Bucks,98,Box Score,,
Sat Nov 28 2009,7:00 PM,Portland Trail Blazers,92,Utah Jazz,108,Box Score,,
Sat Nov 28 2009,7:00 PM,Charlotte Bobcats,92,Washington Wizards,76,Box Score,,
Sun Nov 29 2009,6:00 PM,Minnesota Timberwolves,106,Denver Nuggets,100,Box Score,,
Sun Nov 29 2009,1:00 PM,Atlanta Hawks,88,Detroit Pistons,94,Box Score,,
Sun Nov 29 2009,12:30 PM,Memphis Grizzlies,88,Los Angeles Clippers,98,Box Score,,
Sun Nov 29 2009,6:30 PM,New Jersey Nets,87,Los Angeles Lakers,106,Box Score,,
Sun Nov 29 2009,6:00 PM,Boston Celtics,92,Miami Heat,85,Box Score,,
Sun Nov 29 2009,6:00 PM,Orlando Magic,114,New York Knicks,102,Box Score,,
Sun Nov 29 2009,6:00 PM,Houston Rockets,100,Oklahoma City Thunder,91,Box Score,,
Sun Nov 29 2009,6:00 PM,New Orleans Hornets,96,Sacramento Kings,112,Box Score,,
Sun Nov 29 2009,6:00 PM,Philadelphia 76ers,89,San Antonio Spurs,97,Box Score,,
Sun Nov 29 2009,1:00 PM,Phoenix Suns,113,Toronto Raptors,94,Box Score,,
Mon Nov 30 2009,7:30 PM,Philadelphia 76ers,102,Dallas Mavericks,104,Box Score,,
Mon Nov 30 2009,7:30 PM,Indiana Pacers,107,Golden State Warriors,126,Box Score,,
Mon Nov 30 2009,7:00 PM,Chicago Bulls,97,Milwaukee Bucks,99,Box Score,,
Mon Nov 30 2009,7:00 PM,Memphis Grizzlies,93,Utah Jazz,120,Box Score,,
Tue Dec 1 2009,7:00 PM,Boston Celtics,108,Charlotte Bobcats,90,Box Score,,
Tue Dec 1 2009,7:00 PM,Golden State Warriors,107,Denver Nuggets,135,Box Score,,
Tue Dec 1 2009,7:30 PM,New Orleans Hornets,99,Los Angeles Lakers,110,Box Score,,
Tue Dec 1 2009,7:30 PM,Phoenix Suns,99,New York Knicks,126,Box Score,,
Tue Dec 1 2009,7:00 PM,Miami Heat,107,Portland Trail Blazers,100,Box Score,,
Tue Dec 1 2009,7:00 PM,Washington Wizards,106,Toronto Raptors,102,Box Score,,
Wed Dec 2 2009,7:00 PM,Toronto Raptors,115,Atlanta Hawks,146,Box Score,,
Wed Dec 2 2009,7:00 PM,Detroit Pistons,85,Chicago Bulls,92,Box Score,,
Wed Dec 2 2009,7:00 PM,Phoenix Suns,90,Cleveland Cavaliers,107,Box Score,,
Wed Dec 2 2009,7:30 PM,Houston Rockets,102,Los Angeles Clippers,85,Box Score,,
Wed Dec 2 2009,7:00 PM,Memphis Grizzlies,97,Minnesota Timberwolves,95,Box Score,,
Wed Dec 2 2009,7:30 PM,Dallas Mavericks,117,New Jersey Nets,101,Box Score,,
Wed Dec 2 2009,7:00 PM,Philadelphia 76ers,106,Oklahoma City Thunder,117,Box Score,,
Wed Dec 2 2009,7:00 PM,New York Knicks,104,Orlando Magic,118,Box Score,,
Wed Dec 2 2009,7:00 PM,Indiana Pacers,105,Sacramento Kings,110,Box Score,,
Wed Dec 2 2009,7:00 PM,Milwaukee Bucks,102,Washington Wizards,104,Box Score,,
Thu Dec 3 2009,8:30 PM,Miami Heat,96,Denver Nuggets,114,Box Score,,
Thu Dec 3 2009,7:30 PM,Houston Rockets,111,Golden State Warriors,109,Box Score,,
Thu Dec 3 2009,7:00 PM,Boston Celtics,90,San Antonio Spurs,83,Box Score,,
Fri Dec 4 2009,7:30 PM,New York Knicks,114,Atlanta Hawks,107,Box Score,,
Fri Dec 4 2009,8:00 PM,Chicago Bulls,87,Cleveland Cavaliers,101,Box Score,,
Fri Dec 4 2009,8:00 PM,Milwaukee Bucks,96,Detroit Pistons,105,Box Score,,
Fri Dec 4 2009,7:30 PM,Miami Heat,107,Los Angeles Lakers,108,Box Score,,
Fri Dec 4 2009,7:00 PM,Dallas Mavericks,82,Memphis Grizzlies,98,Box Score,,
Fri Dec 4 2009,8:00 PM,Charlotte Bobcats,91,New Jersey Nets,97,Box Score,,
Fri Dec 4 2009,7:00 PM,Minnesota Timberwolves,89,New Orleans Hornets,98,Box Score,,
Fri Dec 4 2009,7:00 PM,Boston Celtics,105,Oklahoma City Thunder,87,Box Score,,
Fri Dec 4 2009,7:00 PM,Indiana Pacers,87,Utah Jazz,96,Box Score,,
Fri Dec 4 2009,7:00 PM,Toronto Raptors,109,Washington Wizards,107,Box Score,OT,
Sat Dec 5 2009,7:00 PM,Philadelphia 76ers,105,Charlotte Bobcats,106,Box Score,,
