Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Notes
Sat Dec 5 2009,7:00 PM,Toronto Raptors,110,Chicago Bulls,78,Box Score,,
Sat Dec 5 2009,8:00 PM,Atlanta Hawks,80,Dallas Mavericks,75,Box Score,,
Sat Dec 5 2009,7:30 PM,Orlando Magic,126,Golden State Warriors,118,Box Score,,
Sat Dec 5 2009,7:30 PM,Indiana Pacers,72,Los Angeles Clippers,88,Box Score,,
Sat Dec 5 2009,7:00 PM,Utah Jazz,101,Minnesota Timberwolves,108,Box Score,,
Sat Dec 5 2009,7:00 PM,Sacramento Kings,107,Phoenix Suns,115,Box Score,,
Sat Dec 5 2009,7:00 PM,Houston Rockets,89,Portland Trail Blazers,90,Box Score,,
Sat Dec 5 2009,7:30 PM,Denver Nuggets,106,San Antonio Spurs,99,Box Score,,
Sun Dec 6 2009,6:00 PM,Washington Wizards,94,Detroit Pistons,98,Box Score,,
Sun Dec 6 2009,6:30 PM,Phoenix Suns,88,Los Angeles Lakers,108,Box Score,,
Sun Dec 6 2009,2:00 PM,Cleveland Cavaliers,101,Milwaukee Bucks,86,Box Score,,
Sun Dec 6 2009,12:00 PM,New Jersey Nets,97,New York Knicks,106,Box Score,,
Sun Dec 6 2009,6:00 PM,Miami Heat,115,Sacramento Kings,102,Box Score,,
Mon Dec 7 2009,7:30 PM,Portland Trail Blazers,84,New York Knicks,93,Box Score,,
Mon Dec 7 2009,7:00 PM,Golden State Warriors,88,Oklahoma City Thunder,104,Box Score,,
Mon Dec 7 2009,7:00 PM,Denver Nuggets,93,Philadelphia 76ers,83,Box Score,,
Mon Dec 7 2009,7:00 PM,San Antonio Spurs,101,Utah Jazz,104,Box Score,,
Tue Dec 8 2009,7:30 PM,Milwaukee Bucks,89,Boston Celtics,98,Box Score,,
Tue Dec 8 2009,7:00 PM,Denver Nuggets,95,Charlotte Bobcats,107,Box Score,,
Tue Dec 8 2009,7:00 PM,New Jersey Nets,103,Chicago Bulls,101,Box Score,,
Tue Dec 8 2009,7:30 PM,Phoenix Suns,101,Dallas Mavericks,102,Box Score,,
Tue Dec 8 2009,7:30 PM,Orlando Magic,97,Los Angeles Clippers,86,Box Score,,
Tue Dec 8 2009,7:00 PM,Cleveland Cavaliers,109,Memphis Grizzlies,111,Box Score,OT,
Tue Dec 8 2009,7:00 PM,Sacramento Kings,94,New Orleans Hornets,96,Box Score,,
Tue Dec 8 2009,7:00 PM,Minnesota Timberwolves,88,Toronto Raptors,94,Box Score,,
Wed Dec 9 2009,7:00 PM,Chicago Bulls,83,Atlanta Hawks,118,Box Score,,
Wed Dec 9 2009,7:30 PM,Cleveland Cavaliers,85,Houston Rockets,95,Box Score,,
Wed Dec 9 2009,7:00 PM,Portland Trail Blazers,102,Indiana Pacers,91,Box Score,,
Wed Dec 9 2009,7:30 PM,Utah Jazz,77,Los Angeles Lakers,101,Box Score,,
Wed Dec 9 2009,7:00 PM,Toronto Raptors,95,Milwaukee Bucks,117,Box Score,,
Wed Dec 9 2009,7:00 PM,New Orleans Hornets,97,Minnesota Timberwolves,96,Box Score,,
Wed Dec 9 2009,7:30 PM,Golden State Warriors,105,New Jersey Nets,89,Box Score,,
Wed Dec 9 2009,7:00 PM,Detroit Pistons,90,Philadelphia 76ers,86,Box Score,,
Wed Dec 9 2009,7:30 PM,Sacramento Kings,106,San Antonio Spurs,118,Box Score,,
Thu Dec 10 2009,7:30 PM,Denver Nuggets,99,Detroit Pistons,101,Box Score,,
Thu Dec 10 2009,8:30 PM,Orlando Magic,111,Utah Jazz,120,Box Score,,
Thu Dec 10 2009,8:00 PM,Boston Celtics,104,Washington Wizards,102,Box Score,,
Fri Dec 11 2009,7:00 PM,Golden State Warriors,91,Chicago Bulls,96,Box Score,OT,
Fri Dec 11 2009,8:00 PM,Portland Trail Blazers,99,Cleveland Cavaliers,104,Box Score,,
Fri Dec 11 2009,7:00 PM,New Jersey Nets,91,Indiana Pacers,107,Box Score,,
Fri Dec 11 2009,7:30 PM,Minnesota Timberwolves,92,Los Angeles Lakers,104,Box Score,,
Fri Dec 11 2009,7:00 PM,Oklahoma City Thunder,102,Memphis Grizzlies,94,Box Score,,
Fri Dec 11 2009,7:30 PM,Dallas Mavericks,106,Miami Heat,93,Box Score,,
Fri Dec 11 2009,7:00 PM,New York Knicks,113,New Orleans Hornets,96,Box Score,,
Fri Dec 11 2009,7:00 PM,Houston Rockets,96,Philadelphia 76ers,91,Box Score,,
Fri Dec 11 2009,8:30 PM,Orlando Magic,103,Phoenix Suns,106,Box Score,,
Fri Dec 11 2009,7:30 PM,Charlotte Bobcats,85,San Antonio Spurs,104,Box Score,,
Fri Dec 11 2009,7:00 PM,Atlanta Hawks,111,Toronto Raptors,89,Box Score,,
Sat Dec 12 2009,7:00 PM,Boston Celtics,106,Chicago Bulls,80,Box Score,,
Sat Dec 12 2009,7:30 PM,Charlotte Bobcats,97,Dallas Mavericks,98,Box Score,OT,
Sat Dec 12 2009,7:00 PM,Phoenix Suns,99,Denver Nuggets,105,Box Score,,
Sat Dec 12 2009,7:30 PM,Golden State Warriors,95,Detroit Pistons,104,Box Score,,
Sat Dec 12 2009,7:30 PM,Portland Trail Blazers,101,Milwaukee Bucks,108,Box Score,2OT,
Sat Dec 12 2009,7:00 PM,Minnesota Timberwolves,100,Sacramento Kings,120,Box Score,,
Sat Dec 12 2009,7:00 PM,Los Angeles Lakers,94,Utah Jazz,102,Box Score,,
Sat Dec 12 2009,7:00 PM,Indiana Pacers,114,Washington Wizards,113,Box Score,,
Sun Dec 13 2009,5:00 PM,New Jersey Nets,107,Atlanta Hawks,130,Box Score,,
Sun Dec 13 2009,6:30 PM,San Antonio Spurs,115,Los Angeles Clippers,90,Box Score,,
Sun Dec 13 2009,6:00 PM,Memphis Grizzlies,118,Miami Heat,90,Box Score,,
Sun Dec 13 2009,6:00 PM,Cleveland Cavaliers,102,Oklahoma City Thunder,89,Box Score,,
Sun Dec 13 2009,12:30 PM,Houston Rockets,88,Toronto Raptors,101,Box Score,,
Mon Dec 14 2009,7:30 PM,New Orleans Hornets,90,Dallas Mavericks,94,Box Score,,
Mon Dec 14 2009,7:00 PM,Oklahoma City Thunder,93,Denver Nuggets,102,Box Score,,
Mon Dec 14 2009,7:30 PM,Washington Wizards,95,Los Angeles Clippers,97,Box Score,,
Mon Dec 14 2009,7:00 PM,Boston Celtics,110,Memphis Grizzlies,105,Box Score,,
Mon Dec 14 2009,7:00 PM,Indiana Pacers,98,Orlando Magic,106,Box Score,,
Mon Dec 14 2009,7:00 PM,Golden State Warriors,101,Philadelphia 76ers,117,Box Score,,
Mon Dec 14 2009,7:00 PM,Minnesota Timberwolves,110,Utah Jazz,108,Box Score,,
Tue Dec 15 2009,7:00 PM,New York Knicks,87,Charlotte Bobcats,94,Box Score,,
Tue Dec 15 2009,7:00 PM,Los Angeles Lakers,96,Chicago Bulls,87,Box Score,,
Tue Dec 15 2009,7:00 PM,New Jersey Nets,89,Cleveland Cavaliers,99,Box Score,,
Tue Dec 15 2009,7:30 PM,Detroit Pistons,96,Houston Rockets,107,Box Score,,
Tue Dec 15 2009,7:30 PM,Toronto Raptors,95,Miami Heat,115,Box Score,,
Tue Dec 15 2009,7:00 PM,San Antonio Spurs,104,Phoenix Suns,116,Box Score,,
Tue Dec 15 2009,7:00 PM,Sacramento Kings,88,Portland Trail Blazers,95,Box Score,,
Wed Dec 16 2009,7:00 PM,Memphis Grizzlies,97,Atlanta Hawks,110,Box Score,,
Wed Dec 16 2009,7:00 PM,Houston Rockets,101,Denver Nuggets,111,Box Score,,
Wed Dec 16 2009,7:30 PM,San Antonio Spurs,103,Golden State Warriors,91,Box Score,,
Wed Dec 16 2009,7:00 PM,Charlotte Bobcats,98,Indiana Pacers,101,Box Score,,
Wed Dec 16 2009,7:00 PM,Los Angeles Lakers,107,Milwaukee Bucks,106,Box Score,OT,
Wed Dec 16 2009,7:00 PM,Los Angeles Clippers,120,Minnesota Timberwolves,95,Box Score,,
Wed Dec 16 2009,7:30 PM,Utah Jazz,108,New Jersey Nets,92,Box Score,,
Wed Dec 16 2009,7:00 PM,Detroit Pistons,87,New Orleans Hornets,95,Box Score,,
Wed Dec 16 2009,7:00 PM,Dallas Mavericks,100,Oklahoma City Thunder,86,Box Score,,
Wed Dec 16 2009,7:00 PM,Toronto Raptors,99,Orlando Magic,118,Box Score,,
Wed Dec 16 2009,7:00 PM,Cleveland Cavaliers,108,Philadelphia 76ers,101,Box Score,,
Wed Dec 16 2009,7:30 PM,Washington Wizards,109,Sacramento Kings,112,Box Score,,
Thu Dec 17 2009,7:00 PM,New York Knicks,89,Chicago Bulls,98,Box Score,,
Thu Dec 17 2009,8:00 PM,Orlando Magic,86,Miami Heat,104,Box Score,,
Thu Dec 17 2009,7:30 PM,Phoenix Suns,102,Portland Trail Blazers,105,Box Score,,
Fri Dec 18 2009,7:30 PM,Utah Jazz,83,Atlanta Hawks,96,Box Score,,
Fri Dec 18 2009,7:30 PM,Philadelphia 76ers,98,Boston Celtics,97,Box Score,,
Fri Dec 18 2009,8:00 PM,Milwaukee Bucks,82,Cleveland Cavaliers,85,Box Score,,
Fri Dec 18 2009,7:30 PM,Houston Rockets,116,Dallas Mavericks,108,Box Score,OT,
Fri Dec 18 2009,7:30 PM,Washington Wizards,118,Golden State Warriors,109,Box Score,,
Fri Dec 18 2009,7:00 PM,Indiana Pacers,94,Memphis Grizzlies,107,Box Score,,
Fri Dec 18 2009,7:00 PM,Sacramento Kings,96,Minnesota Timberwolves,112,Box Score,,
Fri Dec 18 2009,7:00 PM,Denver Nuggets,92,New Orleans Hornets,98,Box Score,,
Fri Dec 18 2009,8:00 PM,Los Angeles Clippers,91,New York Knicks,95,Box Score,,
Fri Dec 18 2009,7:00 PM,Detroit Pistons,98,Oklahoma City Thunder,109,Box Score,,
Fri Dec 18 2009,7:00 PM,New Jersey Nets,95,Toronto Raptors,118,Box Score,,
Sat Dec 19 2009,7:00 PM,Utah Jazz,110,Charlotte Bobcats,102,Box Score,,
Sat Dec 19 2009,7:00 PM,Atlanta Hawks,98,Chicago Bulls,101,Box Score,OT,
Sat Dec 19 2009,7:30 PM,Oklahoma City Thunder,90,Houston Rockets,95,Box Score,,
Sat Dec 19 2009,7:30 PM,Sacramento Kings,96,Milwaukee Bucks,95,Box Score,,
Sat Dec 19 2009,8:00 PM,Los Angeles Lakers,103,New Jersey Nets,84,Box Score,,
Sat Dec 19 2009,7:00 PM,Portland Trail Blazers,83,Orlando Magic,92,Box Score,,
Sat Dec 19 2009,7:30 PM,Los Angeles Clippers,112,Philadelphia 76ers,107,Box Score,OT,
Sat Dec 19 2009,7:00 PM,Washington Wizards,95,Phoenix Suns,121,Box Score,,
Sat Dec 19 2009,7:30 PM,Indiana Pacers,99,San Antonio Spurs,100,Box Score,,
Sun Dec 20 2009,6:00 PM,Minnesota Timberwolves,104,Boston Celtics,122,Box Score,,
Sun Dec 20 2009,6:30 PM,Cleveland Cavaliers,95,Dallas Mavericks,102,Box Score,,
Sun Dec 20 2009,6:00 PM,Los Angeles Lakers,93,Detroit Pistons,81,Box Score,,
Sun Dec 20 2009,3:00 PM,Denver Nuggets,96,Memphis Grizzlies,102,Box Score,,
Sun Dec 20 2009,6:00 PM,Portland Trail Blazers,102,Miami Heat,95,Box Score,,
Sun Dec 20 2009,7:30 PM,Charlotte Bobcats,94,New York Knicks,98,Box Score,,
Sun Dec 20 2009,12:30 PM,New Orleans Hornets,92,Toronto Raptors,98,Box Score,,
Mon Dec 21 2009,7:00 PM,Sacramento Kings,102,Chicago Bulls,98,Box Score,,
Mon Dec 21 2009,7:00 PM,Milwaukee Bucks,84,Indiana Pacers,81,Box Score,,
Mon Dec 21 2009,7:00 PM,Utah Jazz,99,Orlando Magic,104,Box Score,,
Mon Dec 21 2009,7:00 PM,Cleveland Cavaliers,109,Phoenix Suns,91,Box Score,,
Mon Dec 21 2009,7:30 PM,Los Angeles Clippers,87,San Antonio Spurs,103,Box Score,,
Tue Dec 22 2009,7:30 PM,Indiana Pacers,94,Boston Celtics,103,Box Score,,
Tue Dec 22 2009,7:00 PM,Detroit Pistons,76,Charlotte Bobcats,88,Box Score,,
Tue Dec 22 2009,7:30 PM,Portland Trail Blazers,85,Dallas Mavericks,81,Box Score,,
Tue Dec 22 2009,7:30 PM,Los Angeles Clippers,99,Houston Rockets,108,Box Score,,
Tue Dec 22 2009,7:30 PM,Oklahoma City Thunder,108,Los Angeles Lakers,111,Box Score,,
Tue Dec 22 2009,7:00 PM,Golden State Warriors,108,Memphis Grizzlies,121,Box Score,,
Tue Dec 22 2009,7:00 PM,Atlanta Hawks,112,Minnesota Timberwolves,87,Box Score,,
Tue Dec 22 2009,7:30 PM,Chicago Bulls,81,New York Knicks,88,Box Score,,
Tue Dec 22 2009,7:00 PM,Philadelphia 76ers,98,Washington Wizards,105,Box Score,,
Wed Dec 23 2009,7:00 PM,Atlanta Hawks,104,Denver Nuggets,124,Box Score,,
Wed Dec 23 2009,7:30 PM,Toronto Raptors,94,Detroit Pistons,64,Box Score,,
Wed Dec 23 2009,7:30 PM,Utah Jazz,70,Miami Heat,80,Box Score,,
Wed Dec 23 2009,7:00 PM,Washington Wizards,109,Milwaukee Bucks,97,Box Score,,
Wed Dec 23 2009,7:30 PM,Minnesota Timberwolves,103,New Jersey Nets,99,Box Score,,
Wed Dec 23 2009,7:00 PM,Golden State Warriors,102,New Orleans Hornets,108,Box Score,,
Wed Dec 23 2009,7:00 PM,Houston Rockets,87,Orlando Magic,102,Box Score,,
Wed Dec 23 2009,7:00 PM,Oklahoma City Thunder,117,Phoenix Suns,113,Box Score,,
Wed Dec 23 2009,7:00 PM,Cleveland Cavaliers,117,Sacramento Kings,104,Box Score,OT,
Wed Dec 23 2009,7:30 PM,Portland Trail Blazers,98,San Antonio Spurs,94,Box Score,,
Fri Dec 25 2009,2:00 PM,Cleveland Cavaliers,102,Los Angeles Lakers,87,Box Score,,
Fri Dec 25 2009,12:00 PM,Miami Heat,93,New York Knicks,87,Box Score,,
Fri Dec 25 2009,2:30 PM,Boston Celtics,86,Orlando Magic,77,Box Score,,
Fri Dec 25 2009,6:00 PM,Los Angeles Clippers,93,Phoenix Suns,124,Box Score,,
Fri Dec 25 2009,7:30 PM,Denver Nuggets,96,Portland Trail Blazers,107,Box Score,,
Sat Dec 26 2009,7:00 PM,New Orleans Hornets,85,Chicago Bulls,96,Box Score,,
Sat Dec 26 2009,2:00 PM,Memphis Grizzlies,101,Dallas Mavericks,106,Box Score,,
Sat Dec 26 2009,7:30 PM,Phoenix Suns,127,Golden State Warriors,132,Box Score,,
Sat Dec 26 2009,7:00 PM,Atlanta Hawks,110,Indiana Pacers,98,Box Score,,
Sat Dec 26 2009,7:30 PM,San Antonio Spurs,112,Milwaukee Bucks,97,Box Score,,
Sat Dec 26 2009,7:00 PM,Washington Wizards,89,Minnesota Timberwolves,101,Box Score,,
Sat Dec 26 2009,7:30 PM,Houston Rockets,98,New Jersey Nets,93,Box Score,,
Sat Dec 26 2009,7:00 PM,Charlotte Bobcats,91,Oklahoma City Thunder,98,Box Score,,
Sat Dec 26 2009,7:00 PM,Los Angeles Lakers,112,Sacramento Kings,103,Box Score,2OT,
Sat Dec 26 2009,7:00 PM,Philadelphia 76ers,76,Utah Jazz,97,Box Score,,
Sun Dec 27 2009,6:00 PM,Houston Rockets,83,Cleveland Cavaliers,108,Box Score,,
Sun Dec 27 2009,6:00 PM,Dallas Mavericks,104,Denver Nuggets,96,Box Score,,
Sun Dec 27 2009,6:30 PM,Boston Celtics,90,Los Angeles Clippers,92,Box Score,,
Sun Dec 27 2009,6:00 PM,Indiana Pacers,80,Miami Heat,114,Box Score,,
Sun Dec 27 2009,6:00 PM,San Antonio Spurs,95,New York Knicks,88,Box Score,,
Sun Dec 27 2009,1:00 PM,Detroit Pistons,95,Toronto Raptors,102,Box Score,,
Mon Dec 28 2009,7:00 PM,Milwaukee Bucks,84,Charlotte Bobcats,94,Box Score,,
Mon Dec 28 2009,7:30 PM,Boston Celtics,99,Golden State Warriors,103,Box Score,,
Mon Dec 28 2009,7:00 PM,Washington Wizards,111,Memphis Grizzlies,116,Box Score,OT,
Mon Dec 28 2009,7:30 PM,Oklahoma City Thunder,105,New Jersey Nets,89,Box Score,,
Mon Dec 28 2009,7:00 PM,Los Angeles Lakers,103,Phoenix Suns,118,Box Score,,
Mon Dec 28 2009,7:00 PM,Philadelphia 76ers,104,Portland Trail Blazers,93,Box Score,,
Mon Dec 28 2009,7:00 PM,Denver Nuggets,101,Sacramento Kings,106,Box Score,,
Tue Dec 29 2009,7:00 PM,Cleveland Cavaliers,95,Atlanta Hawks,84,Box Score,,
Tue Dec 29 2009,7:00 PM,Indiana Pacers,95,Chicago Bulls,104,Box Score,,
Tue Dec 29 2009,7:30 PM,New York Knicks,104,Detroit Pistons,87,Box Score,,
Tue Dec 29 2009,7:30 PM,New Orleans Hornets,100,Houston Rockets,108,Box Score,,
Tue Dec 29 2009,7:30 PM,Golden State Warriors,118,Los Angeles Lakers,124,Box Score,,
Tue Dec 29 2009,7:30 PM,Minnesota Timberwolves,99,San Antonio Spurs,117,Box Score,,
Tue Dec 29 2009,7:00 PM,Oklahoma City Thunder,110,Washington Wizards,98,Box Score,,
Wed Dec 30 2009,7:00 PM,Atlanta Hawks,101,Cleveland Cavaliers,106,Box Score,,
Wed Dec 30 2009,7:00 PM,Memphis Grizzlies,121,Indiana Pacers,110,Box Score,,
Wed Dec 30 2009,7:00 PM,Utah Jazz,107,Minnesota Timberwolves,103,Box Score,,
Wed Dec 30 2009,7:30 PM,New York Knicks,95,New Jersey Nets,104,Box Score,,
Wed Dec 30 2009,7:00 PM,Miami Heat,91,New Orleans Hornets,95,Box Score,,
Wed Dec 30 2009,7:00 PM,Milwaukee Bucks,92,Orlando Magic,117,Box Score,,
Wed Dec 30 2009,7:00 PM,Boston Celtics,98,Phoenix Suns,116,Box Score,,
Wed Dec 30 2009,7:00 PM,Los Angeles Clippers,99,Portland Trail Blazers,103,Box Score,,
Wed Dec 30 2009,7:00 PM,Philadelphia 76ers,116,Sacramento Kings,106,Box Score,,
Wed Dec 30 2009,7:00 PM,Charlotte Bobcats,103,Toronto Raptors,107,Box Score,,
Thu Dec 31 2009,3:00 PM,Chicago Bulls,98,Detroit Pistons,87,Box Score,,
Thu Dec 31 2009,6:00 PM,Dallas Mavericks,94,Houston Rockets,97,Box Score,,
Thu Dec 31 2009,6:30 PM,Philadelphia 76ers,88,Los Angeles Clippers,104,Box Score,,
Thu Dec 31 2009,7:00 PM,Utah Jazz,86,Oklahoma City Thunder,87,Box Score,,
Thu Dec 31 2009,6:00 PM,Miami Heat,78,San Antonio Spurs,108,Box Score,,
Fri Jan 1 2010,7:30 PM,New York Knicks,112,Atlanta Hawks,108,Box Score,OT,
Fri Jan 1 2010,7:30 PM,Sacramento Kings,108,Los Angeles Lakers,109,Box Score,,
Fri Jan 1 2010,7:00 PM,Orlando Magic,106,Minnesota Timberwolves,94,Box Score,,
Sat Jan 2 2010,7:30 PM,Toronto Raptors,96,Boston Celtics,103,Box Score,,
Sat Jan 2 2010,7:00 PM,Orlando Magic,93,Chicago Bulls,101,Box Score,,
Sat Jan 2 2010,7:00 PM,Minnesota Timberwolves,111,Indiana Pacers,122,Box Score,,
Sat Jan 2 2010,3:30 PM,Charlotte Bobcats,107,Miami Heat,97,Box Score,,
Sat Jan 2 2010,7:30 PM,Oklahoma City Thunder,97,Milwaukee Bucks,103,Box Score,OT,
Sat Jan 2 2010,1:00 PM,Cleveland Cavaliers,94,New Jersey Nets,86,Box Score,,
Sat Jan 2 2010,7:00 PM,Houston Rockets,95,New Orleans Hornets,99,Box Score,,
Sat Jan 2 2010,7:00 PM,Memphis Grizzlies,128,Phoenix Suns,103,Box Score,,
Sat Jan 2 2010,7:00 PM,Golden State Warriors,89,Portland Trail Blazers,105,Box Score,,
Sat Jan 2 2010,7:00 PM,Dallas Mavericks,99,Sacramento Kings,91,Box Score,,
Sat Jan 2 2010,7:00 PM,Denver Nuggets,105,Utah Jazz,95,Box Score,,
Sat Jan 2 2010,7:00 PM,San Antonio Spurs,97,Washington Wizards,86,Box Score,,
Sun Jan 3 2010,6:00 PM,Charlotte Bobcats,91,Cleveland Cavaliers,88,Box Score,,
Sun Jan 3 2010,6:00 PM,Philadelphia 76ers,108,Denver Nuggets,105,Box Score,,
Sun Jan 3 2010,6:30 PM,Dallas Mavericks,96,Los Angeles Lakers,131,Box Score,,
Sun Jan 3 2010,6:00 PM,Indiana Pacers,89,New York Knicks,132,Box Score,,
Sun Jan 3 2010,6:00 PM,San Antonio Spurs,86,Toronto Raptors,91,Box Score,,
Mon Jan 4 2010,7:00 PM,Oklahoma City Thunder,98,Chicago Bulls,85,Box Score,,
Mon Jan 4 2010,7:30 PM,Portland Trail Blazers,95,Los Angeles Clippers,105,Box Score,,
Mon Jan 4 2010,7:30 PM,Atlanta Hawks,75,Miami Heat,92,Box Score,,
Mon Jan 4 2010,7:00 PM,New Orleans Hornets,91,Utah Jazz,87,Box Score,,
Tue Jan 5 2010,7:00 PM,Chicago Bulls,108,Charlotte Bobcats,113,Box Score,,
Tue Jan 5 2010,7:30 PM,Detroit Pistons,93,Dallas Mavericks,98,Box Score,,
Tue Jan 5 2010,7:00 PM,Golden State Warriors,122,Denver Nuggets,123,Box Score,,
Tue Jan 5 2010,7:00 PM,Orlando Magic,90,Indiana Pacers,97,Box Score,,
Tue Jan 5 2010,7:30 PM,Houston Rockets,79,Los Angeles Lakers,88,Box Score,,
Tue Jan 5 2010,7:30 PM,Milwaukee Bucks,98,New Jersey Nets,76,Box Score,,
Tue Jan 5 2010,7:00 PM,Washington Wizards,104,Philadelphia 76ers,97,Box Score,,
Tue Jan 5 2010,7:00 PM,Memphis Grizzlies,109,Portland Trail Blazers,105,Box Score,,
Tue Jan 5 2010,7:00 PM,Phoenix Suns,113,Sacramento Kings,109,Box Score,,
Wed Jan 6 2010,7:00 PM,New Jersey Nets,89,Atlanta Hawks,119,Box Score,,
Wed Jan 6 2010,7:00 PM,Washington Wizards,98,Cleveland Cavaliers,121,Box Score,,
Wed Jan 6 2010,7:30 PM,Los Angeles Lakers,91,Los Angeles Clippers,102,Box Score,,
Wed Jan 6 2010,7:30 PM,Boston Celtics,112,Miami Heat,106,Box Score,OT,
Wed Jan 6 2010,7:00 PM,Golden State Warriors,107,Minnesota Timberwolves,101,Box Score,,
Wed Jan 6 2010,7:00 PM,New Orleans Hornets,97,Oklahoma City Thunder,92,Box Score,,
Wed Jan 6 2010,7:00 PM,Toronto Raptors,108,Orlando Magic,103,Box Score,,
Wed Jan 6 2010,7:00 PM,Houston Rockets,110,Phoenix Suns,118,Box Score,,
Wed Jan 6 2010,7:30 PM,Detroit Pistons,92,San Antonio Spurs,112,Box Score,,
Wed Jan 6 2010,7:00 PM,Memphis Grizzlies,94,Utah Jazz,117,Box Score,,
Thu Jan 7 2010,7:30 PM,Charlotte Bobcats,93,New York Knicks,97,Box Score,,
Fri Jan 8 2010,8:00 PM,Boston Celtics,85,Atlanta Hawks,93,Box Score,,
Fri Jan 8 2010,8:30 PM,Cleveland Cavaliers,97,Denver Nuggets,99,Box Score,,
Fri Jan 8 2010,7:30 PM,Sacramento Kings,101,Golden State Warriors,108,Box Score,,
Fri Jan 8 2010,7:00 PM,Utah Jazz,89,Memphis Grizzlies,91,Box Score,,
Fri Jan 8 2010,7:30 PM,Chicago Bulls,93,Milwaukee Bucks,96,Box Score,,
Fri Jan 8 2010,7:00 PM,Indiana Pacers,109,Minnesota Timberwolves,116,Box Score,,
Fri Jan 8 2010,7:00 PM,New Jersey Nets,99,New Orleans Hornets,103,Box Score,,
Fri Jan 8 2010,7:00 PM,Toronto Raptors,108,Philadelphia 76ers,106,Box Score,,
Fri Jan 8 2010,7:00 PM,Miami Heat,109,Phoenix Suns,105,Box Score,,
Fri Jan 8 2010,7:00 PM,Los Angeles Lakers,98,Portland Trail Blazers,107,Box Score,,
Fri Jan 8 2010,7:30 PM,Dallas Mavericks,112,San Antonio Spurs,103,Box Score,,
Fri Jan 8 2010,7:00 PM,Orlando Magic,97,Washington Wizards,104,Box Score,,
Sat Jan 9 2010,7:00 PM,Memphis Grizzlies,87,Charlotte Bobcats,89,Box Score,,
Sat Jan 9 2010,7:00 PM,Minnesota Timberwolves,96,Chicago Bulls,110,Box Score,,
Sat Jan 9 2010,7:30 PM,Utah Jazz,111,Dallas Mavericks,93,Box Score,,
Sat Jan 9 2010,7:30 PM,Philadelphia 76ers,104,Detroit Pistons,94,Box Score,,
Sat Jan 9 2010,7:30 PM,New York Knicks,96,Houston Rockets,105,Box Score,,
Sat Jan 9 2010,7:00 PM,Indiana Pacers,102,Oklahoma City Thunder,108,Box Score,,
Sat Jan 9 2010,7:00 PM,Atlanta Hawks,81,Orlando Magic,113,Box Score,,
Sat Jan 9 2010,7:00 PM,Denver Nuggets,100,Sacramento Kings,102,Box Score,,
Sun Jan 10 2010,12:30 PM,Miami Heat,84,Los Angeles Clippers,94,Box Score,,
Sun Jan 10 2010,6:30 PM,Milwaukee Bucks,77,Los Angeles Lakers,95,Box Score,,
Sun Jan 10 2010,6:00 PM,Cleveland Cavaliers,106,Portland Trail Blazers,94,Box Score,,
Sun Jan 10 2010,6:00 PM,New Jersey Nets,85,San Antonio Spurs,97,Box Score,,
Sun Jan 10 2010,1:00 PM,Boston Celtics,114,Toronto Raptors,107,Box Score,,
Sun Jan 10 2010,1:00 PM,New Orleans Hornets,115,Washington Wizards,110,Box Score,,
Mon Jan 11 2010,7:30 PM,Atlanta Hawks,102,Boston Celtics,96,Box Score,,
Mon Jan 11 2010,7:00 PM,Detroit Pistons,87,Chicago Bulls,120,Box Score,,
Mon Jan 11 2010,7:00 PM,Minnesota Timberwolves,94,Denver Nuggets,105,Box Score,,
Mon Jan 11 2010,7:30 PM,Cleveland Cavaliers,117,Golden State Warriors,114,Box Score,,
Mon Jan 11 2010,7:00 PM,Toronto Raptors,101,Indiana Pacers,105,Box Score,,
Mon Jan 11 2010,7:00 PM,New York Knicks,88,Oklahoma City Thunder,106,Box Score,,
Mon Jan 11 2010,7:00 PM,New Orleans Hornets,92,Philadelphia 76ers,96,Box Score,,
Mon Jan 11 2010,7:00 PM,Milwaukee Bucks,101,Phoenix Suns,105,Box Score,,
Mon Jan 11 2010,7:00 PM,Miami Heat,89,Utah Jazz,118,Box Score,,
Tue Jan 12 2010,7:00 PM,Houston Rockets,94,Charlotte Bobcats,102,Box Score,,
Tue Jan 12 2010,7:00 PM,Los Angeles Clippers,102,Memphis Grizzlies,104,Box Score,,
Tue Jan 12 2010,7:00 PM,Orlando Magic,109,Sacramento Kings,88,Box Score,,
Tue Jan 12 2010,7:30 PM,Los Angeles Lakers,85,San Antonio Spurs,105,Box Score,,
Tue Jan 12 2010,7:00 PM,Detroit Pistons,99,Washington Wizards,90,Box Score,,
Wed Jan 13 2010,7:00 PM,Washington Wizards,82,Atlanta Hawks,94,Box Score,,
Wed Jan 13 2010,7:30 PM,Los Angeles Lakers,100,Dallas Mavericks,95,Box Score,,
Wed Jan 13 2010,7:00 PM,Orlando Magic,97,Denver Nuggets,115,Box Score,,
Wed Jan 13 2010,7:30 PM,Miami Heat,115,Golden State Warriors,102,Box Score,,
Wed Jan 13 2010,7:30 PM,Minnesota Timberwolves,114,Houston Rockets,120,Box Score,3OT,
Wed Jan 13 2010,7:00 PM,Phoenix Suns,114,Indiana Pacers,122,Box Score,,
Wed Jan 13 2010,7:30 PM,Boston Celtics,111,New Jersey Nets,87,Box Score,,
Wed Jan 13 2010,7:00 PM,Los Angeles Clippers,94,New Orleans Hornets,108,Box Score,,
